"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"COMUNE";"COGNOME";"NOME";"DATANASCITA";"LUOGONASCITA";"SESSO";"TOTVOTI";"CONTRASSEGNO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRAYES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"40";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRAYES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"12";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRAYES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"6";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRAYES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"284";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"41";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"141";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"354";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"67";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"30";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"50";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VERRES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"407";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"26";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"46";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"182";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"60";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"12";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"13";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"VILLENEUVE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"207";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"129";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"421";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"187";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"26";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"33";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"463";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"9";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"15";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"29";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"15";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"0";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"2";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-RHEMY-EN-BOSSES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"95";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-VINCENT";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"93";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-VINCENT";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"174";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"4";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"7";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"17";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"10";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"1";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ALLEIN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"52";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"5";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"17";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"82";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"31";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"3";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"6";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ANTEY-SAINT-ANDRE'";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"102";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"686";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"1634";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"3869";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"2439";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"291";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"463";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"AOSTA";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"5291";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"19";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"43";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"153";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"19";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"14";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"15";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARNAD";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"254";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ARVIER";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"13";"ITALIA SOVRANA E POPOLARE"
