anno,eta_decennale,tipologia_contrattuale,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2020,60+,Stagionale,51,2652,2378,15787,1609769,31564.098039215685,607.0018853695324,676.9423885618166,35201.00420521446,1883571.3519061585,36932.77160600311,710.245607807752,792.0821496661727,41188.27178264097,anno_intero
2020,60+,Tempo determinato,9297,483442,423117,2881708,342370164,36825.87544369151,708.1928421610038,809.1619197526925,42076.41982714001,400603212.4222874,43089.514082207956,828.6479296839898,946.7906333763176,49233.11293556852,anno_intero
2020,60+,Tempo indeterminato,355531,18487582,16981119,110526852,15062284493,42365.60101088232,814.724418423134,887.0018809125594,46124.09780745309,17624197984.47801,49571.480361706876,953.2992461901188,1037.8702360237864,53969.252273236896,anno_intero
2021,<20,Stagionale,9,468,443,2775,445298,49477.555555555555,951.491452991453,1005.1873589164785,52269.742663656885,511537.1458733205,56837.46065259117,1093.0280894729071,1154.7113902332292,60044.99229212792,anno_intero
2021,<20,Tempo determinato,1067,55484,47683,329916,28774675,26967.830365510777,518.6121224136688,603.4577312669086,31379.802025879246,33054976.94337812,30979.359834468716,595.7569198936291,693.223516628109,36047.622864661666,anno_intero
2021,<20,Tempo indeterminato,5970,310440,275528,1849156,94033560,15751.015075376885,302.9041360649401,341.28495107575276,17746.817455939145,108021277.65834934,18094.016358182467,347.9618530419705,392.05190637013055,20386.69913124679,anno_intero
2021,20-29,Stagionale,862,44824,39323,265471,18890305,21914.506960556846,421.4328261645547,480.38819520382475,24980.186150598885,21700283.19097889,25174.342448931424,484.1219701717581,551.847091803242,28696.048773768587,anno_intero
2021,20-29,Tempo determinato,92058,4786997,4295309,28453757,2018320078,21924.439787959764,421.6255155371938,469.8893788549322,24434.247700456475,2318550032.0211134,25185.752808241687,484.34332255088384,539.786551333353,28068.900669334358,anno_intero
2021,20-29,Tempo indeterminato,809887,42114104,39297547,251486956,19278424292,23803.844600543038,457.7664597114544,490.5757677953792,25509.93992535972,22146136158.852207,27344.72359582535,525.8603188815844,563.550090260143,29304.60469352743,anno_intero
2021,30-39,Stagionale,792,41184,36617,244076,19245336,24299.666666666668,467.30128205128204,525.5847284048393,27330.405877051646,22108125.90403071,27914.300383877162,536.8134689207146,603.7667177548874,31395.86932325415,anno_intero
2021,30-39,Tempo determinato,115582,6010262,5484485,35729944,2717151696,23508.432939385024,452.0853992721116,495.42513034496403,25762.10677793813,3121334529.8579655,27005.3687413089,519.334187071706,569.1208071237255,29594.281970433727,anno_intero
2021,30-39,Tempo indeterminato,1639672,85262904,79985821,509208486,48573344878,29623.81798188906,569.689074606232,607.274442779052,31578.271024510705,55798746467.337814,34030.4319811144,654.4316912703068,697.6079731348611,36275.61460301278,anno_intero
2021,40-49,Stagionale,723,37596,33506,223052,16956673,23453.213001383127,451.0233269496755,506.0787023219722,26316.092520742553,19479018.791746642,26941.934705043765,518.1141289431494,581.359123492707,30230.674421620766,anno_intero
2021,40-49,Tempo determinato,101915,5299568,4770319,31517426,2375573758,23309.363273315998,448.25800102951786,497.99054486712527,25895.508333090514,2728946054.055662,26776.686984797743,514.9374541577091,572.0678332110834,29747.52732697634,anno_intero
2021,40-49,Tempo indeterminato,2290506,119106244,110788422,711843469,77589322926,33874.31551194365,651.4295163736336,700.3378288572428,36417.56710057663,89130920866.04799,38913.20121669534,748.3312198649131,804.5147611728596,41834.7675809887,anno_intero
2021,50-59,Stagionale,536,27872,24424,165441,13472232,25134.761194029852,483.3607921928817,551.5981002292826,28683.101211922698,15476258.833013436,28873.617225771337,555.2618697263719,633.6496410503372,32949.78133461753,anno_intero
2021,50-59,Tempo determinato,66938,3480769,3094055,20711330,1586682095,23703.757133466792,455.84240005584974,512.8163833545299,26666.451934435554,1822704863.450096,27229.747877888436,523.6500507359426,589.0990507441193,30633.150638694202,anno_intero
2021,50-59,Tempo indeterminato,2202895,114550464,106835427,684938885,81690331385,37083.170729880454,713.138371792191,764.6371028685082,39761.12934916243,93841964172.59598,42599.38134708916,819.2194155808567,878.3787064621923,45675.692736034005,anno_intero
2021,60+,Stagionale,156,8112,6817,48144,4279104,27430.153846153848,527.5029585798817,627.7107231920199,32640.957605985037,4915630.986564299,31510.455042078844,605.970289270747,721.084199290641,37496.37836311333,anno_intero
2021,60+,Tempo determinato,16206,842699,717578,5021875,506390970,31247.12884116994,600.9155938241294,705.6946701264532,36696.12284657556,581717841.7370442,35895.21422541307,690.3032301415383,810.6684454331712,42154.759162524904,anno_intero
2021,60+,Tempo indeterminato,520752,27079043,24521046,162002528,20045890479,38494.12096160936,740.2732245375141,817.4973644680574,42509.86295233898,23027764782.49808,44220.213810985035,850.3906427748603,939.1020587987185,48833.30705753336,anno_intero
2022,<20,Stagionale,61,3172,2769,18837,1076532,17648.06557377049,339.3858764186633,388.7800650054171,20216.56338028169,1144412.7921847247,18760.865445651223,360.7858739548313,413.2946161736095,21491.320041027695,anno_intero
2022,<20,Tempo determinato,1469,76388,63843,453202,34275114,23332.27637848877,448.6976226632455,536.8656548094544,27917.01405009163,36436333.44404974,24803.494516031136,476.99027915444486,570.7177520487718,29677.323106536132,anno_intero
2022,<20,Tempo indeterminato,10428,542250,474138,3228044,166148364,15932.907940161105,306.4054661134163,350.42195310226134,18221.941561317588,176624859.42095914,16937.55844082846,325.72588182749496,372.5178311397929,19370.92721926923,anno_intero
2022,20-29,Stagionale,1707,88764,78581,525294,39275007,23008.20562390158,442.4654927673381,499.8028403812626,25989.747699825657,41751495.0079929,24458.989459866956,470.3651819205184,531.3179395527277,27628.53285674184,anno_intero
2022,20-29,Tempo determinato,101409,5273237,4698286,31292229,2169991814,21398.414479977124,411.5103899179953,461.86882067204937,24017.17867494657,2306820782.73357,22747.692835286518,437.4582031366256,490.9919878725072,25531.583369370375,anno_intero
2022,20-29,Tempo indeterminato,1042973,54234571,50089648,323711114,24447286918,23439.999806322885,450.76943483152104,488.0706472123741,25379.673655043454,25988812114.428066,24918.01045130417,479.1927295677893,518.8459722142202,26979.990555139448,anno_intero
2022,30-39,Stagionale,1544,80288,72002,475511,36615402,23714.63860103627,456.0507423276206,508.53312407988665,26443.722452154107,38924188.449378334,25209.966612291668,484.80705023637825,540.5987118327037,28111.133015300595,anno_intero
2022,30-39,Tempo determinato,128440,6678866,6080790,39660657,2995012929,23318.381571161633,448.4313548138262,492.53681330879704,25611.914292057445,3183863655.428952,24788.72357076419,476.7072217692274,523.593752691501,27226.87513995805,anno_intero
2022,30-39,Tempo indeterminato,1908423,99237958,92445639,592516055,55972098769,29328.979355729836,564.0190497369967,605.4595908953585,31483.89872655864,59501422936.494675,31178.31997229895,599.5833059815144,643.6368830388492,33469.11791802016,anno_intero
2022,40-49,Stagionale,1365,70980,63278,420490,32064764,23490.6695970696,451.7436460974923,506.72846802996304,26349.88033755808,34086609.68738899,24971.875228856403,480.22836978570007,538.6802630833622,28011.373680334833,anno_intero
2022,40-49,Tempo determinato,110465,5744168,5176205,34130763,2569104880,23257.184447562577,447.25448141488897,496.32981692185683,25809.150479936554,2731099947.9218473,24723.667658732156,475.45614054495746,527.6259243831818,27436.54806792545,anno_intero
2022,40-49,Tempo indeterminato,2531820,131654566,121763509,786761264,84747881028,33473.10670900775,643.7139523744281,696.0039319169096,36192.2044596793,90091663934.7389,35583.75553346561,684.303375659139,739.8905031123808,38474.3061618438,anno_intero
2022,50-59,Stagionale,1013,52676,46681,312372,24305018,23993.1076011846,461.40591540739615,520.6618967031554,27074.418628564083,25837572.42095915,25505.994492555925,490.4998940876139,553.4922649677417,28781.597778322564,anno_intero
2022,50-59,Tempo determinato,75940,3948873,3527845,23477786,1792666462,23606.353199894653,453.9691354976471,508.14773948401927,26423.682453169004,1905703157.2060392,25094.85326844929,482.59418755833354,540.1890267871858,28089.829392933658,anno_intero
2022,50-59,Tempo indeterminato,2522377,131163551,121730725,784317042,92400426235,36632.28226192992,704.4672512335381,759.0559099602832,39470.907317934725,98226740855.50179,38942.13309727364,748.8874775546583,806.9182275510293,41959.74783265353,anno_intero
2022,60+,Stagionale,277,14404,11726,85631,6543908,23624.216606498194,454.311857817273,558.0682244584683,29019.54767184035,6956534.525754885,25113.843053266733,482.9585202551295,593.2572510451035,30849.377054345383,anno_intero
2022,60+,Tempo determinato,19677,1023194,886691,6092362,605244179,30758.96625501855,591.5243629262877,682.5874842532517,35494.54918116909,643407888.3330374,32698.474784420254,628.8229684038779,725.6280805072312,37732.66018637602,anno_intero
2022,60+,Tempo indeterminato,633191,32925864,29622201,196959246,23579054900,37238.455537112815,716.125623916809,795.9926711725439,41391.61890097228,25065833672.557728,39586.52866600714,761.2809696522384,846.1840385377753,44001.57000396432,anno_intero
2023,<20,Stagionale,57,2964,2524,17608,1061996,18631.508771929824,358.29824561403507,420.75911251980983,21879.47385103011,1070942.8913226621,18788.471777590563,361.3167649536647,424.3038396682497,22063.79966274898,anno_intero
2023,<20,Tempo determinato,1938,100775,81254,598370,43552883,22473.107843137255,432.17943934507565,536.0090949368647,27872.472936716964,43919798.61078349,22662.43478368601,435.8203781769634,540.5247570677566,28107.287367523342,anno_intero
2023,<20,Tempo indeterminato,12683,659512,573950,3928421,207873484,16389.930142710717,315.1928759446379,362.1804756511891,18833.384733861833,209624734.91828138,16528.008745429426,317.8482497942136,365.2317012253356,18992.04846371745,anno_intero
2023,20-29,Stagionale,1750,91000,81278,539748,40682077,23246.901142857143,447.0557912087912,500.5299958168262,26027.559782474964,41024807.2190396,23442.74698230834,450.8220573520835,504.7467607352493,26246.831558232967,anno_intero
2023,20-29,Tempo determinato,106267,5525866,4891783,32828556,2338208322,22003.14605663094,423.13880249720137,477.98692664821806,24855.32018570734,2357906791.4355516,22188.51375719228,426.7035775814238,482.0137752299217,25064.716311955926,anno_intero
2023,20-29,Tempo indeterminato,1151532,59879627,55439164,357720786,27963054352,24283.349791408316,466.98778454314686,504.39170316493227,26228.368564576478,28198631894.982307,24487.927295969464,470.92196975412537,508.6410014224296,26449.33207396634,anno_intero
2023,30-39,Stagionale,1572,81742,72630,484897,38027907,24190.780534351146,465.21870030094686,523.5840148698885,27226.3687732342,38348276.8989048,24394.578179964887,469.1379816851166,527.9950006733417,27455.740035013765,anno_intero
2023,30-39,Tempo determinato,132387,6884101,6236146,40945766,3153874230,23823.14147159464,458.1388666435893,505.74092235813595,26298.52796262307,3180444358.3066554,24023.841905222227,461.9985032623222,510.001587247421,26520.08253686589,anno_intero
2023,30-39,Tempo indeterminato,1982019,103064953,96173386,615710376,60286731897,30416.828444631457,584.9392071910225,626.8546258421222,32596.440543790355,60794623488.38164,30673.078052421108,589.8670859373665,632.1356252173717,32871.05251130333,anno_intero
2023,40-49,Stagionale,1437,74724,64634,443329,32153972,22375.763395963815,430.3031422300733,497.4776742890739,25868.839063031843,32424856.34709351,22564.270248499313,433.92827400960215,501.6687246200686,26086.77368024357,anno_intero
2023,40-49,Tempo determinato,111907,5819151,5198712,34632555,2646308278,23647.38825989438,454.758482465913,509.03152126911436,26469.63910599395,2668602366.272957,23846.60804304429,458.5896407006722,513.3199081374304,26692.635223146382,anno_intero
2023,40-49,Tempo indeterminato,2536434,131894474,121948469,788508323,87126560045,34350.02055839024,660.5777892180683,714.4539063052936,37151.60312787526,87860566448.07498,34639.405735798755,666.1428927498129,720.4728945639733,37464.590517326615,anno_intero
2023,50-59,Stagionale,1191,61932,53906,367416,28065613,23564.74643157011,453.16820060711746,520.639873112455,27073.273401847662,28302054.55855097,23763.269990387045,456.98596135359696,525.0260556997546,27301.354896387238,anno_intero
2023,50-59,Tempo determinato,80300,4175573,3695131,24859353,1927526667,24004.06808219178,461.6196787842052,521.6396027637451,27125.259343714744,1943765307.8340354,24206.29275011252,465.5086398523114,526.0342076732965,27353.778799011416,anno_intero
2023,50-59,Tempo indeterminato,2645177,137549084,127554069,822730387,98959851078,37411.42882990439,719.4511820812997,775.8266894488486,40342.98785134013,99793548222.71777,37726.605146921276,725.5122703886401,782.3627188460588,40682.861379995054,anno_intero
2023,60+,Stagionale,319,16588,13530,98611,6785947,21272.561128526646,409.0877140101278,501.54818920916483,26080.505838876572,6843115.887952822,21451.773943425775,412.53411429664953,505.7735319994695,26300.223663972414,anno_intero
2023,60+,Tempo determinato,22778,1184442,1013339,7060767,683738775,30017.507024321712,577.266573627075,674.7384389626768,35086.398826059194,689499000.5686605,30270.392508941102,582.1298135059889,680.4228403018737,35381.98769569743,anno_intero
2023,60+,Tempo indeterminato,721074,37495741,33661740,224348692,27229224297,37762.03870476539,726.1951243209195,808.9072132634855,42063.175089701246,27458619615.4246,38080.16876967496,732.3130276429155,815.7219328360507,42417.54050747464,anno_intero
2024,<20,Stagionale,71,3692,3074,21886,1376082,19381.436619718308,372.7199349945829,447.65191932335716,23277.899804814573,1376082,19381.436619718308,372.7199349945829,447.65191932335716,23277.899804814573,anno_intero
2024,<20,Tempo determinato,2070,107637,86414,639082,46909969,22661.82077294686,435.81639213281676,542.8514939708843,28228.277686485984,46909969,22661.82077294686,435.81639213281676,542.8514939708843,28228.277686485984,anno_intero
2024,<20,Tempo indeterminato,14006,728303,622421,4339374,234348726,16732.023846922748,321.77366563092556,376.511599062371,19578.60315124329,234348726,16732.023846922748,321.77366563092556,376.511599062371,19578.60315124329,anno_intero
2024,20-29,Stagionale,1781,92612,81736,549083,42180187,23683.428972487367,455.4505571632186,516.0539664285016,26834.80625428208,42180187,23683.428972487367,455.4505571632186,516.0539664285016,26834.80625428208,anno_intero
2024,20-29,Tempo determinato,101425,5274074,4624844,31331743,2290051128,22578.76389450333,434.2091385141733,495.162891548342,25748.470360513784,2290051128,22578.76389450333,434.2091385141733,495.162891548342,25748.470360513784,anno_intero
2024,20-29,Tempo indeterminato,1207612,62795719,58074789,375190020,30408730585,25180.878117309203,484.24846580704013,523.6132770968828,27227.890409037907,30408730585,25180.878117309203,484.24846580704013,523.6132770968828,27227.890409037907,anno_intero
2024,30-39,Stagionale,1643,85436,75426,506806,37975858,23113.729762629337,444.4948031274872,503.48497865457534,26181.21889003792,37975858,23113.729762629337,444.4948031274872,503.48497865457534,26181.21889003792,anno_intero
2024,30-39,Tempo determinato,120659,6274257,5650386,37319921,2985432381,24742.724380278305,475.82245690605276,528.3590149416341,27474.668776964972,2985432381,24742.724380278305,475.82245690605276,528.3590149416341,27474.668776964972,anno_intero
2024,30-39,Tempo indeterminato,2005279,104274446,97467091,622974538,63310240867,31571.786702498754,607.1501052808279,649.5550469132191,33776.8624394874,63310240867,31571.786702498754,607.1501052808279,649.5550469132191,33776.8624394874,anno_intero
2024,40-49,Stagionale,1429,74308,64953,441143,33395477,23369.822953114064,449.4196721752705,514.1483380290364,26735.71357750989,33395477,23369.822953114064,449.4196721752705,514.1483380290364,26735.71357750989,anno_intero
2024,40-49,Tempo determinato,99832,5191246,4593144,30884992,2414116367,24181.789075647088,465.03601774988124,525.5912653729123,27330.74579939144,2414116367,24181.789075647088,465.03601774988124,525.5912653729123,27330.74579939144,anno_intero
2024,40-49,Tempo indeterminato,2471240,128504373,118826179,768222413,87552713475,35428.65665617261,681.3208876167973,736.8133370256735,38314.29352533502,87552713475,35428.65665617261,681.3208876167973,736.8133370256735,38314.29352533502,anno_intero
2024,50-59,Stagionale,1244,64688,56547,384295,30079543,24179.696945337622,464.99417202572346,531.9387942773268,27660.817302420994,30079543,24179.696945337622,464.99417202572346,531.9387942773268,27660.817302420994,anno_intero
2024,50-59,Tempo determinato,77383,4023896,3528400,23948237,1888418877,24403.536655337735,469.3011143926185,535.2054407096701,27830.682916902846,1888418877,24403.536655337735,469.3011143926185,535.2054407096701,27830.682916902846,anno_intero
2024,50-59,Tempo indeterminato,2689433,139850384,129732865,836424452,103472476046,38473.71399324691,739.8798136013698,797.5810604814748,41474.21514503669,103472476046,38473.71399324691,739.8798136013698,797.5810604814748,41474.21514503669,anno_intero
2024,60+,Stagionale,434,22568,18341,134011,9547617,21999.117511520737,423.05995214462956,520.5614197699144,27069.19382803555,9547617,21999.117511520737,423.05995214462956,520.5614197699144,27069.19382803555,anno_intero
2024,60+,Tempo determinato,24662,1282409,1084735,7641316,751700871,30480.126145486985,586.1631281439853,692.9811161251365,36035.0180385071,751700871,30480.126145486985,586.1631281439853,692.9811161251365,36035.0180385071,anno_intero
2024,60+,Tempo indeterminato,817092,42488673,38148462,254207563,31371656240,38394.276580850135,738.3534016230632,822.3570386664605,42762.56601065595,31371656240,38394.276580850135,738.3534016230632,822.3570386664605,42762.56601065595,anno_intero
2014,<20,Stagionale,20242,236024,174417,1010405,51244597,2531.597520007904,217.11604328373386,293.8050591398774,15277.863075273626,61282562.66253639,3027.4954383231097,259.64547106453745,351.35659174585265,18270.54277078434,complessivo
2014,<20,Tempo determinato,56228,706251,508228,3006494,145704872,2591.322330511489,206.30749124603008,286.6919414121221,14907.98095343035,174246037.07151493,3098.9193475050674,246.71970315300783,342.85013236483417,17828.206882971375,complessivo
2014,<20,Tempo indeterminato,53386,1416814,1114277,7130314,306711729,5745.17156183269,216.479883033341,275.2562684144068,14313.325957549154,366791463.92306256,6870.55527522314,258.88469758420126,329.1744009102427,17117.06884733262,complessivo
2014,20-29,Stagionale,122221,2587890,2161986,12094668,746208368,6105.40224674974,288.3462465560746,345.1494912548,17947.7735452496,892378196.8910598,7301.349169873097,344.82848841761427,412.7585455646151,21463.444369359986,complessivo
2014,20-29,Tempo determinato,779438,20706291,16689252,103076571,6125468164,7858.8266982107625,295.8264309141603,367.03071917183587,19085.597396935464,7325345667.128609,9398.240356678285,353.77391668689523,438.92594270423916,22824.149020620436,complessivo
2014,20-29,Tempo indeterminato,1605919,69813230,59998328,386736129,24037209673,14967.884228905692,344.3073708665249,400.6313254762699,20832.828924766036,28745699922.630836,17899.844215449742,411.751467775246,479.10834986319674,24913.63419288623,complessivo
2014,30-39,Stagionale,90298,2272039,1981081,10966472,757574767,8389.718122217546,333.4338745945822,382.404741148898,19885.046539742696,905971084.7220421,10033.124595473233,398.74803413235514,457.311480309004,23780.19697606821,complessivo
2014,30-39,Tempo determinato,769391,23392048,19919051,121429517,7996645822,10393.474607839187,341.85317258240923,401.45716891833854,20875.772783753604,9563055958.403278,12429.383705298449,408.8165327979525,480.09596232286765,24964.99004078912,complessivo
2014,30-39,Tempo indeterminato,3022150,142941032,128411506,809948973,66413304389,21975.51557301921,464.62029453516186,517.191227311048,26893.943820174496,79422567960.57925,26280.154181817332,555.6316954573215,618.5004010511274,32162.020854658625,complessivo
2014,40-49,Stagionale,82437,2107548,1856687,10230216,729725106,8851.912442228611,346.2436471197809,393.02537584417837,20437.319543897276,872666137.5612147,10585.855108279227,414.0670283956592,470.01252099099884,24440.65109153194,complessivo
2014,40-49,Tempo determinato,611263,18700535,16045885,97145736,6597486542,10793.204466817066,352.7966735711037,411.1637682807773,21380.51595060042,7889824607.76022,12907.4140063446,421.9036839192151,491.70392332739635,25568.60401302461,complessivo
2014,40-49,Tempo indeterminato,3509945,171527364,154844938,983512900,95249286178,27136.97399190016,555.3008217277799,615.1268966764674,31986.598627176303,113907039775.63033,32452.6566016363,664.0750322241897,735.6200418746031,38252.24217747936,complessivo
2014,50-59,Stagionale,51872,1314654,1164779,6400183,464445935,8953.692454503393,353.28378037110906,398.74167975212464,20734.567347110482,555423181.7843704,10707.572134954704,422.4862068531875,476.84855391827153,24796.12480375012,complessivo
2014,50-59,Tempo determinato,312245,9351592,8093338,48308907,3567695078,11425.947823023587,381.50670794876424,440.81874227914363,22922.574598515468,4266547304.0671515,13664.101279659088,456.2375373163363,527.1678143266909,27412.72634498792,complessivo
2014,50-59,Tempo indeterminato,2424663,118565305,108779505,681162955,73528335778,30325.177469198814,620.1505219254486,675.9392385357885,35148.840403861,87931315857.30495,36265.3762016845,741.6277118951867,808.3445117469962,42033.91461084381,complessivo
2014,60+,Stagionale,15153,349611,287382,1649724,114416530,7550.751006401372,327.26810655271146,398.13394715048264,20702.9652518251,136828828.4002892,9029.817752279363,391.3744945104393,476.1217765910502,24758.332382734614,complessivo
2014,60+,Tempo determinato,76037,2004076,1664584,9950152,878417804,11552.504754264372,438.3156147770843,527.7101089521466,27440.925665511622,1050485266.1348397,13815.448612318209,524.1743657101026,631.0797569451825,32816.14736114949,complessivo
2014,60+,Tempo indeterminato,449459,20342204,17732703,113807288,12242812243,27238.99675610011,601.8429587570747,690.4086896960943,35901.2518641969,14640975875.901905,32574.663931308318,719.7340010896512,825.6482881319281,42933.710982860255,complessivo
2015,<20,Stagionale,21964,250266,185153,1089493,55712939,2536.557047896558,222.61489375304677,300.9021673966935,15646.912704628063,66688387.98299999,3036.258786332179,266.47002782239696,360.1798943738421,18729.354507439788,complessivo
2015,<20,Tempo determinato,59585,692943,504171,2980542,160040641,2685.921641352689,230.95787243683824,317.4332537968269,16506.529197434997,191568647.27699998,3215.0482046991688,276.45657330689534,379.96760479480173,19758.31544932969,complessivo
2015,<20,Tempo indeterminato,62709,1511564,1168548,7659038,342966176,5469.169911814891,226.8949088493772,293.49772195921776,15261.881541879324,410530512.67199993,6546.596384442423,271.5932058927045,351.3167731851836,18268.472205629547,complessivo
2015,20-29,Stagionale,121936,2516995,2111161,11970992,751424401,6162.449161855399,298.5402835524107,355.92946298269055,18508.33207509991,899455007.9969999,7376.451646740912,357.35271941223556,426.0475671902805,22154.473493894588,complessivo
2015,20-29,Tempo determinato,714050,18166520,14650550,90892669,5593734005,7833.81276521252,307.91444949280327,381.81051257461326,19854.14665387989,6695699603.984999,9377.073879959386,368.57359604288547,457.027183551812,23765.413544694224,complessivo
2015,20-29,Tempo indeterminato,1722389,71906892,61390874,399434858,25063138561,14551.380995233945,348.54987976674056,408.2551188471433,21229.26618005145,30000576857.516994,17418.00305129503,417.2142060807884,488.6813772600305,25411.431617521583,complessivo
2015,30-39,Stagionale,87769,2150506,1879160,10495201,733838821,8361.025202520252,341.2400714064504,390.51428350965324,20306.742742501967,878405068.7369999,10008.14716741674,408.46436547352107,467.44559736105487,24307.17106277485,complessivo
2015,30-39,Tempo determinato,659027,19260463,16420773,100140113,6776271554,10282.236621564822,351.82287954344605,412.66458978514595,21458.55866882759,8111197050.137999,12307.83723601309,421.13198681350485,493.95951397281965,25685.894726586623,complessivo
2015,30-39,Tempo indeterminato,3115413,143695781,128320173,815103743,66673857897,21401.290261355396,463.9931488106808,519.589837967254,27018.67157429721,79808607902.70898,25617.344442842405,555.3997991263849,621.9490360468029,32341.349874433756,complessivo
2015,40-49,Stagionale,83023,2072204,1821672,10142842,729859414,8791.050841333124,352.2140744830142,400.65358308191594,20833.986320259628,873641718.5579998,10522.887857075748,421.60024715616794,479.58233894905334,24938.28162535077,complessivo
2015,40-49,Tempo determinato,551089,16280536,14038108,84811190,5923353363,10748.451453395006,363.8303654744537,421.9481259867783,21941.30255131247,7090253975.510999,12865.89638971382,435.504947472921,505.07190680617356,26263.739153921022,complessivo
2015,40-49,Tempo indeterminato,3669023,176425834,158741613,1013835333,98196835307,26763.75572107343,556.5898886837628,618.5954234130152,32166.962017476788,117541611862.47899,32036.21559812489,666.238096754464,740.458721825379,38503.85353491971,complessivo
2015,50-59,Stagionale,54453,1352196,1193827,6629198,484682483,8900.932602427782,358.44099745894823,405.9905522324424,21111.508716087003,580164932.1509999,10654.416325106053,429.05387395836095,485.9706910222335,25270.47593315614,complessivo
2015,50-59,Tempo determinato,303314,8776705,7635870,45490753,3401917998,11215.829134164595,387.60764979568074,445.51806120324204,23166.939182568585,4072095843.6059995,13425.347473595019,463.96635680542977,533.2851192602807,27730.826201534594,complessivo
2015,50-59,Tempo indeterminato,2606009,125919065,114999613,725372869,78256945617,30029.42262171773,621.4860761315215,680.4974693001793,35385.868403609325,93673563903.54898,35945.218878196116,743.9188331294312,814.5554707523146,42356.88447912036,complessivo
2015,60+,Stagionale,16557,374070,310297,1789983,126946387,7667.233617201184,339.3653246718529,409.11251800694174,21273.85093636097,151954825.239,9177.678639789816,406.2202936322078,489.7076840543092,25464.799570824078,complessivo
2015,60+,Tempo determinato,79026,2005670,1687171,10057151,922708969,11676.017627110064,460.0502420637493,546.8971248320413,28438.650491266148,1104482635.893,13976.193099650745,550.6801397503078,654.6358584239533,34041.06463804557,complessivo
2015,60+,Tempo indeterminato,534992,23756279,20787935,133832401,14568825477,27231.856695053382,613.2620970228545,700.8308173466966,36443.20250202822,17438884095.968998,32596.532463978896,734.0747301363567,838.8944883639957,43622.51339492778,complessivo
2016,<20,Stagionale,23407,271098,199231,1209896,62479178,2669.251847737856,230.46712996776074,313.6016884922527,16307.287801597142,74862438.50450452,3198.292754496711,276.14529987128094,375.7569781033299,19539.362861373156,complessivo
2016,<20,Tempo determinato,76531,944014,677091,4141341,215647095,2817.7744312762147,228.4363314527115,318.49056478375877,16561.509368755454,258387960.67567572,3376.2522464841136,273.71200074964537,381.6148208670263,19843.97068508537,complessivo
2016,<20,Tempo indeterminato,59340,1557706,1199479,8003296,352030630,5932.433940006741,225.99298583943312,293.4862802933607,15261.286575254757,421802466.57657665,7108.231657845916,270.7843884382397,351.6547322433962,18286.046076656603,complessivo
2016,20-29,Stagionale,117783,2486622,2086808,11929198,752588034,6389.615088764932,302.654779857976,360.64076522612527,18753.319791758513,901749626.3243245,7656.025286538163,362.6404119018992,432.11911509076276,22470.193984719663,complessivo
2016,20-29,Tempo determinato,843789,22272294,17867055,112249605,6869010456,8140.673149329987,308.41055061503766,384.4511843725785,19991.46158737408,8230435951.783785,9754.139899647644,369.5369660522524,460.6487164103869,23953.733253340117,complessivo
2016,20-29,Tempo indeterminato,1649335,72308428,61647327,405190417,25472416269,15444.052462962345,352.274513131443,413.1957946692482,21486.181322800905,30521003277.270275,18505.03583399993,422.09468690524255,495.09045667576595,25744.70374713983,complessivo
2016,30-39,Stagionale,81614,2047323,1784928,10034790,707316221,8666.604026270003,345.48345375888414,396.27157005772784,20606.121643001847,847505021.5585587,10384.309328773968,413.9576518011856,474.81188124034065,24690.21782449771,complessivo
2016,30-39,Tempo determinato,734446,21940473,18552860,114288195,7728487427,10522.880411902304,352.24798603931646,416.5658247299877,21661.42288595936,9260259709.82883,12608.496349396457,422.0629021912531,499.12842062241776,25954.677872365726,complessivo
2016,30-39,Tempo indeterminato,2970998,141644415,126153022,807047901,65878071212,22173.717791799256,465.0947318466457,522.2076345662175,27154.79699744331,78934986226.991,26568.508705489203,557.2756696901251,625.708246822585,32536.828834774424,complessivo
2016,40-49,Stagionale,79502,2037139,1790400,10012566,724666115,9115.067734145054,355.72737795506345,404.75095788650583,21047.049810098302,868293633.2882885,10921.657735507139,426.23190331552655,484.97186845860614,25218.53715984752,complessivo
2016,40-49,Tempo determinato,618635,18371992,15691308,95552462,6635449296,10725.951968446661,361.1720109610324,422.8741986327717,21989.45832890413,7950583390.702704,12851.81632255321,432.755652773129,506.68710286629414,26347.729349047295,complessivo
2016,40-49,Tempo indeterminato,3625270,178416400,160264176,1029471406,99440457564,27429.80731476552,557.3504317091927,620.4783879087239,32264.876171253643,119149377081.18921,32866.34570147581,667.8162830389426,743.4560864131558,38659.7164934841,complessivo
2016,50-59,Stagionale,54802,1394932,1228308,6856669,503198439,9182.118152622166,360.7333110144437,409.66796520091054,21302.734190447347,602931462.9459461,11001.997426114849,432.2300032875768,490.86341776325327,25524.897723689166,complessivo
2016,50-59,Tempo determinato,354642,10252903,8815781,53042779,3867647253,10905.778934813135,377.2246019493211,438.71861755640253,22813.36811293293,4634207969.810812,13067.284669640967,451.98983837170914,525.671857072086,27334.93656774847,complessivo
