anno,eta_decennale,tipologia_contrattuale,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2023,50-59,Stagionale,109794,3040865,2616228,15090329,1145360152,10431.901123922982,376.656034384953,437.7906482156754,22765.11370721512,1155009352.943555,10519.785716373892,379.82921074876896,441.47885923686897,22956.900680317187,complessivo
2023,50-59,Tempo determinato,588709,19067240,16149480,98989722,7033392357,11947.145970250158,368.8731225389726,435.51819358889577,22646.94606662258,7092645873.065712,12047.795894178129,371.9807309849623,439.18726008922346,22837.73752463962,complessivo
2023,50-59,Tempo indeterminato,3461027,173780147,158457063,1008568470,115466434795,33361.89945787768,664.4397348507249,728.6922564947452,37891.997337726745,116439193302.11879,33642.9601104293,670.0373737289956,734.831197156032,38211.22225211366,complessivo
2023,60+,Stagionale,49544,1237467,1006880,6009226,435047988,8781.042870983369,351.56330471842887,432.0753098681074,22467.916113141586,438713093.2064027,8855.01964327472,354.52508487612414,435.715371450821,22657.199315442693,complessivo
2023,60+,Tempo determinato,213722,6219743,5167789,30656475,2418487911,11316.045662121822,388.8404892292173,467.9927742792904,24335.624262523103,2438862703.8475146,11411.37881850027,392.1163147492613,471.9354261266307,24540.642158584797,complessivo
2023,60+,Tempo indeterminato,1102964,52073857,45648017,297956463,34048379959,30869.892361854058,653.8478599539881,745.8895741078961,38786.2578536106,34335223935.065712,31129.958851844403,659.3562665247883,752.1733952882491,39113.01655498896,complessivo
2024,<20,Stagionale,82256,1063454,756845,4674550,249580841,3034.1961802178566,234.6888920442257,329.7648012472831,17147.769664858723,249580841,3034.1961802178566,234.6888920442257,329.7648012472831,17147.769664858723,complessivo
2024,<20,Tempo determinato,212806,3351338,2507759,13791040,736119774,3459.111932934222,219.64951729727053,293.53688851281163,15263.918202666206,736119774,3459.111932934222,219.64951729727053,293.53688851281163,15263.918202666206,complessivo
2024,<20,Tempo indeterminato,87148,2607109,2126638,13388534,686077829,7872.559657134989,263.1565573207718,322.61147830519343,16775.796871870058,686077829,7872.559657134989,263.1565573207718,322.61147830519343,16775.796871870058,complessivo
2024,20-29,Stagionale,205583,4693825,3923523,22515515,1553021916,7554.233161302248,330.86489504828154,395.82332408909036,20582.8128526327,1553021916,7554.233161302248,330.86489504828154,395.82332408909036,20582.8128526327,complessivo
2024,20-29,Tempo determinato,1262415,35694770,28836322,176403784,11518491605,9124.172007620315,322.69409790285806,399.4438543514669,20771.08042627628,11518491605,9124.172007620315,322.69409790285806,399.4438543514669,20771.08042627628,complessivo
2024,20-29,Tempo indeterminato,1960195,91414153,81861507,520989371,40243635605,20530.424577656813,440.2341900493242,491.6063370907648,25563.52952871977,40243635605,20530.424577656813,440.2341900493242,491.6063370907648,25563.52952871977,complessivo
2024,30-39,Stagionale,116382,3206103,2754032,15897104,1216022986,10448.548624357718,379.28381776879905,441.54279470972017,22960.22532490545,1216022986,10448.548624357718,379.28381776879905,441.54279470972017,22960.22532490545,complessivo
2024,30-39,Tempo determinato,939899,30471814,25728678,160062692,11498405499,12233.660743335187,377.3456184459514,446.91007827918713,23239.32407051773,11498405499,12233.660743335187,377.3456184459514,446.91007827918713,23239.32407051773,complessivo
2024,30-39,Tempo indeterminato,2855509,139788705,127531955,803740713,78013447227,27320.32965996605,558.0811928045259,611.7168612917445,31809.276787170715,78013447227,27320.32965996605,558.0811928045259,611.7168612917445,31809.276787170715,complessivo
2024,40-49,Stagionale,113144,3181005,2730113,15829222,1216510028,10751.873965919536,382.4294611294229,445.5896250448242,23170.66050233086,1216510028,10751.873965919536,382.4294611294229,445.5896250448242,23170.66050233086,complessivo
2024,40-49,Tempo determinato,791821,25734413,21757765,135250837,9705008741,12256.569023807147,377.1218228680794,446.04805415445935,23194.498816031886,9705008741,12256.569023807147,377.1218228680794,446.04805415445935,23194.498816031886,complessivo
2024,40-49,Tempo indeterminato,3298842,165152001,149994584,956720586,104205160818,31588.40611887444,630.9651726108968,694.7261563657526,36125.76013101913,104205160818,31588.40611887444,630.9651726108968,694.7261563657526,36125.76013101913,complessivo
2024,50-59,Stagionale,112958,3181036,2737428,15839959,1226716525,10859.934887303245,385.63427920966626,448.1274119355833,23302.625420650333,1226716525,10859.934887303245,385.63427920966626,448.1274119355833,23302.625420650333,complessivo
2024,50-59,Tempo determinato,604894,19376635,16312148,100977923,7328388058,12115.1607686636,378.207467808523,449.2595370027295,23361.49592414193,7328388058,12115.1607686636,378.207467808523,449.2595370027295,23361.49592414193,complessivo
2024,50-59,Tempo indeterminato,3557311,178751036,163190269,1036454512,122132396577,34332.78579719344,683.2542026609569,748.4048977025707,38917.05468053368,122132396577,34332.78579719344,683.2542026609569,748.4048977025707,38917.05468053368,complessivo
2024,60+,Stagionale,54987,1402429,1142603,6843553,504587394,9176.485241966282,359.7953222587382,441.612173257028,22963.83300936546,504587394,9176.485241966282,359.7953222587382,441.612173257028,22963.83300936546,complessivo
2024,60+,Tempo determinato,235187,6892355,5687156,34063919,2728853145,11602.908090158044,395.92463606416095,479.8273768118898,24951.02359421827,2728853145,11602.908090158044,395.92463606416095,479.8273768118898,24951.02359421827,complessivo
2024,60+,Tempo indeterminato,1239665,59026855,51778414,337777760,39401951474,31784.35421989005,667.5258485989132,760.9725449296303,39570.572336340774,39401951474,31784.35421989005,667.5258485989132,760.9725449296303,39570.572336340774,complessivo
