anno,eta_decennale,sesso,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2023,<20,Maschi,229896,4468202,3586301,20858176,1137630239,4948.455993144727,254.60582108866163,317.2154927876941,16495.205624960094,1147214318.5197978,4990.144754670799,256.7507732461061,319.887906374785,16634.171131488823,complessivo
2023,20-29,Femmine,1433620,52639962,43117771,282989649,18134965870,12649.771815404361,344.5094787492438,420.59145102839386,21870.755453476482,18287745700.412804,12756.341080909031,347.41183324586757,424.1347656958614,22055.007816184792,complessivo
2023,20-29,Maschi,1906854,75243780,68061918,413997152,31561335825,16551.52194399781,419.45441636504705,463.71505171217774,24113.18268903324,31827227449.47346,16690.961892978416,422.98815197048134,467.62166545869985,24316.326603852394,complessivo
2023,30-39,Femmine,1705159,73166818,61340273,407313455,31431372573,18433.10364194776,429.5850691907908,512.4100535548644,26645.322784852946,31696169309.08256,18588.395163783884,433.2041514923139,516.7269032057056,26869.798966696693,complessivo
2023,30-39,Maschi,2181432,98922737,93048162,562895025,55024901861,25224.21137170446,556.2411992401707,591.3593635627107,30750.686905260955,55488464639.94692,25436.71525857644,560.9273087535672,596.3413295573417,31009.749136981773,complessivo
2023,40-49,Femmine,1897629,86109979,71382388,489325706,40801898243,21501.514913083643,473.83472527614947,571.5961511822776,29722.999861478434,41145637908.06319,21682.656571997573,477.82659322287356,576.4116200212185,29973.40424110336,complessivo
2023,40-49,Maschi,2364540,111043187,105831889,636281783,72519615468,30669.650531604457,653.0757755358733,685.2340646400065,35632.171361280336,73130564208.25273,30928.03006430542,658.5776776044147,691.0068874255163,35932.35814612684,complessivo
2023,50-59,Femmine,1752665,81277466,67345101,463871808,40789549133,23272.87253011842,501.85557129696934,605.6795301710216,31495.335568893122,41133184761.75316,23468.937168114364,506.0835036583591,610.7821378388483,31760.67116762011,complessivo
2023,50-59,Maschi,2406865,114610786,109877669,658776713,82855638171,34424.71354687529,722.9305466153945,754.0716773942484,39211.727224500915,83553663766.3749,34714.727982822005,729.0209471766026,760.4244295205689,39542.070335069584,complessivo
2023,60+,Femmine,498889,21819733,17268375,122589571,10272544684,20590.842219411534,470.79149336978594,594.8761643177195,30933.560544521413,10359086762.213985,20764.311825303797,474.75772330550444,599.8877579513987,31194.163413472732,complessivo
2023,60+,Maschi,867341,37711334,34554313,212032593,26629371174,30702.308750537562,706.137077357168,770.6526005595886,40073.935229098606,26853712969.905643,30960.96341566425,712.0859996600927,777.1450403284141,40411.54209707753,complessivo
2024,<20,Femmine,147439,2429055,1723076,10294483,464585271,3151.0337902454576,191.26173388416484,269.6255249333169,14020.52729653248,464585271,3151.0337902454576,191.26173388416484,269.6255249333169,14020.52729653248,complessivo
2024,<20,Maschi,234771,4592846,3668166,21559641,1207193173,5142.002943293678,262.84207504453667,329.0999297741705,17113.196348256868,1207193173,5142.002943293678,262.84207504453667,329.0999297741705,17113.196348256868,complessivo
2024,20-29,Femmine,1463379,54038206,44311040,291547658,19371241696,13237.337488101168,358.4730717374296,437.1651330232827,22732.5869172107,19371241696,13237.337488101168,358.4730717374296,437.1651330232827,22732.5869172107,complessivo
2024,20-29,Maschi,1964814,77764542,70310315,428361012,33943907430,17275.888419972576,436.4959473431992,482.7727969928737,25104.18544362943,33943907430,17275.888419972576,436.4959473431992,482.7727969928737,25104.18544362943,complessivo
2024,30-39,Femmine,1705515,73499405,61876767,410800496,32942211772,19315.111137691547,448.1969857034897,532.3841785722257,27683.977285755733,32942211772,19315.111137691547,448.1969857034897,532.3841785722257,27683.977285755733,complessivo
2024,30-39,Maschi,2206275,99967217,94137897,568900013,57785663940,26191.505564809464,578.0461402661634,613.8406081028132,31919.711621346287,57785663940,26191.505564809464,578.0461402661634,613.8406081028132,31919.711621346287,complessivo
2024,40-49,Femmine,1876784,85057286,70579185,483794486,41603678603,22167.53691580917,489.1253948897452,589.4610231472636,30651.973203657708,41603678603,22167.53691580917,489.1253948897452,589.4610231472636,30651.973203657708,complessivo
2024,40-49,Maschi,2327023,109010133,103903279,624006159,73523000984,31595.304809621564,674.4602447554118,707.6100166578958,36795.720866210584,73523000984,31595.304809621564,674.4602447554118,707.6100166578958,36795.720866210584,complessivo
2024,50-59,Femmine,1824607,84619060,70347873,483167748,43895684790,24057.610647114692,518.7446515005012,623.98027002181,32446.974041134123,43895684790,24057.610647114692,518.7446515005012,623.98027002181,32446.974041134123,complessivo
2024,50-59,Maschi,2450556,116689647,111891970,670104646,86791816370,35417.19363687261,743.7833484062215,775.6751120746198,40335.10582788023,86791816370,35417.19363687261,743.7833484062215,775.6751120746198,40335.10582788023,complessivo
2024,60+,Femmine,569751,25173470,19986940,141615719,12202355161,21416.996479163703,484.7307566656484,610.516425275705,31746.854114336664,12202355161,21416.996479163703,484.7307566656484,610.516425275705,31746.854114336664,complessivo
2024,60+,Maschi,960088,42148169,38621235,237069513,30433036852,31698.174388181083,722.048847531194,787.9871488314653,40975.3317392362,30433036852,31698.174388181083,722.048847531194,787.9871488314653,40975.3317392362,complessivo
