provincia,url
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052009.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052010.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052011.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052012.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052013.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052037.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052015.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052016.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052017.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052018.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052019.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052020.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052021.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052022.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052023.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052024.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052025.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052026.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052027.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052028.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052030.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052031.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052032.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052033.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052034.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052035.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052036.html
Firenze 1,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048017.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048001.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048054.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048002.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048004.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048013.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048015.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048052.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048018.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048021.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048022.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048025.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048026.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048031.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048032.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048033.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048035.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048036.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048037.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048038.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048039.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048053.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048046.html
Firenze 2,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048049.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048008.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048010.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048011.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048012.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048014.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048019.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048020.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048027.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048028.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048030.html
Firenze 3,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048050.html
Firenze 4,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048005.html
Firenze 4,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048006.html
Firenze 4,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048024.html
Firenze 4,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048041.html
Firenze 4,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048043.html
Firenze 4,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09048044.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046001.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046002.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046003.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046004.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046005.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046006.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046007.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046008.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046009.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046010.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046011.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046036.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046013.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046014.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046015.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046017.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046018.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046019.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046020.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046021.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046022.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046023.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046024.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046025.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046026.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046027.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046028.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046037.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046030.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046031.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046033.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046034.html
Lucca,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09046035.html
