nace_r2,indic_sb,anno,valore
B-E,V11910,2004,NA
B-E,V11910,2005,NA
B-E,V11910,2006,NA
B-E,V11910,2007,NA
B-E,V11910,2008,479828
B-E,V11910,2009,458653
B-E,V11910,2010,447975
B-E,V11910,2011,450832
B-E,V11910,2012,445202
B-E,V11910,2013,436779
B-E,V11910,2014,425588
B-E,V11910,2015,419439
B-E,V11910,2016,417636
B-E,V11910,2017,411649
B-E,V11910,2018,407661
B-E,V11910,2019,396593
B-E,V11910,2020,391835
B-E,V11920,2004,23288
B-E,V11920,2005,25231
B-E,V11920,2006,25497
B-E,V11920,2007,26666
B-E,V11920,2008,25056
B-E,V11920,2009,20808
B-E,V11920,2010,21907
B-E,V11920,2011,22041
B-E,V11920,2012,22120
B-E,V11920,2013,21029
B-E,V11920,2014,19831
B-E,V11920,2015,20475
B-E,V11920,2016,20952
B-E,V11920,2017,19541
B-E,V11920,2018,18640
B-E,V11920,2019,18529
B-E,V11920,2020,14961
B-E,V11930,2004,NA
B-E,V11930,2005,NA
B-E,V11930,2006,NA
B-E,V11930,2007,NA
B-E,V11930,2008,29313
B-E,V11930,2009,23446
B-E,V11930,2010,24265
B-E,V11930,2011,25856
B-E,V11930,2012,26394
B-E,V11930,2013,26299
B-E,V11930,2014,23517
B-E,V11930,2015,23292
B-E,V11930,2016,21106
B-E,V11930,2017,18873
B-E,V11930,2018,17701
B-E,V11930,2019,24172
B-E,V11930,2020,23482
B-E,V16910,2004,NA
B-E,V16910,2005,NA
B-E,V16910,2006,NA
B-E,V16910,2007,NA
B-E,V16910,2008,4722463
B-E,V16910,2009,4484147
B-E,V16910,2010,4330024
B-E,V16910,2011,4242560
B-E,V16910,2012,4163691
B-E,V16910,2013,4049237
B-E,V16910,2014,3967407
B-E,V16910,2015,3936855
B-E,V16910,2016,3986124
B-E,V16910,2017,4009581
B-E,V16910,2018,4054346
B-E,V16910,2019,4088140
B-E,V16910,2020,4034081
B-E,V16920,2004,44975
B-E,V16920,2005,50938
B-E,V16920,2006,52969
B-E,V16920,2007,57765
B-E,V16920,2008,59032
B-E,V16920,2009,46019
B-E,V16920,2010,51859
B-E,V16920,2011,39127
B-E,V16920,2012,38049
B-E,V16920,2013,36129
B-E,V16920,2014,34729
B-E,V16920,2015,37363
B-E,V16920,2016,35292
B-E,V16920,2017,33607
B-E,V16920,2018,35715
B-E,V16920,2019,32555
B-E,V16920,2020,25077
B-E,V16930,2004,NA
B-E,V16930,2005,NA
B-E,V16930,2006,NA
B-E,V16930,2007,NA
B-E,V16930,2008,69867
B-E,V16930,2009,47972
B-E,V16930,2010,37852
B-E,V16930,2011,43610
B-E,V16930,2012,47820
B-E,V16930,2013,40870
B-E,V16930,2014,36736
B-E,V16930,2015,35970
B-E,V16930,2016,32103
B-E,V16930,2017,29500
B-E,V16930,2018,27635
B-E,V16930,2019,38891
B-E,V16930,2020,42133
B-E,V97010,2004,NA
B-E,V97010,2005,NA
B-E,V97010,2006,NA
B-E,V97010,2007,NA
B-E,V97010,2008,NA
B-E,V97010,2009,-4.41
B-E,V97010,2010,-2.33
B-E,V97010,2011,0.64
B-E,V97010,2012,-1.25
B-E,V97010,2013,-1.89
B-E,V97010,2014,-2.56
B-E,V97010,2015,-1.44
B-E,V97010,2016,-0.43
B-E,V97010,2017,-1.43
B-E,V97010,2018,-0.97
B-E,V97010,2019,-2.72
B-E,V97010,2020,-1.2
B-E,V97020,2004,NA
B-E,V97020,2005,NA
B-E,V97020,2006,NA
B-E,V97020,2007,NA
B-E,V97020,2008,5.22
B-E,V97020,2009,4.54
B-E,V97020,2010,4.89
B-E,V97020,2011,4.89
B-E,V97020,2012,4.97
B-E,V97020,2013,4.81
B-E,V97020,2014,4.66
B-E,V97020,2015,4.88
B-E,V97020,2016,5.02
B-E,V97020,2017,4.75
B-E,V97020,2018,4.57
B-E,V97020,2019,4.67
B-E,V97020,2020,3.82
B-E,V97030,2004,NA
B-E,V97030,2005,NA
B-E,V97030,2006,NA
B-E,V97030,2007,NA
B-E,V97030,2008,6.11
B-E,V97030,2009,5.11
B-E,V97030,2010,5.42
B-E,V97030,2011,5.74
B-E,V97030,2012,5.93
B-E,V97030,2013,6.02
B-E,V97030,2014,5.53
B-E,V97030,2015,5.55
B-E,V97030,2016,5.05
B-E,V97030,2017,4.58
B-E,V97030,2018,4.34
B-E,V97030,2019,6.09
B-E,V97030,2020,5.99
B-N_X_K642,V11910,2004,NA
B-N_X_K642,V11910,2005,NA
B-N_X_K642,V11910,2006,NA
B-N_X_K642,V11910,2007,NA
B-N_X_K642,V11910,2008,4054307
B-N_X_K642,V11910,2009,3998096
B-N_X_K642,V11910,2010,3985434
B-N_X_K642,V11910,2011,3970747
B-N_X_K642,V11910,2012,3953714
B-N_X_K642,V11910,2013,3904219
B-N_X_K642,V11910,2014,3846659
B-N_X_K642,V11910,2015,3819956
B-N_X_K642,V11910,2016,3849594
B-N_X_K642,V11910,2017,3838814
B-N_X_K642,V11910,2018,3834079
B-N_X_K642,V11910,2019,3751815
B-N_X_K642,V11910,2020,3777454
B-N_X_K642,V11920,2004,300018
B-N_X_K642,V11920,2005,308307
B-N_X_K642,V11920,2006,284471
B-N_X_K642,V11920,2007,338439
B-N_X_K642,V11920,2008,286141
B-N_X_K642,V11920,2009,288834
B-N_X_K642,V11920,2010,265060
B-N_X_K642,V11920,2011,264671
B-N_X_K642,V11920,2012,275427
B-N_X_K642,V11920,2013,276538
B-N_X_K642,V11920,2014,274489
B-N_X_K642,V11920,2015,279132
B-N_X_K642,V11920,2016,296906
B-N_X_K642,V11920,2017,276889
B-N_X_K642,V11920,2018,273356
B-N_X_K642,V11920,2019,277286
B-N_X_K642,V11920,2020,245922
B-N_X_K642,V11930,2004,NA
B-N_X_K642,V11930,2005,NA
B-N_X_K642,V11930,2006,NA
B-N_X_K642,V11930,2007,NA
B-N_X_K642,V11930,2008,283273
B-N_X_K642,V11930,2009,242980
B-N_X_K642,V11930,2010,257983
B-N_X_K642,V11930,2011,272778
B-N_X_K642,V11930,2012,273325
B-N_X_K642,V11930,2013,302847
B-N_X_K642,V11930,2014,283417
B-N_X_K642,V11930,2015,278779
B-N_X_K642,V11930,2016,265117
B-N_X_K642,V11930,2017,248247
B-N_X_K642,V11930,2018,223128
B-N_X_K642,V11930,2019,296665
B-N_X_K642,V11930,2020,302815
B-N_X_K642,V16910,2004,NA
B-N_X_K642,V16910,2005,NA
B-N_X_K642,V16910,2006,NA
B-N_X_K642,V16910,2007,NA
B-N_X_K642,V16910,2008,16671932
B-N_X_K642,V16910,2009,16235000
B-N_X_K642,V16910,2010,16010812
B-N_X_K642,V16910,2011,15502075
B-N_X_K642,V16910,2012,15324239
B-N_X_K642,V16910,2013,15005178
B-N_X_K642,V16910,2014,14752533
B-N_X_K642,V16910,2015,14806366
B-N_X_K642,V16910,2016,15125028
B-N_X_K642,V16910,2017,15435496
B-N_X_K642,V16910,2018,15626567
B-N_X_K642,V16910,2019,15726180
B-N_X_K642,V16910,2020,15423866
B-N_X_K642,V16920,2004,414129
B-N_X_K642,V16920,2005,448896
B-N_X_K642,V16920,2006,443195
B-N_X_K642,V16920,2007,528109
B-N_X_K642,V16920,2008,489327
B-N_X_K642,V16920,2009,452792
B-N_X_K642,V16920,2010,453739
B-N_X_K642,V16920,2011,352313
B-N_X_K642,V16920,2012,354293
B-N_X_K642,V16920,2013,348604
B-N_X_K642,V16920,2014,344879
B-N_X_K642,V16920,2015,352943
B-N_X_K642,V16920,2016,355063
B-N_X_K642,V16920,2017,348161
B-N_X_K642,V16920,2018,353274
B-N_X_K642,V16920,2019,356018
B-N_X_K642,V16920,2020,294127
B-N_X_K642,V16930,2004,NA
B-N_X_K642,V16930,2005,NA
B-N_X_K642,V16930,2006,NA
B-N_X_K642,V16930,2007,NA
B-N_X_K642,V16930,2008,470294
B-N_X_K642,V16930,2009,372581
B-N_X_K642,V16930,2010,310521
B-N_X_K642,V16930,2011,344207
B-N_X_K642,V16930,2012,352716
B-N_X_K642,V16930,2013,365027
B-N_X_K642,V16930,2014,337125
B-N_X_K642,V16930,2015,336036
B-N_X_K642,V16930,2016,313666
B-N_X_K642,V16930,2017,296098
B-N_X_K642,V16930,2018,269362
B-N_X_K642,V16930,2019,351455
B-N_X_K642,V16930,2020,394105
B-N_X_K642,V97010,2004,NA
B-N_X_K642,V97010,2005,NA
B-N_X_K642,V97010,2006,NA
B-N_X_K642,V97010,2007,NA
B-N_X_K642,V97010,2008,NA
B-N_X_K642,V97010,2009,-1.39
B-N_X_K642,V97010,2010,-0.32
B-N_X_K642,V97010,2011,-0.37
B-N_X_K642,V97010,2012,-0.43
B-N_X_K642,V97010,2013,-1.25
B-N_X_K642,V97010,2014,-1.47
B-N_X_K642,V97010,2015,-0.69
B-N_X_K642,V97010,2016,0.78
B-N_X_K642,V97010,2017,-0.28
B-N_X_K642,V97010,2018,-0.12
B-N_X_K642,V97010,2019,-2.15
B-N_X_K642,V97010,2020,0.68
B-N_X_K642,V97020,2004,NA
B-N_X_K642,V97020,2005,NA
B-N_X_K642,V97020,2006,NA
B-N_X_K642,V97020,2007,NA
B-N_X_K642,V97020,2008,7.06
B-N_X_K642,V97020,2009,7.22
B-N_X_K642,V97020,2010,6.65
B-N_X_K642,V97020,2011,6.67
B-N_X_K642,V97020,2012,6.97
B-N_X_K642,V97020,2013,7.08
B-N_X_K642,V97020,2014,7.14
B-N_X_K642,V97020,2015,7.31
B-N_X_K642,V97020,2016,7.71
B-N_X_K642,V97020,2017,7.21
B-N_X_K642,V97020,2018,7.13
B-N_X_K642,V97020,2019,7.39
B-N_X_K642,V97020,2020,6.51
B-N_X_K642,V97030,2004,NA
B-N_X_K642,V97030,2005,NA
B-N_X_K642,V97030,2006,NA
B-N_X_K642,V97030,2007,NA
B-N_X_K642,V97030,2008,6.99
B-N_X_K642,V97030,2009,6.08
B-N_X_K642,V97030,2010,6.47
B-N_X_K642,V97030,2011,6.87
B-N_X_K642,V97030,2012,6.91
B-N_X_K642,V97030,2013,7.76
B-N_X_K642,V97030,2014,7.37
B-N_X_K642,V97030,2015,7.3
B-N_X_K642,V97030,2016,6.89
B-N_X_K642,V97030,2017,6.47
B-N_X_K642,V97030,2018,5.82
B-N_X_K642,V97030,2019,7.91
B-N_X_K642,V97030,2020,8.02
C,V11910,2004,NA
C,V11910,2005,NA
C,V11910,2006,NA
C,V11910,2007,NA
C,V11910,2008,466251
C,V11910,2009,444564
C,V11910,2010,432566
C,V11910,2011,432731
C,V11910,2012,424642
C,V11910,2013,414947
C,V11910,2014,403494
C,V11910,2015,397033
C,V11910,2016,394517
C,V11910,2017,388888
C,V11910,2018,384350
C,V11910,2019,372571
C,V11910,2020,367358
C,V11920,2004,22550
C,V11920,2005,24457
C,V11920,2006,24763
C,V11920,2007,25785
C,V11920,2008,24071
C,V11920,2009,19777
C,V11920,2010,20322
C,V11920,2011,19756
C,V11920,2012,19719
C,V11920,2013,19417
C,V11920,2014,18742
C,V11920,2015,19479
C,V11920,2016,19918
C,V11920,2017,18471
C,V11920,2018,17637
C,V11920,2019,17553
C,V11920,2020,14160
C,V11930,2004,NA
C,V11930,2005,NA
C,V11930,2006,NA
C,V11930,2007,NA
C,V11930,2008,28636
C,V11930,2009,22937
C,V11930,2010,23558
C,V11930,2011,25097
C,V11930,2012,25610
C,V11930,2013,25440
C,V11930,2014,22675
C,V11930,2015,22474
C,V11930,2016,20332
C,V11930,2017,18199
C,V11930,2018,16990
C,V11930,2019,23266
C,V11930,2020,22450
C,V16910,2004,NA
C,V16910,2005,NA
C,V16910,2006,NA
C,V16910,2007,NA
C,V16910,2008,4427406
C,V16910,2009,4184487
C,V16910,2010,4027570
C,V16910,2011,3944413
C,V16910,2012,3859845
C,V16910,2013,3744160
C,V16910,2014,3662462
C,V16910,2015,3628507
C,V16910,2016,3670906
C,V16910,2017,3693923
C,V16910,2018,3737258
C,V16910,2019,3765114
C,V16910,2020,3705040
C,V16920,2004,43226
C,V16920,2005,48669
C,V16920,2006,51430
C,V16920,2007,55997
C,V16920,2008,56717
C,V16920,2009,43993
C,V16920,2010,48676
C,V16920,2011,37462
C,V16920,2012,36000
C,V16920,2013,34670
C,V16920,2014,33757
C,V16920,2015,35897
C,V16920,2016,34441
C,V16920,2017,31952
C,V16920,2018,32067
C,V16920,2019,31494
C,V16920,2020,24219
C,V16930,2004,NA
C,V16930,2005,NA
C,V16930,2006,NA
C,V16930,2007,NA
C,V16930,2008,67965
C,V16930,2009,47170
C,V16930,2010,37113
C,V16930,2011,42723
C,V16930,2012,45993
C,V16930,2013,40169
C,V16930,2014,35844
C,V16930,2015,35228
C,V16930,2016,31402
C,V16930,2017,28918
C,V16930,2018,27103
C,V16930,2019,38002
C,V16930,2020,40103
C,V97010,2004,NA
C,V97010,2005,NA
C,V97010,2006,NA
C,V97010,2007,NA
C,V97010,2008,NA
C,V97010,2009,-4.65
C,V97010,2010,-2.7
C,V97010,2011,0.04
C,V97010,2012,-1.87
C,V97010,2013,-2.28
C,V97010,2014,-2.76
C,V97010,2015,-1.6
C,V97010,2016,-0.63
C,V97010,2017,-1.43
C,V97010,2018,-1.17
C,V97010,2019,-3.06
C,V97010,2020,-1.4
C,V97020,2004,NA
C,V97020,2005,NA
C,V97020,2006,NA
C,V97020,2007,NA
C,V97020,2008,5.16
C,V97020,2009,4.45
C,V97020,2010,4.7
C,V97020,2011,4.57
C,V97020,2012,4.64
C,V97020,2013,4.68
C,V97020,2014,4.64
C,V97020,2015,4.91
C,V97020,2016,5.05
C,V97020,2017,4.75
C,V97020,2018,4.59
C,V97020,2019,4.71
C,V97020,2020,3.85
C,V97030,2004,NA
C,V97030,2005,NA
C,V97030,2006,NA
C,V97030,2007,NA
C,V97030,2008,6.14
C,V97030,2009,5.16
C,V97030,2010,5.45
C,V97030,2011,5.8
C,V97030,2012,6.03
C,V97030,2013,6.13
C,V97030,2014,5.62
C,V97030,2015,5.66
C,V97030,2016,5.15
C,V97030,2017,4.68
C,V97030,2018,4.42
C,V97030,2019,6.24
C,V97030,2020,6.11
C10-C12,V11910,2004,NA
C10-C12,V11910,2005,NA
C10-C12,V11910,2006,NA
C10-C12,V11910,2007,NA
C10-C12,V11910,2008,61258
C10-C12,V11910,2009,58551
C10-C12,V11910,2010,57953
C10-C12,V11910,2011,59141
C10-C12,V11910,2012,59103
C10-C12,V11910,2013,58789
C10-C12,V11910,2014,57506
C10-C12,V11910,2015,57489
C10-C12,V11910,2016,57764
C10-C12,V11910,2017,56505
C10-C12,V11910,2018,55661
C10-C12,V11910,2019,55065
C10-C12,V11910,2020,54086
C10-C12,V11920,2004,3024
C10-C12,V11920,2005,3630
C10-C12,V11920,2006,3943
C10-C12,V11920,2007,3221
C10-C12,V11920,2008,3273
C10-C12,V11920,2009,2794
C10-C12,V11920,2010,2835
C10-C12,V11920,2011,2816
C10-C12,V11920,2012,2929
C10-C12,V11920,2013,3054
C10-C12,V11920,2014,2799
C10-C12,V11920,2015,3005
C10-C12,V11920,2016,2872
C10-C12,V11920,2017,2680
C10-C12,V11920,2018,2373
C10-C12,V11920,2019,2415
C10-C12,V11920,2020,1999
C10-C12,V11930,2004,NA
C10-C12,V11930,2005,NA
C10-C12,V11930,2006,NA
C10-C12,V11930,2007,NA
C10-C12,V11930,2008,3278
C10-C12,V11930,2009,2407
C10-C12,V11930,2010,2674
C10-C12,V11930,2011,2731
C10-C12,V11930,2012,2867
C10-C12,V11930,2013,2674
C10-C12,V11930,2014,2533
C10-C12,V11930,2015,2765
C10-C12,V11930,2016,2747
C10-C12,V11930,2017,2495
C10-C12,V11930,2018,2561
C10-C12,V11930,2019,3209
C10-C12,V11930,2020,3095
C10-C12,V16910,2004,NA
C10-C12,V16910,2005,NA
C10-C12,V16910,2006,NA
C10-C12,V16910,2007,NA
C10-C12,V16910,2008,442700
C10-C12,V16910,2009,431689
C10-C12,V16910,2010,435554
C10-C12,V16910,2011,433459
C10-C12,V16910,2012,431572
C10-C12,V16910,2013,429813
C10-C12,V16910,2014,427810
C10-C12,V16910,2015,429938
C10-C12,V16910,2016,444058
C10-C12,V16910,2017,448638
C10-C12,V16910,2018,452034
C10-C12,V16910,2019,459334
C10-C12,V16910,2020,456683
C10-C12,V16920,2004,5466
C10-C12,V16920,2005,6935
C10-C12,V16920,2006,7568
C10-C12,V16920,2007,6802
C10-C12,V16920,2008,7119
C10-C12,V16920,2009,6056
C10-C12,V16920,2010,6692
C10-C12,V16920,2011,5644
C10-C12,V16920,2012,5799
C10-C12,V16920,2013,5498
C10-C12,V16920,2014,5438
C10-C12,V16920,2015,5752
C10-C12,V16920,2016,5092
C10-C12,V16920,2017,4754
C10-C12,V16920,2018,4668
C10-C12,V16920,2019,5154
C10-C12,V16920,2020,3884
C10-C12,V16930,2004,NA
C10-C12,V16930,2005,NA
C10-C12,V16930,2006,NA
C10-C12,V16930,2007,NA
C10-C12,V16930,2008,7197
C10-C12,V16930,2009,4717
C10-C12,V16930,2010,4339
C10-C12,V16930,2011,4819
C10-C12,V16930,2012,5092
C10-C12,V16930,2013,4728
C10-C12,V16930,2014,4150
C10-C12,V16930,2015,4449
C10-C12,V16930,2016,4568
C10-C12,V16930,2017,4030
C10-C12,V16930,2018,3951
C10-C12,V16930,2019,5489
C10-C12,V16930,2020,5504
C10-C12,V97010,2004,NA
C10-C12,V97010,2005,NA
C10-C12,V97010,2006,NA
C10-C12,V97010,2007,NA
C10-C12,V97010,2008,NA
C10-C12,V97010,2009,-4.42
C10-C12,V97010,2010,-1.02
C10-C12,V97010,2011,2.05
C10-C12,V97010,2012,-0.06
C10-C12,V97010,2013,-0.53
C10-C12,V97010,2014,-2.18
C10-C12,V97010,2015,-0.03
C10-C12,V97010,2016,0.48
C10-C12,V97010,2017,-2.18
C10-C12,V97010,2018,-1.49
C10-C12,V97010,2019,-1.07
C10-C12,V97010,2020,-1.78
C10-C12,V97020,2004,NA
C10-C12,V97020,2005,NA
C10-C12,V97020,2006,NA
C10-C12,V97020,2007,NA
C10-C12,V97020,2008,5.34
C10-C12,V97020,2009,4.77
C10-C12,V97020,2010,4.89
C10-C12,V97020,2011,4.76
C10-C12,V97020,2012,4.96
C10-C12,V97020,2013,5.19
C10-C12,V97020,2014,4.87
C10-C12,V97020,2015,5.23
C10-C12,V97020,2016,4.97
C10-C12,V97020,2017,4.74
C10-C12,V97020,2018,4.26
C10-C12,V97020,2019,4.39
C10-C12,V97020,2020,3.7
C10-C12,V97030,2004,NA
C10-C12,V97030,2005,NA
C10-C12,V97030,2006,NA
C10-C12,V97030,2007,NA
C10-C12,V97030,2008,5.35
C10-C12,V97030,2009,4.11
C10-C12,V97030,2010,4.61
C10-C12,V97030,2011,4.62
C10-C12,V97030,2012,4.85
C10-C12,V97030,2013,4.55
C10-C12,V97030,2014,4.4
C10-C12,V97030,2015,4.81
C10-C12,V97030,2016,4.76
C10-C12,V97030,2017,4.42
C10-C12,V97030,2018,4.6
C10-C12,V97030,2019,5.83
C10-C12,V97030,2020,5.72
C13_C14,V11910,2004,NA
C13_C14,V11910,2005,NA
C13_C14,V11910,2006,NA
C13_C14,V11910,2007,NA
C13_C14,V11910,2008,57046
C13_C14,V11910,2009,53045
C13_C14,V11910,2010,50125
C13_C14,V11910,2011,50569
C13_C14,V11910,2012,49356
C13_C14,V11910,2013,47053
C13_C14,V11910,2014,45366
C13_C14,V11910,2015,44495
C13_C14,V11910,2016,43525
C13_C14,V11910,2017,43103
C13_C14,V11910,2018,42801
C13_C14,V11910,2019,42030
C13_C14,V11910,2020,40390
C13_C14,V11920,2004,3531
C13_C14,V11920,2005,3823
C13_C14,V11920,2006,3958
C13_C14,V11920,2007,4414
C13_C14,V11920,2008,4034
C13_C14,V11920,2009,3037
C13_C14,V11920,2010,3517
C13_C14,V11920,2011,3605
C13_C14,V11920,2012,3521
C13_C14,V11920,2013,3283
C13_C14,V11920,2014,3306
C13_C14,V11920,2015,3539
C13_C14,V11920,2016,3433
C13_C14,V11920,2017,3182
C13_C14,V11920,2018,3068
C13_C14,V11920,2019,3124
C13_C14,V11920,2020,2190
C13_C14,V11930,2004,NA
C13_C14,V11930,2005,NA
C13_C14,V11930,2006,NA
C13_C14,V11930,2007,NA
C13_C14,V11930,2008,5406
C13_C14,V11930,2009,4316
C13_C14,V11930,2010,4254
C13_C14,V11930,2011,4491
C13_C14,V11930,2012,4583
C13_C14,V11930,2013,4412
C13_C14,V11930,2014,3995
C13_C14,V11930,2015,3875
C13_C14,V11930,2016,3426
C13_C14,V11930,2017,2914
C13_C14,V11930,2018,2723
C13_C14,V11930,2019,4187
C13_C14,V11930,2020,3897
C13_C14,V16910,2004,NA
C13_C14,V16910,2005,NA
C13_C14,V16910,2006,NA
C13_C14,V16910,2007,NA
C13_C14,V16910,2008,447740
C13_C14,V16910,2009,410981
C13_C14,V16910,2010,381302
C13_C14,V16910,2011,370917
C13_C14,V16910,2012,356938
C13_C14,V16910,2013,333286
C13_C14,V16910,2014,325212
C13_C14,V16910,2015,321580
C13_C14,V16910,2016,318602
C13_C14,V16910,2017,319365
C13_C14,V16910,2018,318879
C13_C14,V16910,2019,316519
C13_C14,V16910,2020,303496
C13_C14,V16920,2004,8112
C13_C14,V16920,2005,8377
C13_C14,V16920,2006,9074
C13_C14,V16920,2007,10096
C13_C14,V16920,2008,10516
C13_C14,V16920,2009,7855
C13_C14,V16920,2010,9735
C13_C14,V16920,2011,7582
C13_C14,V16920,2012,7366
C13_C14,V16920,2013,6640
C13_C14,V16920,2014,7111
C13_C14,V16920,2015,7947
C13_C14,V16920,2016,7927
C13_C14,V16920,2017,7107
C13_C14,V16920,2018,6956
C13_C14,V16920,2019,7042
C13_C14,V16920,2020,4455
C13_C14,V16930,2004,NA
C13_C14,V16930,2005,NA
C13_C14,V16930,2006,NA
C13_C14,V16930,2007,NA
C13_C14,V16930,2008,14559
C13_C14,V16930,2009,11175
C13_C14,V16930,2010,7981
C13_C14,V16930,2011,9150
C13_C14,V16930,2012,9459
C13_C14,V16930,2013,8702
C13_C14,V16930,2014,8275
C13_C14,V16930,2015,8068
C13_C14,V16930,2016,7310
C13_C14,V16930,2017,6966
C13_C14,V16930,2018,6776
C13_C14,V16930,2019,9341
C13_C14,V16930,2020,8660
C13_C14,V97010,2004,NA
C13_C14,V97010,2005,NA
C13_C14,V97010,2006,NA
C13_C14,V97010,2007,NA
C13_C14,V97010,2008,NA
C13_C14,V97010,2009,-7.01
C13_C14,V97010,2010,-5.5
C13_C14,V97010,2011,0.89
C13_C14,V97010,2012,-2.4
C13_C14,V97010,2013,-4.67
C13_C14,V97010,2014,-3.59
C13_C14,V97010,2015,-1.92
C13_C14,V97010,2016,-2.18
C13_C14,V97010,2017,-0.97
C13_C14,V97010,2018,-0.7
C13_C14,V97010,2019,-1.8
C13_C14,V97010,2020,-3.9
C13_C14,V97020,2004,NA
C13_C14,V97020,2005,NA
C13_C14,V97020,2006,NA
C13_C14,V97020,2007,NA
C13_C14,V97020,2008,7.07
C13_C14,V97020,2009,5.73
C13_C14,V97020,2010,7.02
C13_C14,V97020,2011,7.13
C13_C14,V97020,2012,7.13
C13_C14,V97020,2013,6.98
C13_C14,V97020,2014,7.29
C13_C14,V97020,2015,7.95
C13_C14,V97020,2016,7.89
C13_C14,V97020,2017,7.38
C13_C14,V97020,2018,7.17
C13_C14,V97020,2019,7.43
C13_C14,V97020,2020,5.42
C13_C14,V97030,2004,NA
C13_C14,V97030,2005,NA
C13_C14,V97030,2006,NA
C13_C14,V97030,2007,NA
C13_C14,V97030,2008,9.48
C13_C14,V97030,2009,8.14
C13_C14,V97030,2010,8.49
C13_C14,V97030,2011,8.88
C13_C14,V97030,2012,9.29
C13_C14,V97030,2013,9.38
C13_C14,V97030,2014,8.81
C13_C14,V97030,2015,8.71
C13_C14,V97030,2016,7.87
C13_C14,V97030,2017,6.76
C13_C14,V97030,2018,6.36
C13_C14,V97030,2019,9.96
C13_C14,V97030,2020,9.65
C15,V11910,2004,NA
C15,V11910,2005,NA
C15,V11910,2006,NA
C15,V11910,2007,NA
C15,V11910,2008,17508
C15,V11910,2009,16378
C15,V11910,2010,15708
C15,V11910,2011,16197
C15,V11910,2012,16244
C15,V11910,2013,16199
C15,V11910,2014,15965
C15,V11910,2015,15809
C15,V11910,2016,15673
C15,V11910,2017,15419
C15,V11910,2018,15229
C15,V11910,2019,14403
C15,V11910,2020,13246
C15,V11920,2004,823
C15,V11920,2005,984
C15,V11920,2006,967
C15,V11920,2007,1096
C15,V11920,2008,940
C15,V11920,2009,819
C15,V11920,2010,993
C15,V11920,2011,1092
C15,V11920,2012,1206
C15,V11920,2013,1148
C15,V11920,2014,1048
C15,V11920,2015,1159
C15,V11920,2016,1038
C15,V11920,2017,1023
C15,V11920,2018,910
C15,V11920,2019,916
C15,V11920,2020,570
C15,V11930,2004,NA
C15,V11930,2005,NA
C15,V11930,2006,NA
C15,V11930,2007,NA
C15,V11930,2008,1336
C15,V11930,2009,1143
C15,V11930,2010,1077
C15,V11930,2011,1143
C15,V11930,2012,1218
C15,V11930,2013,1223
C15,V11930,2014,1148
C15,V11930,2015,1257
C15,V11930,2016,1193
C15,V11930,2017,1024
C15,V11930,2018,943
C15,V11930,2019,1346
C15,V11930,2020,1152
C15,V16910,2004,NA
C15,V16910,2005,NA
C15,V16910,2006,NA
C15,V16910,2007,NA
C15,V16910,2008,154579
C15,V16910,2009,141901
C15,V16910,2010,136546
C15,V16910,2011,138614
C15,V16910,2012,140500
C15,V16910,2013,140443
C15,V16910,2014,141812
C15,V16910,2015,141824
C15,V16910,2016,143474
C15,V16910,2017,145279
C15,V16910,2018,148421
C15,V16910,2019,149038
C15,V16910,2020,140191
C15,V16920,2004,1953
C15,V16920,2005,2352
C15,V16920,2006,2517
C15,V16920,2007,2628
C15,V16920,2008,2632
C15,V16920,2009,2219
C15,V16920,2010,2856
C15,V16920,2011,2851
C15,V16920,2012,2753
C15,V16920,2013,2830
C15,V16920,2014,2600
C15,V16920,2015,2827
C15,V16920,2016,2388
C15,V16920,2017,2726
C15,V16920,2018,2382
C15,V16920,2019,2270
C15,V16920,2020,1327
C15,V16930,2004,NA
C15,V16930,2005,NA
C15,V16930,2006,NA
C15,V16930,2007,NA
C15,V16930,2008,3744
C15,V16930,2009,2931
C15,V16930,2010,2064
C15,V16930,2011,2336
C15,V16930,2012,2566
C15,V16930,2013,2508
C15,V16930,2014,2757
C15,V16930,2015,2950
C15,V16930,2016,2636
C15,V16930,2017,2240
C15,V16930,2018,2086
C15,V16930,2019,3030
C15,V16930,2020,2589
C15,V97010,2004,NA
C15,V97010,2005,NA
C15,V97010,2006,NA
C15,V97010,2007,NA
C15,V97010,2008,NA
C15,V97010,2009,-6.45
C15,V97010,2010,-4.09
C15,V97010,2011,3.11
C15,V97010,2012,0.29
C15,V97010,2013,-0.28
C15,V97010,2014,-1.44
C15,V97010,2015,-0.98
C15,V97010,2016,-0.86
C15,V97010,2017,-1.62
C15,V97010,2018,-1.23
C15,V97010,2019,-5.42
C15,V97010,2020,-8.03
C15,V97020,2004,NA
C15,V97020,2005,NA
C15,V97020,2006,NA
C15,V97020,2007,NA
C15,V97020,2008,5.37
C15,V97020,2009,5
C15,V97020,2010,6.32
C15,V97020,2011,6.74
C15,V97020,2012,7.42
C15,V97020,2013,7.09
C15,V97020,2014,6.56
C15,V97020,2015,7.33
C15,V97020,2016,6.62
C15,V97020,2017,6.63
C15,V97020,2018,5.98
C15,V97020,2019,6.36
C15,V97020,2020,4.3
C15,V97030,2004,NA
C15,V97030,2005,NA
C15,V97030,2006,NA
C15,V97030,2007,NA
C15,V97030,2008,7.63
C15,V97030,2009,6.98
C15,V97030,2010,6.86
C15,V97030,2011,7.06
