branca,codice,valutazione,anno,investimenti_mln_eur
"Servizi",GTU,"valori concatenati 2020",2006,287446.7
"Servizi",GTU,"valori concatenati 2020",2007,291529.7
"Servizi",GTU,"valori concatenati 2020",2008,280271.7
"Servizi",GTU,"valori concatenati 2020",2009,258890.5
"Servizi",GTU,"valori concatenati 2020",2010,256115.8
"Servizi",GTU,"valori concatenati 2020",2011,246601.5
"Servizi",GTU,"valori concatenati 2020",2012,222219.4
"Servizi",GTU,"valori concatenati 2020",2013,206044.8
"Servizi",GTU,"valori concatenati 2020",2014,198536.6
"Servizi",GTU,"valori concatenati 2020",2015,203111.1
"Servizi",GTU,"valori concatenati 2020",2016,206532
"Servizi",GTU,"valori concatenati 2020",2017,213233.2
"Servizi",GTU,"valori concatenati 2020",2018,215759.2
"Servizi",GTU,"valori concatenati 2020",2019,222149.7
"Servizi",GTU,"valori concatenati 2020",2020,208767.4
"Servizi",GTU,"valori concatenati 2020",2021,259395.2
"Servizi",GTU,"valori concatenati 2020",2022,278953.2
"Servizi",GTU,"valori concatenati 2020",2023,316676.8
"Servizi",GTU,"prezzi correnti",1995,136610.6
"Servizi",GTU,"prezzi correnti",1996,145563.4
"Servizi",GTU,"prezzi correnti",1997,152281.6
"Servizi",GTU,"prezzi correnti",1998,157543.9
"Servizi",GTU,"prezzi correnti",1999,167591.5
"Servizi",GTU,"prezzi correnti",2000,184036
"Servizi",GTU,"prezzi correnti",2001,193346.5
"Servizi",GTU,"prezzi correnti",2002,207217.4
"Servizi",GTU,"prezzi correnti",2003,207272.6
"Servizi",GTU,"prezzi correnti",2004,221363
"Servizi",GTU,"prezzi correnti",2005,234734.5
"Servizi",GTU,"prezzi correnti",2006,244317.1
"Servizi",GTU,"prezzi correnti",2007,254878.8
"Servizi",GTU,"prezzi correnti",2008,251945.4
"Servizi",GTU,"prezzi correnti",2009,236351.3
"Servizi",GTU,"prezzi correnti",2010,238319
"Servizi",GTU,"prezzi correnti",2011,234656.3
"Servizi",GTU,"prezzi correnti",2012,214528.4
"Servizi",GTU,"prezzi correnti",2013,198597.3
"Servizi",GTU,"prezzi correnti",2014,191653.4
"Servizi",GTU,"prezzi correnti",2015,197870.4
"Servizi",GTU,"prezzi correnti",2016,201246
"Servizi",GTU,"prezzi correnti",2017,209208.4
"Servizi",GTU,"prezzi correnti",2018,214017.5
"Servizi",GTU,"prezzi correnti",2019,221462
"Servizi",GTU,"prezzi correnti",2020,208767.4
"Servizi",GTU,"prezzi correnti",2021,269288.1
"Servizi",GTU,"prezzi correnti",2022,307482.5
"Servizi",GTU,"prezzi correnti",2023,353787.9
