categoria,codice,mese,indice
"Beni di consumo",0080,2020-01,98.6
"Beni di consumo",0080,2020-02,100.7
"Beni di consumo",0080,2020-03,82.2
"Beni di consumo",0080,2020-04,56.9
"Beni di consumo",0080,2020-05,89.4
"Beni di consumo",0080,2020-06,94.3
"Beni di consumo",0080,2020-07,107.1
"Beni di consumo",0080,2020-08,74.6
"Beni di consumo",0080,2020-09,104.7
"Beni di consumo",0080,2020-10,109.2
"Beni di consumo",0080,2020-11,100.1
"Beni di consumo",0080,2020-12,79.8
"Beni di consumo",0080,2021-01,91
"Beni di consumo",0080,2021-02,99
"Beni di consumo",0080,2021-03,105.6
"Beni di consumo",0080,2021-04,92.9
"Beni di consumo",0080,2021-05,103.4
"Beni di consumo",0080,2021-06,103.7
"Beni di consumo",0080,2021-07,113.1
"Beni di consumo",0080,2021-08,70.9
"Beni di consumo",0080,2021-09,110.4
"Beni di consumo",0080,2021-10,112.3
"Beni di consumo",0080,2021-11,109.7
"Beni di consumo",0080,2021-12,87.9
"Beni di consumo",0080,2022-01,89.4
"Beni di consumo",0080,2022-02,105
"Beni di consumo",0080,2022-03,114.9
"Beni di consumo",0080,2022-04,103.7
"Beni di consumo",0080,2022-05,111.5
"Beni di consumo",0080,2022-06,106.1
"Beni di consumo",0080,2022-07,113.5
"Beni di consumo",0080,2022-08,77.4
"Beni di consumo",0080,2022-09,113.7
"Beni di consumo",0080,2022-10,109.6
"Beni di consumo",0080,2022-11,106.8
"Beni di consumo",0080,2022-12,87.8
"Beni di consumo",0080,2023-01,94.3
"Beni di consumo",0080,2023-02,102.5
"Beni di consumo",0080,2023-03,108.6
"Beni di consumo",0080,2023-04,95.3
"Beni di consumo",0080,2023-05,106.4
"Beni di consumo",0080,2023-06,103.1
"Beni di consumo",0080,2023-07,109
"Beni di consumo",0080,2023-08,74.1
"Beni di consumo",0080,2023-09,106.6
"Beni di consumo",0080,2023-10,106.3
"Beni di consumo",0080,2023-11,100.7
"Beni di consumo",0080,2023-12,86.7
"Beni di consumo",0080,2024-01,89
"Beni di consumo",0080,2024-02,97.1
"Beni di consumo",0080,2024-03,103.6
"Beni di consumo",0080,2024-04,91.1
"Beni di consumo",0080,2024-05,103
"Beni di consumo",0080,2024-06,99.8
"Beni di consumo",0080,2024-07,103
"Beni di consumo",0080,2024-08,72.5
"Beni di consumo",0080,2024-09,102.2
"Beni di consumo",0080,2024-10,104.6
"Beni di consumo",0080,2024-11,102.4
"Beni di consumo",0080,2024-12,80.5
"Beni di consumo",0080,2025-01,89.9
"Beni di consumo",0080,2025-02,95.4
"Beni di consumo",0080,2025-03,100.8
"Beni di consumo",0080,2025-04,92
"Beni di consumo",0080,2025-05,100.9
"Beni di consumo",0080,2025-06,96.7
"Beni di consumo",0080,2025-07,106
"Beni di consumo",0080,2025-08,72.6
"Beni di consumo",0080,2025-09,104.5
"Beni di consumo",0080,2025-10,102.7
"Beni di consumo",0080,2025-11,101.2
"Beni di consumo",0080,2025-12,80.6
"Beni di consumo",0080,2026-01,86.9
"Beni di consumo",0080,2026-02,93.2
"Beni di consumo",0080,2026-03,98.9
"Energia",0090,2000-01,129.5
"Energia",0090,2000-02,114.6
"Energia",0090,2000-03,118.7
"Energia",0090,2000-04,107.8
"Energia",0090,2000-05,106.4
"Energia",0090,2000-06,106.6
"Energia",0090,2000-07,109.4
"Energia",0090,2000-08,99.5
"Energia",0090,2000-09,110.9
"Energia",0090,2000-10,112.3
"Energia",0090,2000-11,117.2
"Energia",0090,2000-12,122.5
"Energia",0090,2001-01,127.6
"Energia",0090,2001-02,112.4
"Energia",0090,2001-03,116.6
"Energia",0090,2001-04,103.8
"Energia",0090,2001-05,106.1
"Energia",0090,2001-06,103.9
"Energia",0090,2001-07,110.6
"Energia",0090,2001-08,99.7
"Energia",0090,2001-09,105.7
"Energia",0090,2001-10,111.4
"Energia",0090,2001-11,120.5
"Energia",0090,2001-12,134
"Energia",0090,2002-01,137.5
"Energia",0090,2002-02,118.3
"Energia",0090,2002-03,118.6
"Energia",0090,2002-04,109.9
"Energia",0090,2002-05,111.1
"Energia",0090,2002-06,113.4
"Energia",0090,2002-07,120.2
"Energia",0090,2002-08,102.9
"Energia",0090,2002-09,113.5
"Energia",0090,2002-10,116.6
"Energia",0090,2002-11,121.4
"Energia",0090,2002-12,125.6
"Energia",0090,2003-01,137.2
"Energia",0090,2003-02,129.6
"Energia",0090,2003-03,127.5
"Energia",0090,2003-04,114.5
"Energia",0090,2003-05,113.3
"Energia",0090,2003-06,116
"Energia",0090,2003-07,124.1
"Energia",0090,2003-08,111
"Energia",0090,2003-09,114.3
"Energia",0090,2003-10,124.3
"Energia",0090,2003-11,127.2
"Energia",0090,2003-12,132.3
"Energia",0090,2004-01,140.7
"Energia",0090,2004-02,134
"Energia",0090,2004-03,128.6
"Energia",0090,2004-04,115.8
"Energia",0090,2004-05,118.3
"Energia",0090,2004-06,116.8
"Energia",0090,2004-07,126.4
"Energia",0090,2004-08,111.5
"Energia",0090,2004-09,120.9
"Energia",0090,2004-10,125.3
"Energia",0090,2004-11,129
"Energia",0090,2004-12,137.9
"Energia",0090,2005-01,139.8
"Energia",0090,2005-02,129.4
"Energia",0090,2005-03,132.6
"Energia",0090,2005-04,122.1
"Energia",0090,2005-05,124.8
"Energia",0090,2005-06,125.3
"Energia",0090,2005-07,134.9
"Energia",0090,2005-08,117.5
"Energia",0090,2005-09,127.9
"Energia",0090,2005-10,130.4
"Energia",0090,2005-11,134.8
"Energia",0090,2005-12,146
"Energia",0090,2006-01,151.5
"Energia",0090,2006-02,135.4
"Energia",0090,2006-03,139.2
"Energia",0090,2006-04,118.6
"Energia",0090,2006-05,117.4
"Energia",0090,2006-06,123.8
"Energia",0090,2006-07,137.3
"Energia",0090,2006-08,118.2
"Energia",0090,2006-09,125.2
"Energia",0090,2006-10,127
"Energia",0090,2006-11,131.7
"Energia",0090,2006-12,138.2
"Energia",0090,2007-01,139
"Energia",0090,2007-02,126.1
"Energia",0090,2007-03,131.7
"Energia",0090,2007-04,117.7
"Energia",0090,2007-05,126
"Energia",0090,2007-06,124.2
"Energia",0090,2007-07,133.6
"Energia",0090,2007-08,118.4
"Energia",0090,2007-09,121.8
"Energia",0090,2007-10,127.5
"Energia",0090,2007-11,132.8
"Energia",0090,2007-12,140
"Energia",0090,2008-01,140.7
"Energia",0090,2008-02,131.6
"Energia",0090,2008-03,136.3
"Energia",0090,2008-04,122.1
"Energia",0090,2008-05,118.4
"Energia",0090,2008-06,122.3
"Energia",0090,2008-07,128.4
"Energia",0090,2008-08,119.7
"Energia",0090,2008-09,123.3
"Energia",0090,2008-10,122.2
"Energia",0090,2008-11,121.1
"Energia",0090,2008-12,127.2
"Energia",0090,2009-01,129.3
"Energia",0090,2009-02,113.9
"Energia",0090,2009-03,115.5
"Energia",0090,2009-04,104
"Energia",0090,2009-05,108.6
"Energia",0090,2009-06,106.5
"Energia",0090,2009-07,120
"Energia",0090,2009-08,111.1
"Energia",0090,2009-09,110.3
"Energia",0090,2009-10,117.3
"Energia",0090,2009-11,116.1
"Energia",0090,2009-12,122.7
"Energia",0090,2010-01,131.1
"Energia",0090,2010-02,120.5
"Energia",0090,2010-03,121.5
"Energia",0090,2010-04,106.9
"Energia",0090,2010-05,109
"Energia",0090,2010-06,109.9
"Energia",0090,2010-07,127.2
"Energia",0090,2010-08,106.5
"Energia",0090,2010-09,108.6
"Energia",0090,2010-10,116.9
"Energia",0090,2010-11,118.2
"Energia",0090,2010-12,132.5
"Energia",0090,2011-01,128.2
"Energia",0090,2011-02,117
"Energia",0090,2011-03,121.5
"Energia",0090,2011-04,103.6
"Energia",0090,2011-05,108.4
"Energia",0090,2011-06,109.4
"Energia",0090,2011-07,123.6
"Energia",0090,2011-08,111.4
"Energia",0090,2011-09,115.9
"Energia",0090,2011-10,110.1
"Energia",0090,2011-11,113.4
"Energia",0090,2011-12,119.3
"Energia",0090,2012-01,122
"Energia",0090,2012-02,128.3
"Energia",0090,2012-03,110
"Energia",0090,2012-04,100.6
"Energia",0090,2012-05,104.6
"Energia",0090,2012-06,108.3
"Energia",0090,2012-07,127
"Energia",0090,2012-08,113.9
"Energia",0090,2012-09,106.3
"Energia",0090,2012-10,104
"Energia",0090,2012-11,104
"Energia",0090,2012-12,116.9
"Energia",0090,2013-01,115.6
"Energia",0090,2013-02,109.4
"Energia",0090,2013-03,112.5
"Energia",0090,2013-04,98
"Energia",0090,2013-05,98.6
"Energia",0090,2013-06,100.5
"Energia",0090,2013-07,116.8
"Energia",0090,2013-08,103.1
"Energia",0090,2013-09,100.7
"Energia",0090,2013-10,99.8
"Energia",0090,2013-11,103.6
"Energia",0090,2013-12,112.9
"Energia",0090,2014-01,109.6
"Energia",0090,2014-02,99.6
"Energia",0090,2014-03,100
"Energia",0090,2014-04,92.8
"Energia",0090,2014-05,96.6
"Energia",0090,2014-06,99.4
"Energia",0090,2014-07,112
"Energia",0090,2014-08,100.3
"Energia",0090,2014-09,97
"Energia",0090,2014-10,95.8
"Energia",0090,2014-11,96.4
"Energia",0090,2014-12,106.1
"Energia",0090,2015-01,106.6
"Energia",0090,2015-02,102.8
"Energia",0090,2015-03,104.9
"Energia",0090,2015-04,92.6
"Energia",0090,2015-05,98.3
"Energia",0090,2015-06,98.6
"Energia",0090,2015-07,124.2
"Energia",0090,2015-08,103.7
"Energia",0090,2015-09,99.3
"Energia",0090,2015-10,97.9
"Energia",0090,2015-11,97.9
"Energia",0090,2015-12,106
"Energia",0090,2016-01,109.4
"Energia",0090,2016-02,100.2
"Energia",0090,2016-03,101.7
"Energia",0090,2016-04,88.5
"Energia",0090,2016-05,91.7
"Energia",0090,2016-06,92.6
"Energia",0090,2016-07,111.2
"Energia",0090,2016-08,99
"Energia",0090,2016-09,101.5
"Energia",0090,2016-10,104.3
"Energia",0090,2016-11,108.5
"Energia",0090,2016-12,119
"Energia",0090,2017-01,124.7
"Energia",0090,2017-02,104.3
"Energia",0090,2017-03,98.8
"Energia",0090,2017-04,91.1
"Energia",0090,2017-05,92.4
"Energia",0090,2017-06,101.4
"Energia",0090,2017-07,114.7
"Energia",0090,2017-08,107.5
"Energia",0090,2017-09,97
"Energia",0090,2017-10,99.6
"Energia",0090,2017-11,107.8
"Energia",0090,2017-12,115.3
"Energia",0090,2018-01,105.6
"Energia",0090,2018-02,106.3
"Energia",0090,2018-03,107.8
"Energia",0090,2018-04,90.4
"Energia",0090,2018-05,94.5
"Energia",0090,2018-06,97.6
"Energia",0090,2018-07,112.7
"Energia",0090,2018-08,105.2
"Energia",0090,2018-09,101.5
"Energia",0090,2018-10,97.7
"Energia",0090,2018-11,103.4
"Energia",0090,2018-12,110
"Energia",0090,2019-01,118.1
"Energia",0090,2019-02,102
"Energia",0090,2019-03,101.3
"Energia",0090,2019-04,93.5
"Energia",0090,2019-05,93.9
"Energia",0090,2019-06,101
"Energia",0090,2019-07,119.1
"Energia",0090,2019-08,107.1
"Energia",0090,2019-09,101
"Energia",0090,2019-10,97.7
"Energia",0090,2019-11,99.4
"Energia",0090,2019-12,103.4
"Energia",0090,2020-01,110.2
"Energia",0090,2020-02,101.5
"Energia",0090,2020-03,90.7
"Energia",0090,2020-04,80.4
"Energia",0090,2020-05,87.3
"Energia",0090,2020-06,94.6
"Energia",0090,2020-07,111.1
"Energia",0090,2020-08,106.3
"Energia",0090,2020-09,100.8
"Energia",0090,2020-10,95.2
"Energia",0090,2020-11,93.7
"Energia",0090,2020-12,104.6
"Energia",0090,2021-01,109.3
"Energia",0090,2021-02,95.1
"Energia",0090,2021-03,99.4
"Energia",0090,2021-04,91.8
"Energia",0090,2021-05,85.5
"Energia",0090,2021-06,96.2
"Energia",0090,2021-07,110.5
"Energia",0090,2021-08,99.2
"Energia",0090,2021-09,96.6
"Energia",0090,2021-10,96.9
"Energia",0090,2021-11,105.4
"Energia",0090,2021-12,114
"Energia",0090,2022-01,110.6
"Energia",0090,2022-02,99.4
"Energia",0090,2022-03,104.4
"Energia",0090,2022-04,96
"Energia",0090,2022-05,88.4
"Energia",0090,2022-06,98.8
"Energia",0090,2022-07,114.1
"Energia",0090,2022-08,100.9
"Energia",0090,2022-09,93.2
"Energia",0090,2022-10,90.2
"Energia",0090,2022-11,88.3
"Energia",0090,2022-12,99.7
"Energia",0090,2023-01,103.5
"Energia",0090,2023-02,93.9
"Energia",0090,2023-03,93.3
"Energia",0090,2023-04,85.8
"Energia",0090,2023-05,80
"Energia",0090,2023-06,87.2
"Energia",0090,2023-07,105.6
"Energia",0090,2023-08,93.3
"Energia",0090,2023-09,91
"Energia",0090,2023-10,91.5
"Energia",0090,2023-11,89.7
"Energia",0090,2023-12,97.4
"Energia",0090,2024-01,106.4
"Energia",0090,2024-02,92.7
"Energia",0090,2024-03,93.4
"Energia",0090,2024-04,87.8
"Energia",0090,2024-05,79.5
"Energia",0090,2024-06,83.6
"Energia",0090,2024-07,100.5
"Energia",0090,2024-08,95.3
"Energia",0090,2024-09,88.3
"Energia",0090,2024-10,88.4
"Energia",0090,2024-11,93.5
"Energia",0090,2024-12,105.8
"Energia",0090,2025-01,104.7
"Energia",0090,2025-02,98.2
"Energia",0090,2025-03,97.4
"Energia",0090,2025-04,88.9
"Energia",0090,2025-05,84.3
"Energia",0090,2025-06,92.4
"Energia",0090,2025-07,99.1
"Energia",0090,2025-08,88.6
"Energia",0090,2025-09,88.5
"Energia",0090,2025-10,89.3
"Energia",0090,2025-11,95.4
"Energia",0090,2025-12,105.7
"Energia",0090,2026-01,114.2
"Energia",0090,2026-02,95.4
"Energia",0090,2026-03,94.4
