branca,codice,misura,anno,valore_migliaia
"Gomma plastica minerali non met.",C22_23,occupati,2003,482.1
"Gomma plastica minerali non met.",C22_23,occupati,2004,468.8
"Gomma plastica minerali non met.",C22_23,occupati,2005,466.8
"Gomma plastica minerali non met.",C22_23,occupati,2006,456.3
"Gomma plastica minerali non met.",C22_23,occupati,2007,458.7
"Gomma plastica minerali non met.",C22_23,occupati,2008,447.3
"Gomma plastica minerali non met.",C22_23,occupati,2009,425
"Gomma plastica minerali non met.",C22_23,occupati,2010,405.8
"Gomma plastica minerali non met.",C22_23,occupati,2011,394.9
"Gomma plastica minerali non met.",C22_23,occupati,2012,385.7
"Gomma plastica minerali non met.",C22_23,occupati,2013,366.3
"Gomma plastica minerali non met.",C22_23,occupati,2014,351.9
"Gomma plastica minerali non met.",C22_23,occupati,2015,342.2
"Gomma plastica minerali non met.",C22_23,occupati,2016,340.8
"Gomma plastica minerali non met.",C22_23,occupati,2017,338.7
"Gomma plastica minerali non met.",C22_23,occupati,2018,340.6
"Gomma plastica minerali non met.",C22_23,occupati,2019,338
"Gomma plastica minerali non met.",C22_23,occupati,2020,334.2
"Gomma plastica minerali non met.",C22_23,occupati,2021,336.8
"Gomma plastica minerali non met.",C22_23,occupati,2022,343.1
"Gomma plastica minerali non met.",C22_23,occupati,2023,341.9
"Gomma plastica minerali non met.",C22_23,occupati,2024,342.8
"Gomma plastica minerali non met.",C22_23,occupati,2025,337.2
"Metallurgia e prodotti in metallo",C24_25,occupati,1995,676.3
"Metallurgia e prodotti in metallo",C24_25,occupati,1996,692.7
"Metallurgia e prodotti in metallo",C24_25,occupati,1997,689.4
"Metallurgia e prodotti in metallo",C24_25,occupati,1998,707.9
"Metallurgia e prodotti in metallo",C24_25,occupati,1999,721.9
"Metallurgia e prodotti in metallo",C24_25,occupati,2000,711.8
"Metallurgia e prodotti in metallo",C24_25,occupati,2001,722.5
"Metallurgia e prodotti in metallo",C24_25,occupati,2002,724.1
"Metallurgia e prodotti in metallo",C24_25,occupati,2003,744.4
"Metallurgia e prodotti in metallo",C24_25,occupati,2004,733.7
"Metallurgia e prodotti in metallo",C24_25,occupati,2005,740.9
"Metallurgia e prodotti in metallo",C24_25,occupati,2006,774.2
"Metallurgia e prodotti in metallo",C24_25,occupati,2007,791.5
"Metallurgia e prodotti in metallo",C24_25,occupati,2008,785.6
"Metallurgia e prodotti in metallo",C24_25,occupati,2009,744.8
"Metallurgia e prodotti in metallo",C24_25,occupati,2010,709.3
"Metallurgia e prodotti in metallo",C24_25,occupati,2011,703.5
"Metallurgia e prodotti in metallo",C24_25,occupati,2012,685.7
"Metallurgia e prodotti in metallo",C24_25,occupati,2013,657.2
"Metallurgia e prodotti in metallo",C24_25,occupati,2014,647
"Metallurgia e prodotti in metallo",C24_25,occupati,2015,639.8
"Metallurgia e prodotti in metallo",C24_25,occupati,2016,646.5
"Metallurgia e prodotti in metallo",C24_25,occupati,2017,652.1
"Metallurgia e prodotti in metallo",C24_25,occupati,2018,687.1
"Metallurgia e prodotti in metallo",C24_25,occupati,2019,689.1
"Metallurgia e prodotti in metallo",C24_25,occupati,2020,693.5
"Metallurgia e prodotti in metallo",C24_25,occupati,2021,706.7
"Metallurgia e prodotti in metallo",C24_25,occupati,2022,716.8
"Metallurgia e prodotti in metallo",C24_25,occupati,2023,736.8
"Metallurgia e prodotti in metallo",C24_25,occupati,2024,739.1
"Metallurgia e prodotti in metallo",C24_25,occupati,2025,724.7
"Elettronica e ottica",C26,occupati,1995,131.5
"Elettronica e ottica",C26,occupati,1996,128
"Elettronica e ottica",C26,occupati,1997,126
"Elettronica e ottica",C26,occupati,1998,125.5
"Elettronica e ottica",C26,occupati,1999,124.2
"Elettronica e ottica",C26,occupati,2000,122.7
"Elettronica e ottica",C26,occupati,2001,123.8
"Elettronica e ottica",C26,occupati,2002,129.6
"Elettronica e ottica",C26,occupati,2003,127.6
"Elettronica e ottica",C26,occupati,2004,125.7
"Elettronica e ottica",C26,occupati,2005,128
"Elettronica e ottica",C26,occupati,2006,128.4
"Elettronica e ottica",C26,occupati,2007,128.2
"Elettronica e ottica",C26,occupati,2008,124.2
"Elettronica e ottica",C26,occupati,2009,117.3
"Elettronica e ottica",C26,occupati,2010,112.6
"Elettronica e ottica",C26,occupati,2011,113.9
"Elettronica e ottica",C26,occupati,2012,111.5
"Elettronica e ottica",C26,occupati,2013,107.6
"Elettronica e ottica",C26,occupati,2014,101.9
"Elettronica e ottica",C26,occupati,2015,100.2
"Elettronica e ottica",C26,occupati,2016,100.1
"Elettronica e ottica",C26,occupati,2017,100.4
"Elettronica e ottica",C26,occupati,2018,101.8
"Elettronica e ottica",C26,occupati,2019,102.6
"Elettronica e ottica",C26,occupati,2020,101
"Elettronica e ottica",C26,occupati,2021,102.3
"Elettronica e ottica",C26,occupati,2022,104.8
"Elettronica e ottica",C26,occupati,2023,107.7
"Elettronica e ottica",C26,occupati,2024,110.6
"Elettronica e ottica",C26,occupati,2025,110.5
"Apparecchiature elettriche",C27,occupati,1995,177.6
"Apparecchiature elettriche",C27,occupati,1996,175.3
"Apparecchiature elettriche",C27,occupati,1997,180.6
"Apparecchiature elettriche",C27,occupati,1998,184
"Apparecchiature elettriche",C27,occupati,1999,183.6
"Apparecchiature elettriche",C27,occupati,2000,185.2
"Apparecchiature elettriche",C27,occupati,2001,182.4
"Apparecchiature elettriche",C27,occupati,2002,184.9
"Apparecchiature elettriche",C27,occupati,2003,189.2
"Apparecchiature elettriche",C27,occupati,2004,189.3
"Apparecchiature elettriche",C27,occupati,2005,191.3
"Apparecchiature elettriche",C27,occupati,2006,193.4
"Apparecchiature elettriche",C27,occupati,2007,191.9
"Apparecchiature elettriche",C27,occupati,2008,188.4
"Apparecchiature elettriche",C27,occupati,2009,178.1
"Apparecchiature elettriche",C27,occupati,2010,175
"Apparecchiature elettriche",C27,occupati,2011,173
"Apparecchiature elettriche",C27,occupati,2012,171.6
"Apparecchiature elettriche",C27,occupati,2013,165.4
"Apparecchiature elettriche",C27,occupati,2014,163.1
"Apparecchiature elettriche",C27,occupati,2015,157.2
"Apparecchiature elettriche",C27,occupati,2016,157.4
"Apparecchiature elettriche",C27,occupati,2017,156
"Apparecchiature elettriche",C27,occupati,2018,155.9
"Apparecchiature elettriche",C27,occupati,2019,156.5
"Apparecchiature elettriche",C27,occupati,2020,154.1
"Apparecchiature elettriche",C27,occupati,2021,156.7
"Apparecchiature elettriche",C27,occupati,2022,152.7
"Apparecchiature elettriche",C27,occupati,2023,150
"Apparecchiature elettriche",C27,occupati,2024,150.5
"Apparecchiature elettriche",C27,occupati,2025,149
"Macchinari",C28,occupati,1995,399.2
"Macchinari",C28,occupati,1996,406.1
"Macchinari",C28,occupati,1997,411.6
"Macchinari",C28,occupati,1998,425.8
"Macchinari",C28,occupati,1999,435.5
"Macchinari",C28,occupati,2000,439.7
"Macchinari",C28,occupati,2001,441.2
"Macchinari",C28,occupati,2002,444.3
"Macchinari",C28,occupati,2003,461.1
"Macchinari",C28,occupati,2004,460
"Macchinari",C28,occupati,2005,465.8
"Macchinari",C28,occupati,2006,483.1
"Macchinari",C28,occupati,2007,485.3
"Macchinari",C28,occupati,2008,486.9
"Macchinari",C28,occupati,2009,476.5
"Macchinari",C28,occupati,2010,463.9
"Macchinari",C28,occupati,2011,463.2
"Macchinari",C28,occupati,2012,457.1
"Macchinari",C28,occupati,2013,457.2
"Macchinari",C28,occupati,2014,457.3
"Macchinari",C28,occupati,2015,458.1
"Macchinari",C28,occupati,2016,467.2
"Macchinari",C28,occupati,2017,473.4
"Macchinari",C28,occupati,2018,471.9
"Macchinari",C28,occupati,2019,481.5
"Macchinari",C28,occupati,2020,471.4
"Macchinari",C28,occupati,2021,472.7
"Macchinari",C28,occupati,2022,482.2
"Macchinari",C28,occupati,2023,494.4
"Macchinari",C28,occupati,2024,498.8
"Macchinari",C28,occupati,2025,494.1
"Mezzi di trasporto",C29_30,occupati,1995,304.7
"Mezzi di trasporto",C29_30,occupati,1996,300.7
"Mezzi di trasporto",C29_30,occupati,1997,303.5
"Mezzi di trasporto",C29_30,occupati,1998,302.8
"Mezzi di trasporto",C29_30,occupati,1999,297.6
"Mezzi di trasporto",C29_30,occupati,2000,295.4
"Mezzi di trasporto",C29_30,occupati,2001,289
"Mezzi di trasporto",C29_30,occupati,2002,284.3
"Mezzi di trasporto",C29_30,occupati,2003,276.1
"Mezzi di trasporto",C29_30,occupati,2004,280.1
"Mezzi di trasporto",C29_30,occupati,2005,278.6
"Mezzi di trasporto",C29_30,occupati,2006,284.9
"Mezzi di trasporto",C29_30,occupati,2007,290.4
"Mezzi di trasporto",C29_30,occupati,2008,290.1
"Mezzi di trasporto",C29_30,occupati,2009,278.4
"Mezzi di trasporto",C29_30,occupati,2010,266.1
"Mezzi di trasporto",C29_30,occupati,2011,262.2
"Mezzi di trasporto",C29_30,occupati,2012,256.7
"Mezzi di trasporto",C29_30,occupati,2013,252.4
"Mezzi di trasporto",C29_30,occupati,2014,247.8
"Mezzi di trasporto",C29_30,occupati,2015,250.2
"Mezzi di trasporto",C29_30,occupati,2016,255.1
"Mezzi di trasporto",C29_30,occupati,2017,258.9
"Mezzi di trasporto",C29_30,occupati,2018,263.2
"Mezzi di trasporto",C29_30,occupati,2019,265.7
"Mezzi di trasporto",C29_30,occupati,2020,264.8
"Mezzi di trasporto",C29_30,occupati,2021,262.3
"Mezzi di trasporto",C29_30,occupati,2022,262.2
"Mezzi di trasporto",C29_30,occupati,2023,269.6
"Mezzi di trasporto",C29_30,occupati,2024,272.9
"Mezzi di trasporto",C29_30,occupati,2025,269
"Mobili altre manifatturiere",C31T33,occupati,1995,486.9
"Mobili altre manifatturiere",C31T33,occupati,1996,476.1
"Mobili altre manifatturiere",C31T33,occupati,1997,469.8
"Mobili altre manifatturiere",C31T33,occupati,1998,475.8
"Mobili altre manifatturiere",C31T33,occupati,1999,485.7
"Mobili altre manifatturiere",C31T33,occupati,2000,486.6
"Mobili altre manifatturiere",C31T33,occupati,2001,490.4
"Mobili altre manifatturiere",C31T33,occupati,2002,494.5
"Mobili altre manifatturiere",C31T33,occupati,2003,502.2
"Mobili altre manifatturiere",C31T33,occupati,2004,499.5
"Mobili altre manifatturiere",C31T33,occupati,2005,507.6
"Mobili altre manifatturiere",C31T33,occupati,2006,516.9
"Mobili altre manifatturiere",C31T33,occupati,2007,520.3
"Mobili altre manifatturiere",C31T33,occupati,2008,508.6
"Mobili altre manifatturiere",C31T33,occupati,2009,479.8
"Mobili altre manifatturiere",C31T33,occupati,2010,458.8
"Mobili altre manifatturiere",C31T33,occupati,2011,454.5
"Mobili altre manifatturiere",C31T33,occupati,2012,454.2
"Mobili altre manifatturiere",C31T33,occupati,2013,445.3
"Mobili altre manifatturiere",C31T33,occupati,2014,434
"Mobili altre manifatturiere",C31T33,occupati,2015,434.9
"Mobili altre manifatturiere",C31T33,occupati,2016,437.6
"Mobili altre manifatturiere",C31T33,occupati,2017,437
"Mobili altre manifatturiere",C31T33,occupati,2018,430
"Mobili altre manifatturiere",C31T33,occupati,2019,440.6
"Mobili altre manifatturiere",C31T33,occupati,2020,415.2
"Mobili altre manifatturiere",C31T33,occupati,2021,418.3
"Mobili altre manifatturiere",C31T33,occupati,2022,431.4
"Mobili altre manifatturiere",C31T33,occupati,2023,437.5
"Mobili altre manifatturiere",C31T33,occupati,2024,442.1
"Mobili altre manifatturiere",C31T33,occupati,2025,436.4
"Energia",D,occupati,1995,125.7
"Energia",D,occupati,1996,124.8
"Energia",D,occupati,1997,117.4
"Energia",D,occupati,1998,113.4
"Energia",D,occupati,1999,107.8
"Energia",D,occupati,2000,104.9
"Energia",D,occupati,2001,102
"Energia",D,occupati,2002,99.3
"Energia",D,occupati,2003,95.3
"Energia",D,occupati,2004,91.7
"Energia",D,occupati,2005,89.7
"Energia",D,occupati,2006,89.9
"Energia",D,occupati,2007,87.3
"Energia",D,occupati,2008,84.8
"Energia",D,occupati,2009,82.9
"Energia",D,occupati,2010,83
"Energia",D,occupati,2011,83
"Energia",D,occupati,2012,84.6
"Energia",D,occupati,2013,84.2
"Energia",D,occupati,2014,84.2
"Energia",D,occupati,2015,82.5
"Energia",D,occupati,2016,81.5
"Energia",D,occupati,2017,79.8
"Energia",D,occupati,2018,79.5
"Energia",D,occupati,2019,78.8
"Energia",D,occupati,2020,77.8
"Energia",D,occupati,2021,77.9
"Energia",D,occupati,2022,79.5
"Energia",D,occupati,2023,81.6
"Energia",D,occupati,2024,84.2
"Energia",D,occupati,2025,86.1
"Acqua e rifiuti",E,occupati,1995,115.6
"Acqua e rifiuti",E,occupati,1996,122.3
"Acqua e rifiuti",E,occupati,1997,127.6
"Acqua e rifiuti",E,occupati,1998,135.7
"Acqua e rifiuti",E,occupati,1999,147.8
"Acqua e rifiuti",E,occupati,2000,156.5
"Acqua e rifiuti",E,occupati,2001,160.2
"Acqua e rifiuti",E,occupati,2002,166.6
"Acqua e rifiuti",E,occupati,2003,173
"Acqua e rifiuti",E,occupati,2004,174.4
"Acqua e rifiuti",E,occupati,2005,183.6
"Acqua e rifiuti",E,occupati,2006,197
"Acqua e rifiuti",E,occupati,2007,197.9
"Acqua e rifiuti",E,occupati,2008,199.6
"Acqua e rifiuti",E,occupati,2009,203.3
"Acqua e rifiuti",E,occupati,2010,203.1
"Acqua e rifiuti",E,occupati,2011,205.1
"Acqua e rifiuti",E,occupati,2012,210.7
"Acqua e rifiuti",E,occupati,2013,205.9
"Acqua e rifiuti",E,occupati,2014,205.6
"Acqua e rifiuti",E,occupati,2015,208.3
"Acqua e rifiuti",E,occupati,2016,213.6
"Acqua e rifiuti",E,occupati,2017,216.5
"Acqua e rifiuti",E,occupati,2018,221.9
"Acqua e rifiuti",E,occupati,2019,227.8
"Acqua e rifiuti",E,occupati,2020,228.2
"Acqua e rifiuti",E,occupati,2021,232.3
"Acqua e rifiuti",E,occupati,2022,237
"Acqua e rifiuti",E,occupati,2023,246.6
"Acqua e rifiuti",E,occupati,2024,254.1
"Acqua e rifiuti",E,occupati,2025,259.4
"Costruzioni",F,occupati,1995,1409.4
"Costruzioni",F,occupati,1996,1400.7
"Costruzioni",F,occupati,1997,1408.8
"Costruzioni",F,occupati,1998,1392.1
"Costruzioni",F,occupati,1999,1429.7
"Costruzioni",F,occupati,2000,1468.7
"Costruzioni",F,occupati,2001,1574.9
"Costruzioni",F,occupati,2002,1619.2
"Costruzioni",F,occupati,2003,1685.5
"Costruzioni",F,occupati,2004,1744.8
"Costruzioni",F,occupati,2005,1836.2
"Costruzioni",F,occupati,2006,1865.3
"Costruzioni",F,occupati,2007,1935
"Costruzioni",F,occupati,2008,1940.5
"Costruzioni",F,occupati,2009,1917.5
"Costruzioni",F,occupati,2010,1883
"Costruzioni",F,occupati,2011,1838.5
"Costruzioni",F,occupati,2012,1746.6
"Costruzioni",F,occupati,2013,1614.4
"Costruzioni",F,occupati,2014,1549
"Costruzioni",F,occupati,2015,1528
"Costruzioni",F,occupati,2016,1527.7
"Costruzioni",F,occupati,2017,1513.6
"Costruzioni",F,occupati,2018,1512.6
"Costruzioni",F,occupati,2019,1514.1
"Costruzioni",F,occupati,2020,1539
"Costruzioni",F,occupati,2021,1623.1
"Costruzioni",F,occupati,2022,1732.4
"Costruzioni",F,occupati,2023,1773.8
"Costruzioni",F,occupati,2024,1840.2
"Costruzioni",F,occupati,2025,1897.8
"Servizi",GTU,occupati,1995,14193.4
"Servizi",GTU,occupati,1996,14433
"Servizi",GTU,occupati,1997,14534.5
"Servizi",GTU,occupati,1998,14753.1
"Servizi",GTU,occupati,1999,15058
"Servizi",GTU,occupati,2000,15501.9
"Servizi",GTU,occupati,2001,15833.9
"Servizi",GTU,occupati,2002,16199.3
"Servizi",GTU,occupati,2003,16521.6
"Servizi",GTU,occupati,2004,16641.5
"Servizi",GTU,occupati,2005,16723.1
"Servizi",GTU,occupati,2006,17106.3
"Servizi",GTU,occupati,2007,17359.2
"Servizi",GTU,occupati,2008,17480.6
"Servizi",GTU,occupati,2009,17324.3
"Servizi",GTU,occupati,2010,17361.1
"Servizi",GTU,occupati,2011,17511.6
"Servizi",GTU,occupati,2012,17622.1
"Servizi",GTU,occupati,2013,17444.2
"Servizi",GTU,occupati,2014,17576.5
"Servizi",GTU,occupati,2015,17770
"Servizi",GTU,occupati,2016,18048.8
"Servizi",GTU,occupati,2017,18340.6
"Servizi",GTU,occupati,2018,18527.5
"Servizi",GTU,occupati,2019,18655.1
"Servizi",GTU,occupati,2020,18213.1
"Servizi",GTU,occupati,2021,18359.1
"Servizi",GTU,occupati,2022,18668.4
"Servizi",GTU,occupati,2023,19085.1
"Servizi",GTU,occupati,2024,19447.6
"Servizi",GTU,occupati,2025,19699.4
