DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2025-01-01,86.385,e,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2025-01-01,84.499,e,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2025-01-01,82.848,e,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2025-01-01,86.845,e,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2025-01-01,84.799,e,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2025-01-01,82.131,e,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2025-01-01,85.988,e,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2025-01-01,84.013,e,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2025-01-01,80.819,e,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2025-01-01,84.973,e,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2025-01-01,82.845,e,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2025-01-01,80.102,e,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2025-01-01,84.147,e,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2025-01-01,82.075,e,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2025-01-01,80.838,e,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2025-01-01,84.993,e,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2025-01-01,82.865,e,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2025-01-01,80.741,e,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2025-01-01,84.565,e,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2025-01-01,82.606,e,,,,,,,,,
