" ";"Altre attivita' di servizi";"";"60.125 ";"2.276.829 ";"106.762.577 ";"419.896 ";"638.295 ";"45.785 ";"5.421.788 ";"263.780.595 ";"864.134 ";"1.292.777 ";"122.868 ";"29.595.038 ";"1.566.012.780 ";"4.334.858 ";"5.776.045 ";"239.595 ";"74.504.143 ";"5.586.671.209 ";"10.819.085 ";"12.458.832 ";"468.373 ";"111.797.798 ";"7.523.227.161 ";"16.437.973 ";"20.165.949 "
" ";"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze";"";"5.947 ";"187.354 ";"10.224.684 ";"32.749 ";"47.977 ";"2.295 ";"271.623 ";"14.109.780 ";"41.202 ";"67.329 ";"4.575 ";"1.123.760 ";"58.751.590 ";"159.277 ";"213.501 ";"30.478 ";"9.490.902 ";"550.361.982 ";"1.392.529 ";"1.584.849 ";"43.295 ";"11.073.639 ";"633.448.036 ";"1.625.758 ";"1.913.656 "
"2016";"Totale";"";"1.707.684 ";"62.466.593 ";"3.789.966.521 ";"12.144.993 ";"16.642.954 ";"1.310.731 ";"156.842.563 ";"10.011.802.435 ";"27.122.606 ";"34.950.915 ";"3.494.780 ";"847.610.904 ";"59.458.655.746 ";"136.501.447 ";"162.801.956 ";"8.187.119 ";"2.546.224.906 ";"247.201.288.316 ";"390.436.232 ";"425.729.688 ";"14.700.314 ";"3.613.144.966 ";"320.461.713.018 ";"566.205.278 ";"640.125.513 "
"2017";"Estrazione di minerali da cave e miniere";"";"1.363 ";"57.254 ";"6.304.951 ";"12.977 ";"14.178 ";"1.468 ";"177.766 ";"18.220.896 ";"39.022 ";"42.384 ";"7.451 ";"1.888.631 ";"205.348.244 ";"349.935 ";"362.560 ";"30.752 ";"9.566.570 ";"1.574.114.954 ";"1.579.197 ";"1.599.104 ";"41.034 ";"11.690.221 ";"1.803.989.045 ";"1.981.130 ";"2.018.226 "
" ";"Attivita' manifatturiere";"";"215.882 ";"8.792.250 ";"634.190.195 ";"1.826.709 ";"2.254.870 ";"188.105 ";"22.541.486 ";"1.610.557.168 ";"4.165.119 ";"5.073.982 ";"735.812 ";"183.750.624 ";"14.293.282.063 ";"31.783.439 ";"35.187.908 ";"2.629.896 ";"817.882.710 ";"89.012.071.585 ";"132.012.127 ";"136.754.557 ";"3.769.695 ";"1.032.967.070 ";"105.550.101.011 ";"169.787.395 ";"179.271.317 "
" ";"Fornitura di energia elettrica, gas, vapore e aria condizionata";"";"1.014 ";"44.488 ";"5.713.322 ";"8.533 ";"9.571 ";"1.406 ";"177.596 ";"23.127.957 ";"32.250 ";"34.886 ";"7.085 ";"1.849.988 ";"240.677.547 ";"326.356 ";"337.495 ";"71.085 ";"22.130.866 ";"3.520.266.933 ";"3.654.378 ";"3.696.418 ";"80.590 ";"24.202.938 ";"3.789.785.759 ";"4.021.517 ";"4.078.370 "
" ";"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento";"";"7.389 ";"310.156 ";"21.269.873 ";"56.672 ";"71.857 ";"7.133 ";"866.059 ";"60.557.928 ";"149.348 ";"179.326 ";"25.673 ";"6.448.064 ";"531.282.247 ";"1.102.520 ";"1.206.077 ";"125.577 ";"39.075.532 ";"4.079.441.443 ";"6.347.252 ";"6.530.004 ";"165.772 ";"46.699.811 ";"4.692.551.491 ";"7.655.792 ";"7.987.264 "
" ";"Costruzioni";"";"162.704 ";"6.048.771 ";"457.328.999 ";"1.381.809 ";"1.513.294 ";"107.903 ";"12.699.714 ";"958.777.815 ";"2.650.193 ";"2.866.501 ";"305.580 ";"73.940.981 ";"5.904.896.440 ";"13.927.194 ";"14.605.803 ";"347.119 ";"107.705.908 ";"9.445.205.512 ";"17.206.737 ";"18.050.185 ";"923.306 ";"200.395.374 ";"16.766.208.766 ";"35.165.933 ";"37.035.783 "
" ";"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli";"";"213.819 ";"8.410.319 ";"496.369.397 ";"1.476.403 ";"2.198.348 ";"170.215 ";"20.319.078 ";"1.196.199.071 ";"3.145.192 ";"4.553.070 ";"470.754 ";"114.038.354 ";"7.335.196.944 ";"16.705.917 ";"21.847.347 ";"1.461.103 ";"454.695.735 ";"39.317.586.187 ";"67.018.893 ";"75.977.284 ";"2.315.891 ";"597.463.486 ";"48.345.351.599 ";"88.346.406 ";"104.576.049 "
" ";"Trasporto e magazzinaggio";"";"87.226 ";"3.414.871 ";"242.361.963 ";"704.913 ";"873.252 ";"83.308 ";"10.068.288 ";"812.284.296 ";"1.903.702 ";"2.240.472 ";"289.428 ";"71.366.939 ";"5.788.503.970 ";"12.496.415 ";"13.770.142 ";"623.678 ";"193.908.243 ";"19.405.965.145 ";"31.130.673 ";"32.431.229 ";"1.083.640 ";"278.758.341 ";"26.249.115.374 ";"46.235.702 ";"49.315.095 "
" ";"Attivita' dei servizi di alloggio e di ristorazione";"";"426.773 ";"15.144.784 ";"680.771.105 ";"3.288.579 ";"4.804.950 ";"314.480 ";"36.634.451 ";"1.837.688.858 ";"6.096.168 ";"8.556.867 ";"478.613 ";"108.599.328 ";"5.687.429.622 ";"15.081.521 ";"21.101.849 ";"408.857 ";"126.956.861 ";"7.527.731.394 ";"16.744.113 ";"21.260.517 ";"1.628.723 ";"287.335.424 ";"15.733.620.979 ";"41.210.381 ";"55.724.183 "
" ";"Servizi di informazione e comunicazione";"";"68.513 ";"1.272.135 ";"125.480.382 ";"307.694 ";"359.032 ";"24.080 ";"2.889.329 ";"270.793.453 ";"521.171 ";"626.343 ";"94.761 ";"24.378.147 ";"2.559.468.486 ";"4.087.584 ";"4.542.800 ";"327.720 ";"101.992.054 ";"12.414.443.234 ";"16.159.026 ";"17.041.437 ";"515.074 ";"130.531.665 ";"15.370.185.555 ";"21.075.475 ";"22.569.612 "
" ";"Attivita' finanziarie e assicurative";"";"8.946 ";"419.255 ";"55.757.304 ";"78.803 ";"93.394 ";"10.628 ";"1.334.475 ";"169.660.255 ";"237.000 ";"276.441 ";"47.752 ";"12.150.532 ";"1.470.757.686 ";"2.023.166 ";"2.252.100 ";"450.177 ";"140.043.100 ";"22.891.829.072 ";"22.587.755 ";"23.409.201 ";"517.503 ";"153.947.362 ";"24.588.004.317 ";"24.926.724 ";"26.031.136 "
" ";"Attivita' immobiliari";"";"4.866 ";"196.461 ";"12.721.801 ";"32.994 ";"52.067 ";"4.127 ";"501.207 ";"31.023.050 ";"73.154 ";"108.158 ";"9.332 ";"2.200.984 ";"141.126.873 ";"303.755 ";"415.378 ";"30.244 ";"9.417.978 ";"890.191.889 ";"1.306.044 ";"1.572.688 ";"48.569 ";"12.316.630 ";"1.075.063.613 ";"1.715.948 ";"2.148.291 "
" ";"Attivita' professionali, scientifiche e tecniche";"";"52.437 ";"1.748.246 ";"111.424.935 ";"385.242 ";"514.304 ";"32.275 ";"3.832.182 ";"252.199.644 ";"659.981 ";"877.535 ";"77.709 ";"18.716.072 ";"1.317.492.084 ";"2.828.029 ";"3.559.234 ";"321.484 ";"100.095.592 ";"9.417.453.166 ";"14.781.261 ";"16.717.145 ";"483.905 ";"124.392.092 ";"11.098.569.829 ";"18.654.514 ";"21.668.218 "
" ";"Noleggio, agenzie di viaggio, servizi di supporto alle imprese";"";"348.248 ";"11.180.191 ";"604.785.711 ";"2.071.783 ";"3.083.218 ";"209.149 ";"24.634.109 ";"1.390.227.364 ";"4.101.347 ";"5.544.639 ";"492.036 ";"118.558.483 ";"7.036.098.585 ";"18.225.577 ";"22.862.991 ";"664.817 ";"206.558.211 ";"14.372.385.650 ";"28.887.424 ";"34.570.374 ";"1.714.250 ";"360.930.994 ";"23.403.497.310 ";"53.286.132 ";"66.061.222 "
" ";"Istruzione";"";"79.799 ";"3.301.255 ";"209.304.936 ";"616.841 ";"793.650 ";"83.121 ";"10.788.928 ";"657.598.887 ";"1.831.012 ";"2.145.314 ";"206.984 ";"47.844.938 ";"3.132.364.260 ";"7.736.342 ";"8.628.920 ";"124.253 ";"38.661.409 ";"2.787.194.294 ";"5.640.269 ";"6.461.144 ";"494.157 ";"100.596.530 ";"6.786.462.377 ";"15.824.464 ";"18.029.028 "
" ";"Sanita' e assistenza sociale";"";"64.667 ";"2.631.428 ";"144.474.979 ";"443.720 ";"707.260 ";"61.787 ";"7.492.275 ";"410.011.178 ";"1.107.481 ";"1.715.145 ";"196.942 ";"48.134.601 ";"2.777.330.040 ";"6.953.649 ";"9.279.053 ";"451.775 ";"140.552.712 ";"9.884.281.978 ";"20.370.253 ";"23.492.287 ";"775.171 ";"198.811.016 ";"13.216.098.175 ";"28.875.103 ";"35.193.745 "
" ";"Attivita' artistiche, sportive, di intrattenimento e divertimento";"";"82.114 ";"2.637.584 ";"143.151.880 ";"493.107 ";"727.367 ";"40.411 ";"4.612.646 ";"315.685.719 ";"748.656 ";"998.888 ";"41.362 ";"9.614.704 ";"726.920.782 ";"1.449.541 ";"1.842.901 ";"66.663 ";"20.722.556 ";"2.056.549.584 ";"3.086.003 ";"3.466.476 ";"230.550 ";"37.587.490 ";"3.242.307.965 ";"5.777.307 ";"7.035.632 "
" ";"Altre attivita' di servizi";"";"63.826 ";"2.383.509 ";"111.198.635 ";"454.692 ";"695.893 ";"48.359 ";"5.739.233 ";"275.620.336 ";"910.426 ";"1.392.661 ";"124.480 ";"29.957.551 ";"1.565.875.831 ";"4.349.792 ";"5.840.045 ";"243.416 ";"75.691.794 ";"5.634.950.352 ";"10.930.049 ";"12.657.603 ";"480.081 ";"113.772.087 ";"7.587.645.154 ";"16.644.959 ";"20.586.202 "
" ";"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze";"";"6.023 ";"188.568 ";"10.310.069 ";"32.846 ";"48.682 ";"2.359 ";"281.644 ";"14.208.357 ";"41.566 ";"70.703 ";"4.356 ";"1.077.444 ";"56.697.679 ";"152.819 ";"203.307 ";"30.100 ";"9.371.608 ";"542.099.011 ";"1.372.129 ";"1.565.199 ";"42.838 ";"10.919.264 ";"623.315.116 ";"1.599.359 ";"1.887.891 "
"2017";"Totale";"";"1.895.609 ";"68.181.525 ";"4.072.920.437 ";"13.674.318 ";"18.815.187 ";"1.390.314 ";"165.590.466 ";"10.304.442.232 ";"28.412.788 ";"37.303.315 ";"3.616.110 ";"874.516.365 ";"60.770.749.383 ";"139.883.550 ";"167.845.910 ";"8.408.716 ";"2.615.029.439 ";"254.773.761.383 ";"400.813.584 ";"437.252.852 ";"15.310.749 ";"3.723.317.795 ";"329.921.873.435 ";"582.784.241 ";"661.217.264 "
"2018";"Estrazione di minerali da cave e miniere";"";"1.485 ";"61.182 ";"6.291.705 ";"14.690 ";"15.924 ";"1.363 ";"166.033 ";"18.074.550 ";"33.850 ";"37.241 ";"7.436 ";"1.888.977 ";"213.320.114 ";"348.312 ";"360.727 ";"30.764 ";"9.566.299 ";"1.632.028.367 ";"1.579.019 ";"1.599.728 ";"41.048 ";"11.682.491 ";"1.869.714.736 ";"1.975.871 ";"2.013.620 "
" ";"Attivita' manifatturiere";"";"212.456 ";"8.664.690 ";"634.991.536 ";"1.771.127 ";"2.203.549 ";"188.420 ";"22.605.128 ";"1.621.794.674 ";"4.106.336 ";"5.023.673 ";"759.579 ";"190.314.383 ";"15.144.401.309 ";"32.808.029 ";"36.309.551 ";"2.676.197 ";"832.129.942 ";"91.379.384.104 ";"134.384.790 ";"139.162.186 ";"3.836.652 ";"1.053.714.143 ";"108.780.571.623 ";"173.070.281 ";"182.698.959 "
" ";"Fornitura di energia elettrica, gas, vapore e aria condizionata";"";"1.439 ";"67.875 ";"8.309.453 ";"12.980 ";"14.106 ";"1.565 ";"195.678 ";"24.195.066 ";"34.298 ";"37.504 ";"8.185 ";"2.137.803 ";"280.931.166 ";"374.856 ";"387.646 ";"69.928 ";"21.763.655 ";"3.490.404.186 ";"3.595.229 ";"3.636.256 ";"81.117 ";"24.165.011 ";"3.803.839.871 ";"4.017.364 ";"4.075.512 "
" ";"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento";"";"7.863 ";"333.319 ";"23.391.216 ";"60.432 ";"76.578 ";"7.625 ";"932.885 ";"65.529.903 ";"160.461 ";"192.140 ";"28.087 ";"7.041.494 ";"590.100.671 ";"1.200.688 ";"1.314.488 ";"127.488 ";"39.659.969 ";"4.161.981.396 ";"6.436.976 ";"6.629.376 ";"171.063 ";"47.967.667 ";"4.841.003.186 ";"7.858.557 ";"8.212.582 "
" ";"Costruzioni";"";"159.956 ";"5.947.044 ";"447.677.786 ";"1.343.834 ";"1.478.829 ";"109.451 ";"12.908.383 ";"969.704.433 ";"2.673.882 ";"2.899.873 ";"318.938 ";"77.460.720 ";"6.225.430.639 ";"14.534.755 ";"15.241.923 ";"349.393 ";"108.365.310 ";"9.622.877.907 ";"17.328.265 ";"18.168.420 ";"937.738 ";"204.681.457 ";"17.265.690.765 ";"35.880.737 ";"37.789.045 "
" ";"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli";"";"219.983 ";"8.623.854 ";"508.484.431 ";"1.504.323 ";"2.258.748 ";"176.941 ";"21.139.965 ";"1.243.014.400 ";"3.258.761 ";"4.715.344 ";"493.547 ";"119.832.473 ";"7.780.582.894 ";"17.424.456 ";"22.915.786 ";"1.476.500 ";"459.396.951 ";"40.451.470.180 ";"67.806.053 ";"76.777.881 ";"2.366.971 ";"608.993.243 ";"49.983.551.905 ";"89.993.594 ";"106.667.759 "
" ";"Trasporto e magazzinaggio";"";"88.165 ";"3.400.081 ";"245.617.861 ";"711.312 ";"872.160 ";"85.553 ";"10.313.185 ";"844.937.318 ";"1.938.807 ";"2.281.643 ";"303.134 ";"74.900.446 ";"6.166.877.198 ";"13.049.882 ";"14.393.776 ";"635.328 ";"197.491.956 ";"20.088.715.331 ";"31.739.429 ";"33.037.019 ";"1.112.180 ";"286.105.668 ";"27.346.147.708 ";"47.439.430 ";"50.584.598 "
" ";"Attivita' dei servizi di alloggio e di ristorazione";"";"445.393 ";"15.699.157 ";"702.316.510 ";"3.447.757 ";"5.022.468 ";"326.780 ";"38.053.912 ";"1.904.063.899 ";"6.405.250 ";"8.994.443 ";"516.937 ";"117.802.006 ";"6.222.535.547 ";"16.489.368 ";"22.976.546 ";"420.712 ";"130.591.944 ";"7.806.439.459 ";"17.203.998 ";"21.876.958 ";"1.709.822 ";"302.147.019 ";"16.635.355.415 ";"43.546.372 ";"58.870.415 "
" ";"Servizi di informazione e comunicazione";"";"77.205 ";"1.384.679 ";"136.553.429 ";"339.970 ";"394.126 ";"25.053 ";"2.991.824 ";"283.094.128 ";"537.142 ";"642.007 ";"100.988 ";"26.102.928 ";"2.797.424.928 ";"4.328.783 ";"4.813.866 ";"334.997 ";"104.240.238 ";"12.862.066.477 ";"16.545.986 ";"17.419.842 ";"538.243 ";"134.719.669 ";"16.079.138.962 ";"21.751.881 ";"23.269.841 "
" ";"Attivita' finanziarie e assicurative";"";"8.944 ";"408.605 ";"53.067.775 ";"76.012 ";"90.504 ";"10.752 ";"1.345.493 ";"172.639.611 ";"238.667 ";"277.352 ";"48.520 ";"12.374.701 ";"1.519.329.432 ";"2.052.584 ";"2.286.190 ";"445.598 ";"138.586.814 ";"23.051.976.065 ";"22.361.002 ";"23.171.095 ";"513.814 ";"152.715.613 ";"24.797.012.883 ";"24.728.264 ";"25.825.141 "
" ";"Attivita' immobiliari";"";"5.095 ";"207.829 ";"12.955.373 ";"34.812 ";"55.057 ";"4.385 ";"527.706 ";"30.770.049 ";"75.342 ";"112.658 ";"10.139 ";"2.399.640 ";"155.810.307 ";"330.096 ";"450.877 ";"30.742 ";"9.570.757 ";"920.412.478 ";"1.327.009 ";"1.598.584 ";"50.361 ";"12.705.932 ";"1.119.948.207 ";"1.767.258 ";"2.217.176 "
" ";"Attivita' professionali, scientifiche e tecniche";"";"53.036 ";"1.721.121 ";"114.180.890 ";"398.424 ";"522.371 ";"33.107 ";"3.929.753 ";"266.708.736 ";"677.800 ";"886.407 ";"81.306 ";"19.696.860 ";"1.402.316.105 ";"2.962.338 ";"3.726.686 ";"325.473 ";"101.319.673 ";"9.754.248.486 ";"15.025.802 ";"16.924.581 ";"492.922 ";"126.667.407 ";"11.537.454.217 ";"19.064.364 ";"22.060.045 "
" ";"Noleggio, agenzie di viaggio, servizi di supporto alle imprese";"";"350.692 ";"11.513.238 ";"613.986.816 ";"2.098.558 ";"3.141.003 ";"217.873 ";"25.683.810 ";"1.438.548.326 ";"4.219.833 ";"5.743.979 ";"515.197 ";"123.990.410 ";"7.342.275.318 ";"19.004.305 ";"23.815.713 ";"694.620 ";"215.735.404 ";"15.272.879.504 ";"30.437.321 ";"36.120.165 ";"1.778.382 ";"376.922.862 ";"24.667.689.964 ";"55.760.016 ";"68.820.860 "
" ";"Istruzione";"";"77.638 ";"3.449.402 ";"219.416.398 ";"645.085 ";"817.247 ";"82.326 ";"10.566.948 ";"660.713.698 ";"1.788.560 ";"2.097.830 ";"223.589 ";"52.301.422 ";"3.580.374.433 ";"8.517.587 ";"9.433.691 ";"129.549 ";"40.291.286 ";"2.991.306.319 ";"5.937.539 ";"6.736.544 ";"513.102 ";"106.609.058 ";"7.451.810.848 ";"16.888.772 ";"19.085.312 "
" ";"Sanita' e assistenza sociale";"";"68.164 ";"2.766.907 ";"154.536.826 ";"461.217 ";"731.781 ";"63.457 ";"7.676.056 ";"423.045.962 ";"1.129.996 ";"1.732.860 ";"211.088 ";"51.747.269 ";"3.051.127.389 ";"7.481.309 ";"9.944.955 ";"462.369 ";"143.830.514 ";"10.080.369.501 ";"20.845.981 ";"24.043.140 ";"805.078 ";"206.020.746 ";"13.709.079.678 ";"29.918.503 ";"36.452.736 "
" ";"Attivita' artistiche, sportive, di intrattenimento e divertimento";"";"86.361 ";"2.781.034 ";"150.645.530 ";"521.138 ";"760.846 ";"42.024 ";"4.803.419 ";"329.852.838 ";"781.822 ";"1.044.346 ";"45.160 ";"10.473.506 ";"807.723.000 ";"1.579.796 ";"2.012.590 ";"65.435 ";"20.338.317 ";"1.944.165.979 ";"3.017.589 ";"3.402.616 ";"238.980 ";"38.396.276 ";"3.232.387.347 ";"5.900.345 ";"7.220.398 "
" ";"Altre attivita' di servizi";"";"64.645 ";"2.428.143 ";"114.553.370 ";"463.079 ";"708.806 ";"50.205 ";"5.969.169 ";"285.663.451 ";"938.765 ";"1.440.348 ";"126.554 ";"30.419.126 ";"1.604.213.244 ";"4.379.530 ";"5.928.908 ";"242.962 ";"75.537.788 ";"5.651.517.820 ";"10.900.753 ";"12.633.992 ";"484.366 ";"114.354.226 ";"7.655.947.885 ";"16.682.127 ";"20.712.054 "
" ";"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze";"";"5.922 ";"184.866 ";"9.986.116 ";"31.849 ";"46.911 ";"2.284 ";"269.846 ";"13.658.804 ";"39.985 ";"66.781 ";"4.529 ";"1.120.825 ";"59.274.166 ";"160.382 ";"211.602 ";"29.516 ";"9.188.970 ";"532.194.793 ";"1.342.662 ";"1.534.832 ";"42.251 ";"10.764.507 ";"615.113.879 ";"1.574.878 ";"1.860.126 "
"2018";"Totale";"";"1.934.442 ";"69.643.026 ";"4.156.963.021 ";"13.936.597 ";"19.211.014 ";"1.429.164 ";"170.079.193 ";"10.596.009.846 ";"29.039.557 ";"38.226.429 ";"3.802.913 ";"922.004.989 ";"64.944.047.860 ";"147.027.058 ";"176.525.521 ";"8.547.571 ";"2.657.605.787 ";"261.694.438.352 ";"407.815.402 ";"444.473.215 ";"15.714.090 ";"3.819.332.995 ";"341.391.459.079 ";"597.818.614 ";"678.436.179 "
