"Osservatorio: Osservatorio sui Lavoratori Dipendenti - Anni 2014-2018 (classificazione dell'attività economica ISTAT ATECO 2007)"
"Filtri:"


"
                                
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                        
                                        
                                        
                                            
                                                Cerca
                                            
                                        
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                            
"2017";"No";"Maschi";"";"625.098 ";"21.848.467 ";"1.785.517.272 ";"5.664.276 ";"5.664.276 ";"433.600 ";"51.810.273 ";"4.415.922.421 ";"11.209.024 ";"11.209.024 ";"1.399.855 ";"346.293.267 ";"30.844.010.993 ";"66.084.982 ";"66.084.982 ";"4.459.574 ";"1.386.940.745 ";"163.455.728.030 ";"231.897.780 ";"231.897.780 ";"6.918.127 ";"1.806.892.752 ";"200.501.178.716 ";"314.856.062 ";"314.856.062 "
" ";" ";"Femmine";"";"406.303 ";"13.334.481 ";"943.964.090 ";"3.978.687 ";"3.978.687 ";"267.585 ";"32.362.596 ";"2.343.230.086 ";"7.182.176 ";"7.182.176 ";"674.467 ";"162.721.010 ";"13.015.850.899 ";"30.620.872 ";"30.620.872 ";"1.852.400 ";"576.341.460 ";"58.284.088.241 ";"96.324.774 ";"96.324.774 ";"3.200.755 ";"784.759.547 ";"74.587.133.316 ";"138.106.509 ";"138.106.509 "
" ";"No";"Totale";"";"1.031.401 ";"35.182.948 ";"2.729.481.362 ";"9.642.963 ";"9.642.963 ";"701.185 ";"84.172.869 ";"6.759.152.507 ";"18.391.200 ";"18.391.200 ";"2.074.322 ";"509.014.277 ";"43.859.861.892 ";"96.705.854 ";"96.705.854 ";"6.311.974 ";"1.963.282.205 ";"221.739.816.271 ";"328.222.554 ";"328.222.554 ";"10.118.882 ";"2.591.652.299 ";"275.088.312.032 ";"452.962.571 ";"452.962.571 "
" ";"Si";"Maschi";"";"379.281 ";"14.500.825 ";"606.698.214 ";"1.803.290 ";"3.920.193 ";"292.741 ";"34.441.429 ";"1.568.300.302 ";"4.398.169 ";"7.866.813 ";"592.661 ";"139.452.683 ";"6.687.388.021 ";"17.290.422 ";"27.177.887 ";"625.139 ";"194.220.888 ";"9.776.471.535 ";"22.254.545 ";"32.507.115 ";"1.889.822 ";"382.615.825 ";"18.638.858.072 ";"45.746.427 ";"71.472.008 "
" ";" ";"Femmine";"";"484.927 ";"18.497.752 ";"736.740.861 ";"2.228.065 ";"5.252.031 ";"396.388 ";"46.976.168 ";"1.976.989.423 ";"5.623.419 ";"11.045.302 ";"949.127 ";"226.049.405 ";"10.223.499.470 ";"25.887.274 ";"43.962.169 ";"1.471.603 ";"457.526.346 ";"23.257.473.577 ";"50.336.485 ";"76.523.183 ";"3.302.045 ";"749.049.671 ";"36.194.703.331 ";"84.075.242 ";"136.782.685 "
" ";"Si";"Totale";"";"864.208 ";"32.998.577 ";"1.343.439.075 ";"4.031.355 ";"9.172.224 ";"689.129 ";"81.417.597 ";"3.545.289.725 ";"10.021.588 ";"18.912.115 ";"1.541.788 ";"365.502.088 ";"16.910.887.491 ";"43.177.696 ";"71.140.056 ";"2.096.742 ";"651.747.234 ";"33.033.945.112 ";"72.591.030 ";"109.030.298 ";"5.191.867 ";"1.131.665.496 ";"54.833.561.403 ";"129.821.670 ";"208.254.693 "
" ";"Totale";"Maschi";"";"1.004.379 ";"36.349.292 ";"2.392.215.486 ";"7.467.566 ";"9.584.469 ";"726.341 ";"86.251.702 ";"5.984.222.723 ";"15.607.193 ";"19.075.837 ";"1.992.516 ";"485.745.950 ";"37.531.399.014 ";"83.375.404 ";"93.262.869 ";"5.084.713 ";"1.581.161.633 ";"173.232.199.565 ";"254.152.325 ";"264.404.895 ";"8.807.949 ";"2.189.508.577 ";"219.140.036.788 ";"360.602.489 ";"386.328.070 "
" ";" ";"Femmine";"";"891.230 ";"31.832.233 ";"1.680.704.951 ";"6.206.752 ";"9.230.718 ";"663.973 ";"79.338.764 ";"4.320.219.509 ";"12.805.595 ";"18.227.478 ";"1.623.594 ";"388.770.415 ";"23.239.350.369 ";"56.508.146 ";"74.583.041 ";"3.324.003 ";"1.033.867.806 ";"81.541.561.818 ";"146.661.259 ";"172.847.957 ";"6.502.800 ";"1.533.809.218 ";"110.781.836.647 ";"222.181.751 ";"274.889.194 "
"2017";" ";"Totale";"";"1.895.609 ";"68.181.525 ";"4.072.920.437 ";"13.674.318 ";"18.815.187 ";"1.390.314 ";"165.590.466 ";"10.304.442.232 ";"28.412.788 ";"37.303.315 ";"3.616.110 ";"874.516.365 ";"60.770.749.383 ";"139.883.550 ";"167.845.910 ";"8.408.716 ";"2.615.029.439 ";"254.773.761.383 ";"400.813.584 ";"437.252.852 ";"15.310.749 ";"3.723.317.795 ";"329.921.873.435 ";"582.784.241 ";"661.217.264 "
"2018";"No";"Maschi";"";"627.851 ";"21.839.069 ";"1.796.049.124 ";"5.681.601 ";"5.681.601 ";"437.634 ";"52.288.926 ";"4.500.861.412 ";"11.299.126 ";"11.299.126 ";"1.460.739 ";"362.573.544 ";"32.829.718.089 ";"68.907.469 ";"68.907.469 ";"4.520.643 ";"1.405.588.090 ";"167.301.362.237 ";"235.073.389 ";"235.073.389 ";"7.046.867 ";"1.842.289.629 ";"206.427.990.862 ";"320.961.585 ";"320.961.585 "
" ";" ";"Femmine";"";"412.341 ";"13.500.497 ";"961.044.092 ";"4.064.581 ";"4.064.581 ";"270.049 ";"32.564.289 ";"2.378.643.876 ";"7.252.497 ";"7.252.497 ";"698.632 ";"169.073.859 ";"13.831.952.188 ";"31.698.997 ";"31.698.997 ";"1.877.629 ";"584.096.788 ";"59.952.565.618 ";"97.636.669 ";"97.636.669 ";"3.258.651 ";"799.235.433 ";"77.124.205.774 ";"140.652.744 ";"140.652.744 "
" ";"No";"Totale";"";"1.040.192 ";"35.339.566 ";"2.757.093.216 ";"9.746.182 ";"9.746.182 ";"707.683 ";"84.853.215 ";"6.879.505.288 ";"18.551.623 ";"18.551.623 ";"2.159.371 ";"531.647.403 ";"46.661.670.277 ";"100.606.466 ";"100.606.466 ";"6.398.272 ";"1.989.684.878 ";"227.253.927.855 ";"332.710.058 ";"332.710.058 ";"10.305.518 ";"2.641.525.062 ";"283.552.196.636 ";"461.614.329 ";"461.614.329 "
" ";"Si";"Maschi";"";"394.637 ";"15.188.280 ";"638.200.004 ";"1.891.625 ";"4.087.784 ";"310.431 ";"36.575.847 ";"1.667.169.831 ";"4.669.684 ";"8.316.947 ";"641.444 ";"151.223.967 ";"7.356.446.125 ";"18.897.944 ";"29.453.630 ";"646.490 ";"200.778.628 ";"10.295.032.075 ";"23.230.745 ";"33.617.322 ";"1.993.002 ";"403.766.722 ";"19.956.848.035 ";"48.689.999 ";"75.475.683 "
" ";" ";"Femmine";"";"499.613 ";"19.115.180 ";"761.669.801 ";"2.298.790 ";"5.377.048 ";"411.050 ";"48.650.131 ";"2.049.334.727 ";"5.818.250 ";"11.357.859 ";"1.002.098 ";"239.133.619 ";"10.925.931.458 ";"27.522.647 ";"46.465.425 ";"1.502.809 ";"467.142.281 ";"24.145.478.422 ";"51.874.599 ";"78.145.835 ";"3.415.570 ";"774.041.211 ";"37.882.414.408 ";"87.514.286 ";"141.346.167 "
" ";"Si";"Totale";"";"894.250 ";"34.303.460 ";"1.399.869.805 ";"4.190.415 ";"9.464.832 ";"721.481 ";"85.225.978 ";"3.716.504.558 ";"10.487.934 ";"19.674.806 ";"1.643.542 ";"390.357.586 ";"18.282.377.583 ";"46.420.592 ";"75.919.055 ";"2.149.299 ";"667.920.909 ";"34.440.510.497 ";"75.105.344 ";"111.763.157 ";"5.408.572 ";"1.177.807.933 ";"57.839.262.443 ";"136.204.285 ";"216.821.850 "
" ";"Totale";"Maschi";"";"1.022.488 ";"37.027.349 ";"2.434.249.128 ";"7.573.226 ";"9.769.385 ";"748.065 ";"88.864.773 ";"6.168.031.243 ";"15.968.810 ";"19.616.073 ";"2.102.183 ";"513.797.511 ";"40.186.164.214 ";"87.805.413 ";"98.361.099 ";"5.167.133 ";"1.606.366.718 ";"177.596.394.312 ";"258.304.134 ";"268.690.711 ";"9.039.869 ";"2.246.056.351 ";"226.384.838.897 ";"369.651.584 ";"396.437.268 "
" ";" ";"Femmine";"";"911.954 ";"32.615.677 ";"1.722.713.893 ";"6.363.371 ";"9.441.629 ";"681.099 ";"81.214.420 ";"4.427.978.603 ";"13.070.747 ";"18.610.356 ";"1.700.730 ";"408.207.478 ";"24.757.883.646 ";"59.221.644 ";"78.164.422 ";"3.380.438 ";"1.051.239.069 ";"84.098.044.040 ";"149.511.268 ";"175.782.504 ";"6.674.221 ";"1.573.276.644 ";"115.006.620.182 ";"228.167.030 ";"281.998.911 "
"2018";" ";"Totale";"";"1.934.442 ";"69.643.026 ";"4.156.963.021 ";"13.936.597 ";"19.211.014 ";"1.429.164 ";"170.079.193 ";"10.596.009.846 ";"29.039.557 ";"38.226.429 ";"3.802.913 ";"922.004.989 ";"64.944.047.860 ";"147.027.058 ";"176.525.521 ";"8.547.571 ";"2.657.605.787 ";"261.694.438.352 ";"407.815.402 ";"444.473.215 ";"15.714.090 ";"3.819.332.995 ";"341.391.459.079 ";"597.818.614 ";"678.436.179 "
