"Regione","Regione_Cod","Provincia","Provincia_Cod","Comune_Cod","Comune","Cognome","Nome","Voti"
"VENETO",5,"VENEZIA","VENEZIA",270,"NOVENTA DI PIAVE","RIZZO","MARCO",15
"VENETO",5,"VENEZIA","VENEZIA",270,"NOVENTA DI PIAVE","BUI","FABIO",8
"VENETO",5,"VENEZIA","VENEZIA",280,"PIANIGA","STEFANI","ALBERTO",3329
"VENETO",5,"VENEZIA","VENEZIA",280,"PIANIGA","MANILDO","GIOVANNI",1382
"VENETO",5,"VENEZIA","VENEZIA",280,"PIANIGA","SZUMSKI","RICCARDO",273
"VENETO",5,"VENEZIA","VENEZIA",280,"PIANIGA","RIZZO","MARCO",33
"VENETO",5,"VENEZIA","VENEZIA",280,"PIANIGA","BUI","FABIO",31
"VENETO",5,"VENEZIA","VENEZIA",290,"PORTOGRUARO","STEFANI","ALBERTO",5551
"VENETO",5,"VENEZIA","VENEZIA",290,"PORTOGRUARO","MANILDO","GIOVANNI",3091
"VENETO",5,"VENEZIA","VENEZIA",290,"PORTOGRUARO","SZUMSKI","RICCARDO",402
"VENETO",5,"VENEZIA","VENEZIA",290,"PORTOGRUARO","RIZZO","MARCO",79
"VENETO",5,"VENEZIA","VENEZIA",290,"PORTOGRUARO","BUI","FABIO",36
"VENETO",5,"VENEZIA","VENEZIA",300,"PRAMAGGIORE","STEFANI","ALBERTO",1124
"VENETO",5,"VENEZIA","VENEZIA",300,"PRAMAGGIORE","MANILDO","GIOVANNI",286
"VENETO",5,"VENEZIA","VENEZIA",300,"PRAMAGGIORE","SZUMSKI","RICCARDO",96
"VENETO",5,"VENEZIA","VENEZIA",300,"PRAMAGGIORE","RIZZO","MARCO",13
"VENETO",5,"VENEZIA","VENEZIA",300,"PRAMAGGIORE","BUI","FABIO",4
"VENETO",5,"VENEZIA","VENEZIA",310,"QUARTO D'ALTINO","STEFANI","ALBERTO",2047
"VENETO",5,"VENEZIA","VENEZIA",310,"QUARTO D'ALTINO","MANILDO","GIOVANNI",1037
"VENETO",5,"VENEZIA","VENEZIA",310,"QUARTO D'ALTINO","SZUMSKI","RICCARDO",111
"VENETO",5,"VENEZIA","VENEZIA",310,"QUARTO D'ALTINO","RIZZO","MARCO",22
"VENETO",5,"VENEZIA","VENEZIA",310,"QUARTO D'ALTINO","BUI","FABIO",16
"VENETO",5,"VENEZIA","VENEZIA",320,"SALZANO","STEFANI","ALBERTO",3082
"VENETO",5,"VENEZIA","VENEZIA",320,"SALZANO","MANILDO","GIOVANNI",1713
"VENETO",5,"VENEZIA","VENEZIA",320,"SALZANO","SZUMSKI","RICCARDO",332
"VENETO",5,"VENEZIA","VENEZIA",320,"SALZANO","RIZZO","MARCO",54
"VENETO",5,"VENEZIA","VENEZIA",320,"SALZANO","BUI","FABIO",23
"VENETO",5,"VENEZIA","VENEZIA",330,"SAN DONA' DI PIAVE","STEFANI","ALBERTO",10368
"VENETO",5,"VENEZIA","VENEZIA",330,"SAN DONA' DI PIAVE","MANILDO","GIOVANNI",4780
"VENETO",5,"VENEZIA","VENEZIA",330,"SAN DONA' DI PIAVE","SZUMSKI","RICCARDO",733
"VENETO",5,"VENEZIA","VENEZIA",330,"SAN DONA' DI PIAVE","RIZZO","MARCO",181
"VENETO",5,"VENEZIA","VENEZIA",330,"SAN DONA' DI PIAVE","BUI","FABIO",46
"VENETO",5,"VENEZIA","VENEZIA",340,"SAN MICHELE AL TAGLIAMENTO","STEFANI","ALBERTO",2623
"VENETO",5,"VENEZIA","VENEZIA",340,"SAN MICHELE AL TAGLIAMENTO","MANILDO","GIOVANNI",673
"VENETO",5,"VENEZIA","VENEZIA",340,"SAN MICHELE AL TAGLIAMENTO","SZUMSKI","RICCARDO",124
"VENETO",5,"VENEZIA","VENEZIA",340,"SAN MICHELE AL TAGLIAMENTO","RIZZO","MARCO",53
"VENETO",5,"VENEZIA","VENEZIA",340,"SAN MICHELE AL TAGLIAMENTO","BUI","FABIO",14
"VENETO",5,"VENEZIA","VENEZIA",350,"SANTA MARIA DI SALA","STEFANI","ALBERTO",4833
"VENETO",5,"VENEZIA","VENEZIA",350,"SANTA MARIA DI SALA","MANILDO","GIOVANNI",1719
"VENETO",5,"VENEZIA","VENEZIA",350,"SANTA MARIA DI SALA","SZUMSKI","RICCARDO",347
"VENETO",5,"VENEZIA","VENEZIA",350,"SANTA MARIA DI SALA","RIZZO","MARCO",57
"VENETO",5,"VENEZIA","VENEZIA",350,"SANTA MARIA DI SALA","BUI","FABIO",32
"VENETO",5,"VENEZIA","VENEZIA",360,"SAN STINO DI LIVENZA","STEFANI","ALBERTO",3322
"VENETO",5,"VENEZIA","VENEZIA",360,"SAN STINO DI LIVENZA","MANILDO","GIOVANNI",1231
"VENETO",5,"VENEZIA","VENEZIA",360,"SAN STINO DI LIVENZA","SZUMSKI","RICCARDO",228
"VENETO",5,"VENEZIA","VENEZIA",360,"SAN STINO DI LIVENZA","RIZZO","MARCO",39
"VENETO",5,"VENEZIA","VENEZIA",360,"SAN STINO DI LIVENZA","BUI","FABIO",21
"VENETO",5,"VENEZIA","VENEZIA",370,"SCORZE'","STEFANI","ALBERTO",4559
"VENETO",5,"VENEZIA","VENEZIA",370,"SCORZE'","MANILDO","GIOVANNI",2263
"VENETO",5,"VENEZIA","VENEZIA",370,"SCORZE'","SZUMSKI","RICCARDO",541
"VENETO",5,"VENEZIA","VENEZIA",370,"SCORZE'","BUI","FABIO",260
"VENETO",5,"VENEZIA","VENEZIA",370,"SCORZE'","RIZZO","MARCO",93
"VENETO",5,"VENEZIA","VENEZIA",380,"SPINEA","STEFANI","ALBERTO",5375
"VENETO",5,"VENEZIA","VENEZIA",380,"SPINEA","MANILDO","GIOVANNI",4241
"VENETO",5,"VENEZIA","VENEZIA",380,"SPINEA","SZUMSKI","RICCARDO",390
"VENETO",5,"VENEZIA","VENEZIA",380,"SPINEA","RIZZO","MARCO",119
"VENETO",5,"VENEZIA","VENEZIA",380,"SPINEA","BUI","FABIO",49
"VENETO",5,"VENEZIA","VENEZIA",390,"STRA","STEFANI","ALBERTO",1837
"VENETO",5,"VENEZIA","VENEZIA",390,"STRA","MANILDO","GIOVANNI",791
"VENETO",5,"VENEZIA","VENEZIA",390,"STRA","SZUMSKI","RICCARDO",130
"VENETO",5,"VENEZIA","VENEZIA",390,"STRA","RIZZO","MARCO",48
"VENETO",5,"VENEZIA","VENEZIA",390,"STRA","BUI","FABIO",17
"VENETO",5,"VENEZIA","VENEZIA",400,"TEGLIO VENETO","STEFANI","ALBERTO",508
"VENETO",5,"VENEZIA","VENEZIA",400,"TEGLIO VENETO","MANILDO","GIOVANNI",239
"VENETO",5,"VENEZIA","VENEZIA",400,"TEGLIO VENETO","SZUMSKI","RICCARDO",50
"VENETO",5,"VENEZIA","VENEZIA",400,"TEGLIO VENETO","RIZZO","MARCO",4
"VENETO",5,"VENEZIA","VENEZIA",400,"TEGLIO VENETO","BUI","FABIO",1
"VENETO",5,"VENEZIA","VENEZIA",410,"TORRE DI MOSTO","STEFANI","ALBERTO",1316
"VENETO",5,"VENEZIA","VENEZIA",410,"TORRE DI MOSTO","MANILDO","GIOVANNI",404
"VENETO",5,"VENEZIA","VENEZIA",410,"TORRE DI MOSTO","SZUMSKI","RICCARDO",65
"VENETO",5,"VENEZIA","VENEZIA",410,"TORRE DI MOSTO","RIZZO","MARCO",16
"VENETO",5,"VENEZIA","VENEZIA",410,"TORRE DI MOSTO","BUI","FABIO",5
"VENETO",5,"VENEZIA","VENEZIA",420,"VENEZIA","MANILDO","GIOVANNI",40915
"VENETO",5,"VENEZIA","VENEZIA",420,"VENEZIA","STEFANI","ALBERTO",40516
"VENETO",5,"VENEZIA","VENEZIA",420,"VENEZIA","SZUMSKI","RICCARDO",2737
"VENETO",5,"VENEZIA","VENEZIA",420,"VENEZIA","RIZZO","MARCO",1145
"VENETO",5,"VENEZIA","VENEZIA",420,"VENEZIA","BUI","FABIO",454
"VENETO",5,"VENEZIA","VENEZIA",430,"VIGONOVO","STEFANI","ALBERTO",2534
"VENETO",5,"VENEZIA","VENEZIA",430,"VIGONOVO","MANILDO","GIOVANNI",861
"VENETO",5,"VENEZIA","VENEZIA",430,"VIGONOVO","SZUMSKI","RICCARDO",166
"VENETO",5,"VENEZIA","VENEZIA",430,"VIGONOVO","BUI","FABIO",52
"VENETO",5,"VENEZIA","VENEZIA",430,"VIGONOVO","RIZZO","MARCO",50
"VENETO",5,"VERONA","VERONA",10,"AFFI","STEFANI","ALBERTO",705
"VENETO",5,"VERONA","VERONA",10,"AFFI","MANILDO","GIOVANNI",215
"VENETO",5,"VERONA","VERONA",10,"AFFI","SZUMSKI","RICCARDO",17
"VENETO",5,"VERONA","VERONA",10,"AFFI","RIZZO","MARCO",13
"VENETO",5,"VERONA","VERONA",10,"AFFI","BUI","FABIO",1
"VENETO",5,"VERONA","VERONA",20,"ALBAREDO D'ADIGE","STEFANI","ALBERTO",1404
"VENETO",5,"VERONA","VERONA",20,"ALBAREDO D'ADIGE","MANILDO","GIOVANNI",268
"VENETO",5,"VERONA","VERONA",20,"ALBAREDO D'ADIGE","SZUMSKI","RICCARDO",67
"VENETO",5,"VERONA","VERONA",20,"ALBAREDO D'ADIGE","RIZZO","MARCO",12
"VENETO",5,"VERONA","VERONA",20,"ALBAREDO D'ADIGE","BUI","FABIO",5
"VENETO",5,"VERONA","VERONA",30,"ANGIARI","STEFANI","ALBERTO",793
"VENETO",5,"VERONA","VERONA",30,"ANGIARI","MANILDO","GIOVANNI",179
"VENETO",5,"VERONA","VERONA",30,"ANGIARI","SZUMSKI","RICCARDO",29
"VENETO",5,"VERONA","VERONA",30,"ANGIARI","RIZZO","MARCO",14
"VENETO",5,"VERONA","VERONA",30,"ANGIARI","BUI","FABIO",3
"VENETO",5,"VERONA","VERONA",40,"ARCOLE","STEFANI","ALBERTO",1710
"VENETO",5,"VERONA","VERONA",40,"ARCOLE","MANILDO","GIOVANNI",420
"VENETO",5,"VERONA","VERONA",40,"ARCOLE","SZUMSKI","RICCARDO",83
"VENETO",5,"VERONA","VERONA",40,"ARCOLE","RIZZO","MARCO",21
"VENETO",5,"VERONA","VERONA",40,"ARCOLE","BUI","FABIO",4
"VENETO",5,"VERONA","VERONA",50,"BADIA CALAVENA","STEFANI","ALBERTO",1007
"VENETO",5,"VERONA","VERONA",50,"BADIA CALAVENA","MANILDO","GIOVANNI",117
"VENETO",5,"VERONA","VERONA",50,"BADIA CALAVENA","SZUMSKI","RICCARDO",46
"VENETO",5,"VERONA","VERONA",50,"BADIA CALAVENA","RIZZO","MARCO",13
"VENETO",5,"VERONA","VERONA",50,"BADIA CALAVENA","BUI","FABIO",5
"VENETO",5,"VERONA","VERONA",60,"BARDOLINO","STEFANI","ALBERTO",1800
"VENETO",5,"VERONA","VERONA",60,"BARDOLINO","MANILDO","GIOVANNI",511
"VENETO",5,"VERONA","VERONA",60,"BARDOLINO","SZUMSKI","RICCARDO",58
"VENETO",5,"VERONA","VERONA",60,"BARDOLINO","RIZZO","MARCO",16
"VENETO",5,"VERONA","VERONA",60,"BARDOLINO","BUI","FABIO",10
"VENETO",5,"VERONA","VERONA",70,"BELFIORE","STEFANI","ALBERTO",917
"VENETO",5,"VERONA","VERONA",70,"BELFIORE","MANILDO","GIOVANNI",356
"VENETO",5,"VERONA","VERONA",70,"BELFIORE","SZUMSKI","RICCARDO",31
"VENETO",5,"VERONA","VERONA",70,"BELFIORE","RIZZO","MARCO",14
"VENETO",5,"VERONA","VERONA",70,"BELFIORE","BUI","FABIO",4
"VENETO",5,"VERONA","VERONA",80,"BEVILACQUA","STEFANI","ALBERTO",477
"VENETO",5,"VERONA","VERONA",80,"BEVILACQUA","MANILDO","GIOVANNI",124
"VENETO",5,"VERONA","VERONA",80,"BEVILACQUA","SZUMSKI","RICCARDO",30
"VENETO",5,"VERONA","VERONA",80,"BEVILACQUA","RIZZO","MARCO",10
"VENETO",5,"VERONA","VERONA",80,"BEVILACQUA","BUI","FABIO",3
"VENETO",5,"VERONA","VERONA",90,"BONAVIGO","STEFANI","ALBERTO",542
"VENETO",5,"VERONA","VERONA",90,"BONAVIGO","MANILDO","GIOVANNI",101
"VENETO",5,"VERONA","VERONA",90,"BONAVIGO","SZUMSKI","RICCARDO",30
"VENETO",5,"VERONA","VERONA",90,"BONAVIGO","RIZZO","MARCO",8
"VENETO",5,"VERONA","VERONA",90,"BONAVIGO","BUI","FABIO",2
"VENETO",5,"VERONA","VERONA",100,"BOSCHI SANT'ANNA","STEFANI","ALBERTO",424
"VENETO",5,"VERONA","VERONA",100,"BOSCHI SANT'ANNA","MANILDO","GIOVANNI",85
"VENETO",5,"VERONA","VERONA",100,"BOSCHI SANT'ANNA","SZUMSKI","RICCARDO",26
"VENETO",5,"VERONA","VERONA",100,"BOSCHI SANT'ANNA","RIZZO","MARCO",10
"VENETO",5,"VERONA","VERONA",100,"BOSCHI SANT'ANNA","BUI","FABIO",1
"VENETO",5,"VERONA","VERONA",110,"BOSCO CHIESANUOVA","STEFANI","ALBERTO",1130
"VENETO",5,"VERONA","VERONA",110,"BOSCO CHIESANUOVA","MANILDO","GIOVANNI",256
"VENETO",5,"VERONA","VERONA",110,"BOSCO CHIESANUOVA","SZUMSKI","RICCARDO",57
"VENETO",5,"VERONA","VERONA",110,"BOSCO CHIESANUOVA","RIZZO","MARCO",18
"VENETO",5,"VERONA","VERONA",110,"BOSCO CHIESANUOVA","BUI","FABIO",4
"VENETO",5,"VERONA","VERONA",120,"BOVOLONE","STEFANI","ALBERTO",3614
"VENETO",5,"VERONA","VERONA",120,"BOVOLONE","MANILDO","GIOVANNI",826
"VENETO",5,"VERONA","VERONA",120,"BOVOLONE","SZUMSKI","RICCARDO",502
"VENETO",5,"VERONA","VERONA",120,"BOVOLONE","RIZZO","MARCO",40
"VENETO",5,"VERONA","VERONA",120,"BOVOLONE","BUI","FABIO",24
"VENETO",5,"VERONA","VERONA",130,"BRENTINO BELLUNO","STEFANI","ALBERTO",403
"VENETO",5,"VERONA","VERONA",130,"BRENTINO BELLUNO","MANILDO","GIOVANNI",87
"VENETO",5,"VERONA","VERONA",130,"BRENTINO BELLUNO","SZUMSKI","RICCARDO",19
"VENETO",5,"VERONA","VERONA",130,"BRENTINO BELLUNO","RIZZO","MARCO",8
"VENETO",5,"VERONA","VERONA",130,"BRENTINO BELLUNO","BUI","FABIO",0
"VENETO",5,"VERONA","VERONA",140,"BRENZONE SUL GARDA","STEFANI","ALBERTO",724
"VENETO",5,"VERONA","VERONA",140,"BRENZONE SUL GARDA","MANILDO","GIOVANNI",170
"VENETO",5,"VERONA","VERONA",140,"BRENZONE SUL GARDA","SZUMSKI","RICCARDO",22
"VENETO",5,"VERONA","VERONA",140,"BRENZONE SUL GARDA","RIZZO","MARCO",6
"VENETO",5,"VERONA","VERONA",140,"BRENZONE SUL GARDA","BUI","FABIO",3
"VENETO",5,"VERONA","VERONA",150,"BUSSOLENGO","STEFANI","ALBERTO",4869
"VENETO",5,"VERONA","VERONA",150,"BUSSOLENGO","MANILDO","GIOVANNI",1639
"VENETO",5,"VERONA","VERONA",150,"BUSSOLENGO","SZUMSKI","RICCARDO",178
"VENETO",5,"VERONA","VERONA",150,"BUSSOLENGO","RIZZO","MARCO",73
"VENETO",5,"VERONA","VERONA",150,"BUSSOLENGO","BUI","FABIO",28
"VENETO",5,"VERONA","VERONA",160,"BUTTAPIETRA","STEFANI","ALBERTO",1784
"VENETO",5,"VERONA","VERONA",160,"BUTTAPIETRA","MANILDO","GIOVANNI",572
"VENETO",5,"VERONA","VERONA",160,"BUTTAPIETRA","SZUMSKI","RICCARDO",86
"VENETO",5,"VERONA","VERONA",160,"BUTTAPIETRA","RIZZO","MARCO",40
"VENETO",5,"VERONA","VERONA",160,"BUTTAPIETRA","BUI","FABIO",10
"VENETO",5,"VERONA","VERONA",170,"CALDIERO","STEFANI","ALBERTO",1937
"VENETO",5,"VERONA","VERONA",170,"CALDIERO","MANILDO","GIOVANNI",631
"VENETO",5,"VERONA","VERONA",170,"CALDIERO","SZUMSKI","RICCARDO",121
"VENETO",5,"VERONA","VERONA",170,"CALDIERO","RIZZO","MARCO",22
"VENETO",5,"VERONA","VERONA",170,"CALDIERO","BUI","FABIO",16
"VENETO",5,"VERONA","VERONA",180,"CAPRINO VERONESE","STEFANI","ALBERTO",2042
"VENETO",5,"VERONA","VERONA",180,"CAPRINO VERONESE","MANILDO","GIOVANNI",711
"VENETO",5,"VERONA","VERONA",180,"CAPRINO VERONESE","SZUMSKI","RICCARDO",93
"VENETO",5,"VERONA","VERONA",180,"CAPRINO VERONESE","RIZZO","MARCO",31
"VENETO",5,"VERONA","VERONA",180,"CAPRINO VERONESE","BUI","FABIO",6
"VENETO",5,"VERONA","VERONA",190,"CASALEONE","STEFANI","ALBERTO",1479
"VENETO",5,"VERONA","VERONA",190,"CASALEONE","MANILDO","GIOVANNI",236
"VENETO",5,"VERONA","VERONA",190,"CASALEONE","SZUMSKI","RICCARDO",87
"VENETO",5,"VERONA","VERONA",190,"CASALEONE","RIZZO","MARCO",15
"VENETO",5,"VERONA","VERONA",190,"CASALEONE","BUI","FABIO",4
"VENETO",5,"VERONA","VERONA",200,"CASTAGNARO","STEFANI","ALBERTO",997
"VENETO",5,"VERONA","VERONA",200,"CASTAGNARO","MANILDO","GIOVANNI",233
"VENETO",5,"VERONA","VERONA",200,"CASTAGNARO","RIZZO","MARCO",27
"VENETO",5,"VERONA","VERONA",200,"CASTAGNARO","SZUMSKI","RICCARDO",21
"VENETO",5,"VERONA","VERONA",200,"CASTAGNARO","BUI","FABIO",4
"VENETO",5,"VERONA","VERONA",210,"CASTEL D'AZZANO","STEFANI","ALBERTO",3266
"VENETO",5,"VERONA","VERONA",210,"CASTEL D'AZZANO","MANILDO","GIOVANNI",941
"VENETO",5,"VERONA","VERONA",210,"CASTEL D'AZZANO","SZUMSKI","RICCARDO",89
"VENETO",5,"VERONA","VERONA",210,"CASTEL D'AZZANO","RIZZO","MARCO",51
"VENETO",5,"VERONA","VERONA",210,"CASTEL D'AZZANO","BUI","FABIO",12
"VENETO",5,"VERONA","VERONA",220,"CASTELNUOVO DEL GARDA","STEFANI","ALBERTO",3326
"VENETO",5,"VERONA","VERONA",220,"CASTELNUOVO DEL GARDA","MANILDO","GIOVANNI",882
"VENETO",5,"VERONA","VERONA",220,"CASTELNUOVO DEL GARDA","SZUMSKI","RICCARDO",103
"VENETO",5,"VERONA","VERONA",220,"CASTELNUOVO DEL GARDA","RIZZO","MARCO",72
"VENETO",5,"VERONA","VERONA",220,"CASTELNUOVO DEL GARDA","BUI","FABIO",17
"VENETO",5,"VERONA","VERONA",230,"CAVAION VERONESE","STEFANI","ALBERTO",1409
"VENETO",5,"VERONA","VERONA",230,"CAVAION VERONESE","MANILDO","GIOVANNI",503
"VENETO",5,"VERONA","VERONA",230,"CAVAION VERONESE","SZUMSKI","RICCARDO",44
"VENETO",5,"VERONA","VERONA",230,"CAVAION VERONESE","RIZZO","MARCO",17
"VENETO",5,"VERONA","VERONA",230,"CAVAION VERONESE","BUI","FABIO",9
"VENETO",5,"VERONA","VERONA",240,"CAZZANO DI TRAMIGNA","STEFANI","ALBERTO",552
"VENETO",5,"VERONA","VERONA",240,"CAZZANO DI TRAMIGNA","MANILDO","GIOVANNI",82
"VENETO",5,"VERONA","VERONA",240,"CAZZANO DI TRAMIGNA","SZUMSKI","RICCARDO",9
"VENETO",5,"VERONA","VERONA",240,"CAZZANO DI TRAMIGNA","RIZZO","MARCO",5
"VENETO",5,"VERONA","VERONA",240,"CAZZANO DI TRAMIGNA","BUI","FABIO",1
"VENETO",5,"VERONA","VERONA",250,"CEREA","STEFANI","ALBERTO",4822
"VENETO",5,"VERONA","VERONA",250,"CEREA","MANILDO","GIOVANNI",849
"VENETO",5,"VERONA","VERONA",250,"CEREA","SZUMSKI","RICCARDO",289
"VENETO",5,"VERONA","VERONA",250,"CEREA","RIZZO","MARCO",51
"VENETO",5,"VERONA","VERONA",250,"CEREA","BUI","FABIO",19
"VENETO",5,"VERONA","VERONA",260,"CERRO VERONESE","STEFANI","ALBERTO",790
"VENETO",5,"VERONA","VERONA",260,"CERRO VERONESE","MANILDO","GIOVANNI",209
"VENETO",5,"VERONA","VERONA",260,"CERRO VERONESE","SZUMSKI","RICCARDO",45
"VENETO",5,"VERONA","VERONA",260,"CERRO VERONESE","RIZZO","MARCO",21
"VENETO",5,"VERONA","VERONA",260,"CERRO VERONESE","BUI","FABIO",4
"VENETO",5,"VERONA","VERONA",270,"COLOGNA VENETA","STEFANI","ALBERTO",2344
"VENETO",5,"VERONA","VERONA",270,"COLOGNA VENETA","MANILDO","GIOVANNI",593
"VENETO",5,"VERONA","VERONA",270,"COLOGNA VENETA","SZUMSKI","RICCARDO",94
"VENETO",5,"VERONA","VERONA",270,"COLOGNA VENETA","RIZZO","MARCO",28
"VENETO",5,"VERONA","VERONA",270,"COLOGNA VENETA","BUI","FABIO",5
"VENETO",5,"VERONA","VERONA",280,"COLOGNOLA AI COLLI","STEFANI","ALBERTO",2235
"VENETO",5,"VERONA","VERONA",280,"COLOGNOLA AI COLLI","MANILDO","GIOVANNI",699
"VENETO",5,"VERONA","VERONA",280,"COLOGNOLA AI COLLI","SZUMSKI","RICCARDO",104
"VENETO",5,"VERONA","VERONA",280,"COLOGNOLA AI COLLI","RIZZO","MARCO",41
"VENETO",5,"VERONA","VERONA",280,"COLOGNOLA AI COLLI","BUI","FABIO",39
"VENETO",5,"VERONA","VERONA",290,"CONCAMARISE","STEFANI","ALBERTO",337
"VENETO",5,"VERONA","VERONA",290,"CONCAMARISE","MANILDO","GIOVANNI",52
"VENETO",5,"VERONA","VERONA",290,"CONCAMARISE","SZUMSKI","RICCARDO",28
"VENETO",5,"VERONA","VERONA",290,"CONCAMARISE","RIZZO","MARCO",5
"VENETO",5,"VERONA","VERONA",290,"CONCAMARISE","BUI","FABIO",2
"VENETO",5,"VERONA","VERONA",300,"COSTERMANO SUL GARDA","STEFANI","ALBERTO",1197
"VENETO",5,"VERONA","VERONA",300,"COSTERMANO SUL GARDA","MANILDO","GIOVANNI",332
"VENETO",5,"VERONA","VERONA",300,"COSTERMANO SUL GARDA","SZUMSKI","RICCARDO",42
"VENETO",5,"VERONA","VERONA",300,"COSTERMANO SUL GARDA","RIZZO","MARCO",18
"VENETO",5,"VERONA","VERONA",300,"COSTERMANO SUL GARDA","BUI","FABIO",1
"VENETO",5,"VERONA","VERONA",310,"DOLCE'","STEFANI","ALBERTO",684
"VENETO",5,"VERONA","VERONA",310,"DOLCE'","MANILDO","GIOVANNI",157
"VENETO",5,"VERONA","VERONA",310,"DOLCE'","SZUMSKI","RICCARDO",52
"VENETO",5,"VERONA","VERONA",310,"DOLCE'","RIZZO","MARCO",9
"VENETO",5,"VERONA","VERONA",310,"DOLCE'","BUI","FABIO",2
"VENETO",5,"VERONA","VERONA",320,"ERBE'","STEFANI","ALBERTO",459
"VENETO",5,"VERONA","VERONA",320,"ERBE'","MANILDO","GIOVANNI",148
"VENETO",5,"VERONA","VERONA",320,"ERBE'","RIZZO","MARCO",15
"VENETO",5,"VERONA","VERONA",320,"ERBE'","SZUMSKI","RICCARDO",14
"VENETO",5,"VERONA","VERONA",320,"ERBE'","BUI","FABIO",5
"VENETO",5,"VERONA","VERONA",330,"ERBEZZO","STEFANI","ALBERTO",315
"VENETO",5,"VERONA","VERONA",330,"ERBEZZO","MANILDO","GIOVANNI",25
"VENETO",5,"VERONA","VERONA",330,"ERBEZZO","SZUMSKI","RICCARDO",6
"VENETO",5,"VERONA","VERONA",330,"ERBEZZO","RIZZO","MARCO",4
"VENETO",5,"VERONA","VERONA",330,"ERBEZZO","BUI","FABIO",0
"VENETO",5,"VERONA","VERONA",340,"FERRARA DI MONTE BALDO","STEFANI","ALBERTO",114
"VENETO",5,"VERONA","VERONA",340,"FERRARA DI MONTE BALDO","MANILDO","GIOVANNI",21
"VENETO",5,"VERONA","VERONA",340,"FERRARA DI MONTE BALDO","SZUMSKI","RICCARDO",5
"VENETO",5,"VERONA","VERONA",340,"FERRARA DI MONTE BALDO","RIZZO","MARCO",3
"VENETO",5,"VERONA","VERONA",340,"FERRARA DI MONTE BALDO","BUI","FABIO",0
"VENETO",5,"VERONA","VERONA",350,"FUMANE","STEFANI","ALBERTO",1038
"VENETO",5,"VERONA","VERONA",350,"FUMANE","MANILDO","GIOVANNI",551
"VENETO",5,"VERONA","VERONA",350,"FUMANE","SZUMSKI","RICCARDO",75
"VENETO",5,"VERONA","VERONA",350,"FUMANE","RIZZO","MARCO",13
"VENETO",5,"VERONA","VERONA",350,"FUMANE","BUI","FABIO",10
"VENETO",5,"VERONA","VERONA",360,"GARDA","STEFANI","ALBERTO",922
"VENETO",5,"VERONA","VERONA",360,"GARDA","MANILDO","GIOVANNI",311
"VENETO",5,"VERONA","VERONA",360,"GARDA","SZUMSKI","RICCARDO",42
"VENETO",5,"VERONA","VERONA",360,"GARDA","RIZZO","MARCO",20
"VENETO",5,"VERONA","VERONA",360,"GARDA","BUI","FABIO",7
"VENETO",5,"VERONA","VERONA",370,"GAZZO VERONESE","STEFANI","ALBERTO",1333
"VENETO",5,"VERONA","VERONA",370,"GAZZO VERONESE","MANILDO","GIOVANNI",230
"VENETO",5,"VERONA","VERONA",370,"GAZZO VERONESE","SZUMSKI","RICCARDO",45
"VENETO",5,"VERONA","VERONA",370,"GAZZO VERONESE","RIZZO","MARCO",23
"VENETO",5,"VERONA","VERONA",370,"GAZZO VERONESE","BUI","FABIO",10
"VENETO",5,"VERONA","VERONA",380,"GREZZANA","STEFANI","ALBERTO",3393
"VENETO",5,"VERONA","VERONA",380,"GREZZANA","MANILDO","GIOVANNI",838
"VENETO",5,"VERONA","VERONA",380,"GREZZANA","SZUMSKI","RICCARDO",148
"VENETO",5,"VERONA","VERONA",380,"GREZZANA","RIZZO","MARCO",41
"VENETO",5,"VERONA","VERONA",380,"GREZZANA","BUI","FABIO",20
"VENETO",5,"VERONA","VERONA",390,"ILLASI","STEFANI","ALBERTO",1662
"VENETO",5,"VERONA","VERONA",390,"ILLASI","MANILDO","GIOVANNI",430
"VENETO",5,"VERONA","VERONA",390,"ILLASI","SZUMSKI","RICCARDO",58
"VENETO",5,"VERONA","VERONA",390,"ILLASI","RIZZO","MARCO",20
"VENETO",5,"VERONA","VERONA",390,"ILLASI","BUI","FABIO",7
"VENETO",5,"VERONA","VERONA",400,"ISOLA DELLA SCALA","STEFANI","ALBERTO",2836
"VENETO",5,"VERONA","VERONA",400,"ISOLA DELLA SCALA","MANILDO","GIOVANNI",908
"VENETO",5,"VERONA","VERONA",400,"ISOLA DELLA SCALA","SZUMSKI","RICCARDO",141
"VENETO",5,"VERONA","VERONA",400,"ISOLA DELLA SCALA","RIZZO","MARCO",51
"VENETO",5,"VERONA","VERONA",400,"ISOLA DELLA SCALA","BUI","FABIO",12
"VENETO",5,"VERONA","VERONA",410,"ISOLA RIZZA","STEFANI","ALBERTO",1048
"VENETO",5,"VERONA","VERONA",410,"ISOLA RIZZA","MANILDO","GIOVANNI",137
"VENETO",5,"VERONA","VERONA",410,"ISOLA RIZZA","SZUMSKI","RICCARDO",49
"VENETO",5,"VERONA","VERONA",410,"ISOLA RIZZA","RIZZO","MARCO",13
"VENETO",5,"VERONA","VERONA",410,"ISOLA RIZZA","BUI","FABIO",7
"VENETO",5,"VERONA","VERONA",420,"LAVAGNO","STEFANI","ALBERTO",2301
"VENETO",5,"VERONA","VERONA",420,"LAVAGNO","MANILDO","GIOVANNI",959
"VENETO",5,"VERONA","VERONA",420,"LAVAGNO","SZUMSKI","RICCARDO",91
