anno,classe_di_eta,tipologia_contrattuale,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2018,30  - 34,Tempo indeterminato,Fino a 3 mesi,67088,813150,572407,2692100,177957695
2018,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,71660,2055486,1497522,8647924,525699773
2018,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,298471,14215645,11625386,73849950,4824884972
2018,30  - 34,Tempo indeterminato,Anno intero,851613,44283846,40918799,264744576,22268604708
2018,35  - 39,Stagionale,Fino a 3 mesi,11860,116501,87657,446047,27018236
2018,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,14710,363724,303938,1722236,112827758
2018,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,15356,618086,555063,3158890,238286058
2018,35  - 39,Stagionale,Anno intero,436,22672,20384,134533,10047268
2018,35  - 39,Tempo determinato,Fino a 3 mesi,120552,1122623,816537,4343888,250654115
2018,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,88833,2295817,1785506,10703612,648997897
2018,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,168377,7347080,6264356,38866613,2572955856
2018,35  - 39,Tempo determinato,Anno intero,66737,3470311,3066868,20665597,1470240874
2018,35  - 39,Tempo indeterminato,Fino a 3 mesi,58256,709300,504092,2359722,169265869
2018,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,66036,1911623,1402694,7983968,525872207
2018,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,316680,15264736,12657984,79380996,5636712304
2018,35  - 39,Tempo indeterminato,Anno intero,1012213,52635032,48546089,314653318,29206164581
2018,40  - 44,Stagionale,Fino a 3 mesi,12246,119995,90589,460268,28014923
2018,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,16365,403117,338184,1913598,126511550
2018,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,16592,661782,595508,3385386,258340732
2018,40  - 44,Stagionale,Anno intero,443,23036,20542,136800,10267048
2018,40  - 44,Tempo determinato,Fino a 3 mesi,117061,1081620,790464,4171199,241961001
2018,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,85310,2212271,1727261,10259088,628375368
2018,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,161443,7062726,6026170,37266885,2479934912
2018,40  - 44,Tempo determinato,Anno intero,66087,3436510,3014506,20468710,1451271684
2018,40  - 44,Tempo indeterminato,Fino a 3 mesi,51516,598525,427414,2107911,157103621
2018,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,56274,1625279,1177300,6824327,471617137
2018,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,339253,16563015,13829258,86297051,6467867720
2018,40  - 44,Tempo indeterminato,Anno intero,1280395,66580494,61283524,398152930,39600849986
2018,45  - 49,Stagionale,Fino a 3 mesi,12132,120564,92122,462488,28677024
2018,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,16280,403483,339074,1918251,128606272
2018,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,16579,660028,594761,3376708,260155240
2018,45  - 49,Stagionale,Anno intero,431,22410,20095,133055,10238382
2018,45  - 49,Tempo determinato,Fino a 3 mesi,105941,969431,716746,3707590,216601103
2018,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,75539,1962284,1536469,9054774,557623327
2018,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,140265,6139713,5232753,32327728,2166182311
2018,45  - 49,Tempo determinato,Anno intero,58856,3060511,2672164,18232631,1295736659
2018,45  - 49,Tempo indeterminato,Fino a 3 mesi,43838,501368,358721,1808823,139553344
2018,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,48221,1399375,1004392,5879224,437133738
2018,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,327380,16081096,13474259,83875036,6573320090
2018,45  - 49,Tempo indeterminato,Anno intero,1357785,70604773,65032442,422364877,45441939857
2018,50  - 54,Stagionale,Fino a 3 mesi,10807,108326,82590,411814,25465285
2018,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,14839,365172,307258,1742534,116621473
2018,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,14807,586135,528112,3005149,232266070
2018,50  - 54,Stagionale,Anno intero,354,18408,15954,109296,8527604
2018,50  - 54,Tempo determinato,Fino a 3 mesi,89175,811983,609009,3089872,184244562
2018,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,62706,1630655,1292132,7509358,469113109
2018,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,110948,4844593,4142775,25466245,1727193362
2018,50  - 54,Tempo determinato,Anno intero,46063,2395264,2080448,14271848,1029374917
2018,50  - 54,Tempo indeterminato,Fino a 3 mesi,38616,449762,325888,1583936,126475473
2018,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,42563,1255632,904790,5183015,385691792
2018,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,305075,15023979,12697272,78414483,6356085630
2018,50  - 54,Tempo indeterminato,Anno intero,1257456,65387641,60438249,391207248,43738675179
2018,55  - 59,Stagionale,Fino a 3 mesi,7748,79197,60881,300414,18991779
2018,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,10820,265244,224421,1270832,86528756
2018,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,10365,406803,366504,2084913,161915975
2018,55  - 59,Stagionale,Anno intero,209,10867,9783,64481,5087547
2018,55  - 59,Tempo determinato,Fino a 3 mesi,61033,559810,433801,2095589,129193292
2018,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,42188,1104482,893226,5057321,330278035
2018,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,69376,3020997,2591484,15851818,1110369574
2018,55  - 59,Tempo determinato,Anno intero,27704,1440594,1250914,8586404,649842834
2018,55  - 59,Tempo indeterminato,Fino a 3 mesi,36363,416803,322371,1509236,138796558
2018,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,39160,1127876,867059,4818416,403861532
2018,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,238850,11616924,9960270,60985458,5175518489
2018,55  - 59,Tempo indeterminato,Anno intero,930391,48380297,44990488,289500171,34061068479
2018,60  - 64,Stagionale,Fino a 3 mesi,4644,48257,36150,175485,10982887
2018,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,6356,156585,131492,749359,51192794
2018,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,5366,207876,185218,1066777,83030194
2018,60  - 64,Stagionale,Anno intero,94,4888,4210,29097,2100107
2018,60  - 64,Tempo determinato,Fino a 3 mesi,36514,343662,274401,1211549,79997420
2018,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,22113,589497,477849,2635563,182495478
2018,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,31365,1362048,1148614,7113428,546217111
2018,60  - 64,Tempo determinato,Anno intero,12426,646144,544392,3854956,364278731
2018,60  - 64,Tempo indeterminato,Fino a 3 mesi,33445,384414,316843,1438303,158346797
2018,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,33276,921381,751513,4129137,415888135
2018,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,128288,6058054,5162932,31974271,2896356356
2018,60  - 64,Tempo indeterminato,Anno intero,398021,20697062,19029114,123873793,15094457182
2018,65 ed oltre,Stagionale,Fino a 3 mesi,3774,36627,23823,117067,6684649
2018,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,2671,65076,46794,306292,18414259
2018,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,1546,59460,46286,306117,20964365
2018,65 ed oltre,Stagionale,Anno intero,33,1716,1289,10239,769435
2018,65 ed oltre,Tempo determinato,Fino a 3 mesi,22796,209091,165313,620751,41291667
2018,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,8871,249151,189317,1042964,73471269
2018,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,9503,415850,310512,2141065,154781424
2018,65 ed oltre,Tempo determinato,Anno intero,4358,226612,169695,1353167,149750922
2018,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,19015,254762,192844,745819,66854774
2018,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,15134,457728,331054,1845906,151257280
2018,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,34909,1606497,1186496,8394490,648316434
2018,65 ed oltre,Tempo indeterminato,Anno intero,73928,3844231,3074640,23009728,2240060132
2018,Fino a 19,Stagionale,Fino a 3 mesi,30005,276183,187791,1130019,52950352
2018,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,4903,107751,81690,492498,24926735
2018,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,1121,45564,39967,230525,14081845
2018,Fino a 19,Stagionale,Anno intero,47,2444,2258,14568,1049772
2018,Fino a 19,Tempo determinato,Fino a 3 mesi,103901,873695,607255,3001097,133740409
2018,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,21301,536061,390493,2336244,112168979
2018,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,9188,388220,288550,1969738,96647507
2018,Fino a 19,Tempo determinato,Anno intero,1560,81120,65716,482578,34861240
2018,Fino a 19,Tempo indeterminato,Fino a 3 mesi,27793,295929,214735,1131336,46531020
2018,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,17649,439551,338724,2034067,88090927
2018,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,16017,702022,544139,3644466,155865576
2018,Fino a 19,Tempo indeterminato,Anno intero,8547,444444,383680,2649714,125173812
2019,20  - 24,Stagionale,Fino a 3 mesi,47293,456475,324624,1796146,93903290
2019,20  - 24,Stagionale,Oltre 3 e fino a 6 mesi,28609,685698,539960,3185208,179134189
2019,20  - 24,Stagionale,Oltre 6 e meno di 12 mesi,17416,704646,612900,3588946,236762025
2019,20  - 24,Stagionale,Anno intero,617,32081,28715,190300,14687445
2019,20  - 24,Tempo determinato,Fino a 3 mesi,256369,2429822,1747236,8194662,402716861
2019,20  - 24,Tempo determinato,Oltre 3 e fino a 6 mesi,121813,3259330,2416098,14116095,728405977
2019,20  - 24,Tempo determinato,Oltre 6 e meno di 12 mesi,141624,6161777,4846147,31732709,1768390446
2019,20  - 24,Tempo determinato,Anno intero,31228,1623843,1392602,9647006,614247885
2019,20  - 24,Tempo indeterminato,Fino a 3 mesi,74984,843542,605745,3053566,148029615
2019,20  - 24,Tempo indeterminato,Oltre 3 e fino a 6 mesi,67522,1854636,1338628,8005650,384746079
2019,20  - 24,Tempo indeterminato,Oltre 6 e meno di 12 mesi,185726,8567068,6727012,44720282,2338412283
2019,20  - 24,Tempo indeterminato,Anno intero,292919,15231766,13564953,90963449,5654975593
2019,25  - 29,Stagionale,Fino a 3 mesi,24436,234461,171004,908780,51994345
2019,25  - 29,Stagionale,Oltre 3 e fino a 6 mesi,23379,573582,464815,2704024,165550870
2019,25  - 29,Stagionale,Oltre 6 e meno di 12 mesi,21420,861147,759639,4413603,311035658
2019,25  - 29,Stagionale,Anno intero,737,38324,34230,227396,17713937
2019,25  - 29,Tempo determinato,Fino a 3 mesi,182647,1687934,1205597,6380527,347696913
2019,25  - 29,Tempo determinato,Oltre 3 e fino a 6 mesi,117398,3025018,2276566,13935498,802023270
2019,25  - 29,Tempo determinato,Oltre 6 e meno di 12 mesi,184589,8046505,6605457,42271800,2611844312
2019,25  - 29,Tempo determinato,Anno intero,55637,2893123,2572500,17197600,1190011873
2019,25  - 29,Tempo indeterminato,Fino a 3 mesi,74911,835320,598322,3088081,181488727
2019,25  - 29,Tempo indeterminato,Oltre 3 e fino a 6 mesi,75355,2060847,1512169,9064646,508558785
2019,25  - 29,Tempo indeterminato,Oltre 6 e meno di 12 mesi,276506,12956797,10464535,67772005,4086357951
2019,25  - 29,Tempo indeterminato,Anno intero,678655,35290045,32324672,210933028,15663965600
2019,30  - 34,Stagionale,Fino a 3 mesi,16441,160589,118405,629286,38047896
2019,30  - 34,Stagionale,Oltre 3 e fino a 6 mesi,18903,468942,383739,2219805,143086451
2019,30  - 34,Stagionale,Oltre 6 e meno di 12 mesi,19596,786739,700621,4037698,300486456
2019,30  - 34,Stagionale,Anno intero,648,33696,30227,199912,14827876
2019,30  - 34,Tempo determinato,Fino a 3 mesi,139977,1300007,932276,5132620,287172900
2019,30  - 34,Tempo determinato,Oltre 3 e fino a 6 mesi,99272,2546161,1945928,11915113,703196313
2019,30  - 34,Tempo determinato,Oltre 6 e meno di 12 mesi,173062,7542516,6324035,39890344,2555794366
2019,30  - 34,Tempo determinato,Anno intero,54905,2855058,2552687,16974001,1210671753
2019,30  - 34,Tempo indeterminato,Fino a 3 mesi,64366,773480,541740,2588632,174379126
2019,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,69963,2010253,1457703,8461525,522018044
2019,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,300704,14333090,11711101,74523610,4951336253
2019,30  - 34,Tempo indeterminato,Anno intero,885966,46070213,42582553,275396011,23451026667
2019,35  - 39,Stagionale,Fino a 3 mesi,13733,133412,99332,525717,32572996
2019,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,17241,426498,351854,2029112,133370163
2019,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,18168,725627,644721,3727589,279560790
2019,35  - 39,Stagionale,Anno intero,507,26364,23341,156570,11170436
2019,35  - 39,Tempo determinato,Fino a 3 mesi,118325,1095048,799788,4340244,245820810
2019,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,86514,2224121,1734024,10483688,626301572
2019,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,158205,6866159,5865078,36529281,2397626953
2019,35  - 39,Tempo determinato,Anno intero,47802,2485702,2214920,14780020,1089540283
2019,35  - 39,Tempo indeterminato,Fino a 3 mesi,56544,682003,480359,2285007,166018065
2019,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,64044,1862618,1354903,7767872,517363561
2019,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,318003,15329085,12694559,79794803,5747041070
2019,35  - 39,Tempo indeterminato,Anno intero,1020396,53060569,48877989,317145145,29690961850
2019,40  - 44,Stagionale,Fino a 3 mesi,13626,135020,100691,531837,32832038
2019,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,18470,456839,379874,2179578,145659442
2019,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,19085,756821,675066,3885683,296044365
2019,40  - 44,Stagionale,Anno intero,516,26832,24039,159307,12028690
2019,40  - 44,Tempo determinato,Fino a 3 mesi,113238,1043248,771045,4121769,234722430
2019,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,81889,2110796,1658182,9940609,598168335
2019,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,149877,6506191,5577891,34566539,2291540299
2019,40  - 44,Tempo determinato,Anno intero,46987,2443314,2160176,14533655,1061488522
2019,40  - 44,Tempo indeterminato,Fino a 3 mesi,48923,560557,397952,1989241,148459401
2019,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,54438,1582377,1134742,6626699,458235432
2019,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,338717,16534918,13804810,86216614,6523726237
2019,40  - 44,Tempo indeterminato,Anno intero,1254876,65253520,59996151,390158847,38957584189
2019,45  - 49,Stagionale,Fino a 3 mesi,14002,139597,103974,550171,34290598
2019,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,18963,467826,388215,2239325,150029898
2019,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,19765,779420,699019,4004655,309863240
2019,45  - 49,Stagionale,Anno intero,472,24544,22283,145608,11450382
2019,45  - 49,Tempo determinato,Fino a 3 mesi,105523,961187,717673,3770038,216804564
2019,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,74447,1922582,1514257,9013508,549511657
2019,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,134506,5845413,5005920,30955363,2062747481
2019,45  - 49,Tempo determinato,Anno intero,42873,2229391,1969449,13265362,978703390
2019,45  - 49,Tempo indeterminato,Fino a 3 mesi,43031,488644,346120,1760839,138038895
2019,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,48221,1417055,1009179,5893750,434160107
2019,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,339347,16659460,13949236,86844033,6851905630
2019,45  - 49,Tempo indeterminato,Anno intero,1393704,72472553,66725274,433480071,46751352268
2019,50  - 54,Stagionale,Fino a 3 mesi,12416,124195,92804,490764,30574806
2019,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,17729,436395,365755,2097855,141281202
2019,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,17513,688524,615742,3543817,274096128
2019,50  - 54,Stagionale,Anno intero,374,19448,17173,115345,8799881
2019,50  - 54,Tempo determinato,Fino a 3 mesi,88989,808609,612032,3135457,183180053
2019,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,61447,1593034,1269435,7428396,460493026
2019,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,106781,4642544,3980119,24521099,1651063330
2019,50  - 54,Tempo determinato,Anno intero,34026,1769351,1557291,10529394,781728346
2019,50  - 54,Tempo indeterminato,Fino a 3 mesi,38558,447050,318854,1570126,128336871
2019,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,43445,1303475,933055,5316797,397880662
2019,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,318322,15678933,13241232,81799967,6647613419
2019,50  - 54,Tempo indeterminato,Anno intero,1299578,67578017,62397610,404265238,45308817756
2019,55  - 59,Stagionale,Fino a 3 mesi,9528,97877,73775,382966,24265442
2019,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,13402,328503,273967,1586208,106684308
2019,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,12892,503013,449787,2593437,201609913
2019,55  - 59,Stagionale,Anno intero,209,10868,9781,64474,5112523
2019,55  - 59,Tempo determinato,Fino a 3 mesi,63238,578222,451072,2200171,133363451
2019,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,42748,1117509,905258,5160842,332312583
2019,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,69813,3029976,2610002,15955188,1099487872
2019,55  - 59,Tempo determinato,Anno intero,21946,1141190,1005541,6795360,534711656
2019,55  - 59,Tempo indeterminato,Fino a 3 mesi,35127,407492,306263,1434419,127567345
2019,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,40678,1195548,906432,5038178,419397427
2019,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,259248,12634406,10795687,66276992,5601821289
2019,55  - 59,Tempo indeterminato,Anno intero,1002807,52145924,48391262,311990936,36652512098
2019,60  - 64,Stagionale,Fino a 3 mesi,5720,59240,43747,222887,14116577
2019,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,7842,191045,159063,924223,62954468
2019,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,6636,255328,225125,1316461,101798936
2019,60  - 64,Stagionale,Anno intero,102,5301,4687,31482,2449759
2019,60  - 64,Tempo determinato,Fino a 3 mesi,37527,353347,285368,1263556,83002624
2019,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,22187,591799,484856,2665565,183253918
2019,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,31054,1343261,1141694,7033077,515170826
2019,60  - 64,Tempo determinato,Anno intero,9839,511617,443213,3049748,314853659
2019,60  - 64,Tempo indeterminato,Fino a 3 mesi,38492,474538,391669,1875220,195687430
2019,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,47173,1275207,1067909,6010755,626100060
2019,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,146289,6808493,5786116,36083907,3301367559
2019,60  - 64,Tempo indeterminato,Anno intero,423691,22031910,20186954,131860358,16154942621
2019,65 ed oltre,Stagionale,Fino a 3 mesi,4614,44702,29235,147809,8400389
2019,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,3433,83534,61078,397280,24895591
2019,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,1968,75141,59456,388467,27270080
2019,65 ed oltre,Stagionale,Anno intero,36,1870,1458,11081,676043
2019,65 ed oltre,Tempo determinato,Fino a 3 mesi,23804,216311,173834,655135,44057831
2019,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,9228,260356,204308,1085165,74746098
2019,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,9308,404096,314968,2078958,149473193
2019,65 ed oltre,Tempo determinato,Anno intero,3135,163017,126738,973165,123721371
2019,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,22477,312793,242748,1014436,92589983
2019,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,19037,565156,413420,2345227,207988504
2019,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,41833,1907762,1417045,10010843,786541997
2019,65 ed oltre,Tempo indeterminato,Anno intero,87218,4535303,3642770,27147957,2696067820
2019,Fino a 19,Stagionale,Fino a 3 mesi,37811,351126,233399,1463706,68271383
2019,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,6557,142888,107805,659744,34214985
2019,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,1268,50949,43902,258993,15519016
2019,Fino a 19,Stagionale,Anno intero,48,2495,1961,14741,1110273
2019,Fino a 19,Tempo determinato,Fino a 3 mesi,107521,912567,641979,3140988,140518535
2019,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,22531,567823,416266,2472962,116644863
2019,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,9701,408384,300097,2072197,101430475
2019,Fino a 19,Tempo determinato,Anno intero,1163,60476,49024,359250,28506396
2019,Fino a 19,Tempo indeterminato,Fino a 3 mesi,30124,311817,228323,1209272,50723560
2019,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,18778,469745,362519,2170004,94238804
2019,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,17123,756030,583520,3920486,169251008
2019,Fino a 19,Tempo indeterminato,Anno intero,10400,540796,463799,3223361,152566025
2020,20  - 24,Stagionale,Fino a 3 mesi,56495,565477,396716,2238961,118638658
2020,20  - 24,Stagionale,Oltre 3 e fino a 6 mesi,24787,583311,453645,2664271,155922249
2020,20  - 24,Stagionale,Oltre 6 e meno di 12 mesi,5074,200850,172377,988382,68761286
2020,20  - 24,Stagionale,Anno intero,128,6656,5833,39499,3595656
2020,20  - 24,Tempo determinato,Fino a 3 mesi,257618,2486276,1774881,8938047,452847888
2020,20  - 24,Tempo determinato,Oltre 3 e fino a 6 mesi,115872,2999600,2172898,13205588,690959083
2020,20  - 24,Tempo determinato,Oltre 6 e meno di 12 mesi,106912,4662465,3672389,23526335,1375115029
2020,20  - 24,Tempo determinato,Anno intero,16624,864446,767478,5136143,357448023
2020,20  - 24,Tempo indeterminato,Fino a 3 mesi,82895,979570,677702,3477206,168100126
2020,20  - 24,Tempo indeterminato,Oltre 3 e fino a 6 mesi,82009,2368157,1619290,9780862,461716307
2020,20  - 24,Tempo indeterminato,Oltre 6 e meno di 12 mesi,297840,14174620,11672583,71525630,4035153163
2020,20  - 24,Tempo indeterminato,Anno intero,126556,6580899,6057547,39208230,2711107850
2020,25  - 29,Stagionale,Fino a 3 mesi,33185,339087,248031,1364269,80098341
2020,25  - 29,Stagionale,Oltre 3 e fino a 6 mesi,24224,578537,465820,2667182,172002947
2020,25  - 29,Stagionale,Oltre 6 e meno di 12 mesi,6500,259245,224706,1283634,94504720
2020,25  - 29,Stagionale,Anno intero,191,9930,9020,58791,4375649
2020,25  - 29,Tempo determinato,Fino a 3 mesi,201113,1934979,1392520,7709662,433791370
2020,25  - 29,Tempo determinato,Oltre 3 e fino a 6 mesi,120072,3054781,2267538,13891328,806017078
2020,25  - 29,Tempo determinato,Oltre 6 e meno di 12 mesi,157054,6899645,5756260,35380228,2278341141
2020,25  - 29,Tempo determinato,Anno intero,29623,1540391,1407733,9153387,672825235
2020,25  - 29,Tempo indeterminato,Fino a 3 mesi,91388,1095140,755306,3962168,226275364
2020,25  - 29,Tempo indeterminato,Oltre 3 e fino a 6 mesi,105200,3068687,2151531,12661138,681238672
2020,25  - 29,Tempo indeterminato,Oltre 6 e meno di 12 mesi,516633,24837784,21055753,126388376,8238277118
2020,25  - 29,Tempo indeterminato,Anno intero,363188,18885768,17866790,112653390,9267091040
2020,30  - 34,Stagionale,Fino a 3 mesi,23526,245701,182760,996927,62140363
2020,30  - 34,Stagionale,Oltre 3 e fino a 6 mesi,21208,508366,416037,2356939,160660290
2020,30  - 34,Stagionale,Oltre 6 e meno di 12 mesi,6240,249595,218718,1241410,97368769
2020,30  - 34,Stagionale,Anno intero,178,9256,8557,54826,4549593
2020,30  - 34,Tempo determinato,Fino a 3 mesi,155836,1506998,1084817,6129100,349580921
2020,30  - 34,Tempo determinato,Oltre 3 e fino a 6 mesi,102916,2628673,1983510,12021563,715076475
2020,30  - 34,Tempo determinato,Oltre 6 e meno di 12 mesi,157549,6953025,5939133,35929323,2391886563
2020,30  - 34,Tempo determinato,Anno intero,31529,1639504,1498241,9743257,738652415
2020,30  - 34,Tempo indeterminato,Fino a 3 mesi,87290,1129369,767582,3785882,241099215
2020,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,109494,3307150,2334047,13221918,773816884
2020,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,607066,29396396,25206855,149982361,10773379047
2020,30  - 34,Tempo indeterminato,Anno intero,503527,26183397,24846907,156189593,14772054511
2020,35  - 39,Stagionale,Fino a 3 mesi,20060,211018,160359,861801,55143739
2020,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,19761,473417,391579,2203533,154033218
2020,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,5986,238104,206906,1186096,88736098
2020,35  - 39,Stagionale,Anno intero,174,9048,8494,53568,4607714
2020,35  - 39,Tempo determinato,Fino a 3 mesi,130241,1258096,914547,5128713,292636296
2020,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,88481,2259671,1743423,10410177,627937337
2020,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,143712,6348103,5504491,32953868,2214473077
2020,35  - 39,Tempo determinato,Anno intero,29386,1528072,1391643,9085242,723317671
2020,35  - 39,Tempo indeterminato,Fino a 3 mesi,77691,1012552,686956,3408700,229167545
2020,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,104724,3198581,2266222,12652286,787351781
2020,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,667099,32545501,28038366,166616286,12866192243
2020,35  - 39,Tempo indeterminato,Anno intero,576986,30003262,28264813,178936255,18838481808
2020,40  - 44,Stagionale,Fino a 3 mesi,20166,213583,162591,873744,56707979
2020,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,20727,494631,411362,2311101,164204816
2020,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,6008,239415,211349,1195631,92629869
2020,40  - 44,Stagionale,Anno intero,170,8840,7953,52455,4211002
2020,40  - 44,Tempo determinato,Fino a 3 mesi,121535,1160761,848159,4694369,267119144
2020,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,82515,2109022,1637433,9734054,594452193
