anno,classe_di_eta,sesso,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2024,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,259867,11757678,10114965,61181770,4110712782
2024,20  - 24,Maschi,Anno intero,274476,14272704,13259867,85172562,6419345912
2024,25  - 29,Femmine,Fino a 3 mesi,122703,1244460,880558,4617130,280254358
2024,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,105364,2762146,2062689,12629216,761597147
2024,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,244162,10935320,8774972,57769984,3700181704
2024,25  - 29,Femmine,Anno intero,363026,18877334,17000744,112822229,8723714349
2024,25  - 29,Maschi,Fino a 3 mesi,131384,1256129,988880,5022612,347393562
2024,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,113650,2919143,2395404,13573740,957152364
2024,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,309212,14203004,12655463,74663233,5725975968
2024,25  - 29,Maschi,Anno intero,530188,27569748,26333424,164654630,14894301470
2024,30  - 34,Femmine,Fino a 3 mesi,95637,1025320,701142,3671055,237655187
2024,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,94578,2563987,1904889,11472675,725230068
2024,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,252337,11438290,9190982,60132933,4063456652
2024,30  - 34,Femmine,Anno intero,416399,21652742,19452332,129435440,11200571482
2024,30  - 34,Maschi,Fino a 3 mesi,95256,895441,712211,3675180,273373201
2024,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,88573,2279351,1898880,10661302,804377915
2024,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,293888,13726954,12440987,72292696,6024096317
2024,30  - 34,Maschi,Anno intero,632519,32890968,31687796,196376101,20344635847
2024,35  - 39,Femmine,Fino a 3 mesi,85256,911433,612613,3285973,212004833
2024,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,85816,2339604,1720012,10432520,667195680
2024,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,249357,11409041,9015733,59937121,4153863015
2024,35  - 39,Femmine,Anno intero,426135,22158988,19279064,132432779,11682234855
2024,35  - 39,Maschi,Fino a 3 mesi,81950,772948,622604,3153309,243217697
2024,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,75923,1965599,1649044,9138284,711518032
2024,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,285638,13504515,12352663,71046196,6278238009
2024,35  - 39,Maschi,Anno intero,652528,33931441,32773712,202556945,23106206922
2024,40  - 44,Femmine,Fino a 3 mesi,73165,747699,502619,2815826,177524874
2024,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,74270,1990372,1446980,9055408,569532248
2024,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,240710,11090479,8717783,58572877,4118236624
2024,40  - 44,Femmine,Anno intero,496941,25840881,22206104,154478839,14163256072
2024,40  - 44,Maschi,Fino a 3 mesi,74055,704448,570371,2833725,226150612
2024,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,67877,1768648,1494896,8172612,657875470
2024,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,277301,13224190,12194844,69467218,6408520864
2024,40  - 44,Maschi,Anno intero,687656,35758082,34630771,213605140,26428504396
2024,45  - 49,Femmine,Fino a 3 mesi,71534,724423,480733,2740417,168288962
2024,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,71673,1922652,1384137,8752230,543886395
2024,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,250050,11621875,9074652,61272446,4301731506
2024,45  - 49,Femmine,Anno intero,598441,31118905,26766177,186106443,17561221922
2024,45  - 49,Maschi,Fino a 3 mesi,71753,688583,564264,2716946,224520699
2024,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,65622,1725695,1469084,7909072,657982762
2024,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,293296,14088428,13097825,73943320,7072203252
2024,45  - 49,Maschi,Anno intero,789463,41052059,39881224,245358126,31847242929
2024,50  - 54,Femmine,Fino a 3 mesi,66474,673381,449814,2493305,153787673
2024,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,66736,1804802,1291751,8119251,503414032
2024,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,242419,11363468,8855206,59731122,4293259901
2024,50  - 54,Femmine,Anno intero,623445,32419082,27953429,193928471,19052896272
2024,50  - 54,Maschi,Fino a 3 mesi,67982,657019,537870,2559918,219286283
2024,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,61515,1635116,1395648,7413151,635015246
2024,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,295329,14265896,13317482,74814364,7393147574
2024,50  - 54,Maschi,Anno intero,856227,44523784,43323242,266177492,36787759905
2024,55  - 59,Femmine,Fino a 3 mesi,54319,565382,384265,2024291,128821105
2024,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,54525,1499520,1076538,6639916,415893521
2024,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,198646,9355251,7235669,49072034,3554147829
2024,55  - 59,Femmine,Anno intero,518043,26938174,23101201,161159358,15793464457
2024,55  - 59,Maschi,Fino a 3 mesi,63900,624780,522655,2420419,221975900
2024,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,58611,1563813,1346859,7090651,639103986
2024,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,276647,13361311,12508275,70136988,7138673644
2024,55  - 59,Maschi,Anno intero,770345,40057928,38939939,239491663,33756853832
2024,60  - 64,Femmine,Fino a 3 mesi,37261,410626,292157,1422112,106600480
2024,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,35154,978432,711350,4304384,303877371
2024,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,110253,5142157,3879974,26959094,1975294741
2024,60  - 64,Femmine,Anno intero,259557,13496930,11350406,80764884,7715551186
2024,60  - 64,Maschi,Fino a 3 mesi,61554,637590,545822,2387988,255416558
2024,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,52744,1425522,1228591,6410005,643475196
2024,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,179763,8516587,7798836,44699273,4662093908
2024,60  - 64,Maschi,Anno intero,428413,22277442,21308448,133236684,19259494710
2024,65 ed oltre,Femmine,Fino a 3 mesi,21690,246898,173128,766773,52531273
2024,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,16325,464222,316938,1984150,129900321
2024,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,32815,1486029,1025610,7768929,505961859
2024,65 ed oltre,Femmine,Anno intero,56696,2948176,2237377,17645393,1412637930
2024,65 ed oltre,Maschi,Fino a 3 mesi,47490,521645,412579,1639368,153630887
2024,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,31350,888316,693826,3739603,348043576
2024,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,61252,2809965,2277825,14620663,1365661115
2024,65 ed oltre,Maschi,Anno intero,97522,5071102,4355308,30335929,3745220902
2024,Fino a 19,Femmine,Fino a 3 mesi,105733,1047744,744892,3670753,172330695
2024,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,25947,667287,476090,2811797,128385534
2024,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,11711,503532,345527,2557501,109088580
2024,Fino a 19,Femmine,Anno intero,4048,210492,156567,1254432,54780462
2024,Fino a 19,Maschi,Fino a 3 mesi,141288,1380508,1023531,5317450,282180008
2024,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,50551,1231076,976652,5589758,309232636
2024,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,30833,1352122,1112642,6906523,387926214
2024,Fino a 19,Maschi,Anno intero,12099,629140,555341,3745910,227854315
