id,lon,lat,paese,t_2026,media_1991_2020,anomalia
eu_-1350_6525,-13.5,65.25,Islanda,7.88,7.36,0.52
eu_-1050_5225,-10.5,52.25,Irlanda,14.44,13.46,0.98
eu_-1025_5150,-10.25,51.5,Irlanda,14.64,13.56,1.07
eu_-1025_5175,-10.25,51.75,Irlanda,14.54,13.49,1.04
eu_-1025_5200,-10.25,52,Irlanda,14.53,13.52,1.01
eu_-1025_5225,-10.25,52.25,Irlanda,14.28,13.22,1.05
eu_-1025_5350,-10.25,53.5,Irlanda,13.8,12.97,0.83
eu_-1025_5375,-10.25,53.75,Irlanda,13.8,12.98,0.82
eu_-1025_5400,-10.25,54,Irlanda,13.71,12.94,0.77
eu_-1000_5150,-10,51.5,Irlanda,14.58,13.6,0.98
eu_-1000_5175,-10,51.75,Irlanda,14.69,13.53,1.16
eu_-1000_5200,-10,52,Irlanda,14.37,13.19,1.18
eu_-1000_5225,-10,52.25,Irlanda,14.69,13.48,1.21
eu_-1000_5325,-10,53.25,Irlanda,14.06,13.2,0.86
eu_-1000_5350,-10,53.5,Irlanda,13.88,13.04,0.84
eu_-1000_5375,-10,53.75,Irlanda,13.73,12.9,0.83
eu_-1000_5400,-10,54,Irlanda,13.78,13.01,0.78
eu_-1000_5425,-10,54.25,Irlanda,13.62,12.93,0.69
eu_-975_5150,-9.75,51.5,Irlanda,15.04,13.93,1.11
eu_-975_5175,-9.75,51.75,Irlanda,14.72,13.51,1.21
eu_-975_5200,-9.75,52,Irlanda,14.58,13.28,1.3
eu_-975_5225,-9.75,52.25,Irlanda,14.92,13.65,1.27
eu_-975_5250,-9.75,52.5,Irlanda,14.95,13.81,1.14
eu_-975_5275,-9.75,52.75,Irlanda,14.89,13.74,1.15
eu_-975_5300,-9.75,53,Irlanda,14.61,13.61,1
eu_-975_5325,-9.75,53.25,Irlanda,14.48,13.64,0.84
eu_-975_5350,-9.75,53.5,Irlanda,13.83,12.93,0.9
eu_-975_5375,-9.75,53.75,Irlanda,13.6,12.71,0.89
eu_-975_5400,-9.75,54,Irlanda,13.68,12.81,0.87
eu_-975_5425,-9.75,54.25,Irlanda,13.58,12.84,0.74
eu_-950_3875,-9.5,38.75,Portogallo,18.97,18.19,0.79
eu_-950_3900,-9.5,39,Portogallo,19.18,18.3,0.89
eu_-950_3925,-9.5,39.25,Portogallo,19.6,18.66,0.94
eu_-950_5150,-9.5,51.5,Irlanda,15.01,13.9,1.11
eu_-950_5175,-9.5,51.75,Irlanda,14.68,13.41,1.27
eu_-950_5200,-9.5,52,Irlanda,14.51,13.13,1.37
eu_-950_5225,-9.5,52.25,Irlanda,14.74,13.39,1.34
eu_-950_5250,-9.5,52.5,Irlanda,15.05,13.76,1.29
eu_-950_5275,-9.5,52.75,Irlanda,14.94,13.8,1.14
eu_-950_5300,-9.5,53,Irlanda,14.49,13.42,1.07
eu_-950_5325,-9.5,53.25,Irlanda,14.54,13.56,0.97
eu_-950_5350,-9.5,53.5,Irlanda,14.16,13.16,1
eu_-950_5375,-9.5,53.75,Irlanda,13.96,13,0.96
eu_-950_5400,-9.5,54,Irlanda,13.83,12.87,0.96
eu_-950_5425,-9.5,54.25,Irlanda,13.58,12.75,0.83
eu_-925_3850,-9.25,38.5,Portogallo,20.56,19.5,1.06
eu_-925_3875,-9.25,38.75,Portogallo,20.19,19.15,1.04
eu_-925_3900,-9.25,39,Portogallo,19.93,18.78,1.15
eu_-925_3925,-9.25,39.25,Portogallo,19.68,18.78,0.9
eu_-925_3950,-9.25,39.5,Portogallo,19.6,18.79,0.82
eu_-925_4275,-9.25,42.75,Spagna,19.11,16.81,2.3
eu_-925_4300,-9.25,43,Spagna,18.31,16.24,2.07
eu_-925_4325,-9.25,43.25,Spagna,18.34,16.13,2.21
eu_-925_5150,-9.25,51.5,Irlanda,14.95,13.82,1.13
eu_-925_5175,-9.25,51.75,Irlanda,14.65,13.32,1.33
eu_-925_5200,-9.25,52,Irlanda,14.39,12.92,1.47
eu_-925_5225,-9.25,52.25,Irlanda,14.46,12.96,1.49
eu_-925_5250,-9.25,52.5,Irlanda,14.96,13.56,1.41
eu_-925_5275,-9.25,52.75,Irlanda,14.92,13.65,1.27
eu_-925_5300,-9.25,53,Irlanda,14.54,13.39,1.15
eu_-925_5325,-9.25,53.25,Irlanda,14.68,13.59,1.09
eu_-925_5350,-9.25,53.5,Irlanda,14.66,13.58,1.08
eu_-925_5375,-9.25,53.75,Irlanda,14.4,13.36,1.04
eu_-925_5400,-9.25,54,Irlanda,14.27,13.28,1
eu_-925_5425,-9.25,54.25,Irlanda,13.93,13.09,0.84
eu_-900_3700,-9,37,Portogallo,19.95,19.15,0.8
eu_-900_3725,-9,37.25,Portogallo,20.84,19.79,1.05
eu_-900_3850,-9,38.5,Portogallo,21.34,19.95,1.39
eu_-900_3875,-9,38.75,Portogallo,21.79,20.49,1.29
eu_-900_3900,-9,39,Portogallo,21.48,20.12,1.36
eu_-900_3925,-9,39.25,Portogallo,20.89,19.59,1.3
eu_-900_3950,-9,39.5,Portogallo,20.1,18.88,1.22
eu_-900_3975,-9,39.75,Portogallo,19.43,18.45,0.98
eu_-900_4000,-9,40,Portogallo,19.11,18.33,0.79
eu_-900_4025,-9,40.25,Portogallo,19.83,18.78,1.05
eu_-900_4250,-9,42.5,Spagna,19.96,17.83,2.12
eu_-900_4275,-9,42.75,Spagna,19.67,17.09,2.58
eu_-900_4300,-9,43,Spagna,18.48,16.07,2.41
eu_-900_4325,-9,43.25,Spagna,18.23,16.09,2.14
eu_-900_5150,-9,51.5,Irlanda,14.82,13.85,0.97
eu_-900_5175,-9,51.75,Irlanda,14.74,13.57,1.17
eu_-900_5200,-9,52,Irlanda,14.65,13.15,1.5
eu_-900_5225,-9,52.25,Irlanda,14.72,13.21,1.51
eu_-900_5250,-9,52.5,Irlanda,15.12,13.67,1.45
eu_-900_5275,-9,52.75,Irlanda,15.22,13.9,1.31
eu_-900_5300,-9,53,Irlanda,14.92,13.7,1.22
eu_-900_5325,-9,53.25,Irlanda,15.08,13.9,1.18
eu_-900_5350,-9,53.5,Irlanda,14.79,13.62,1.17
eu_-900_5375,-9,53.75,Irlanda,14.48,13.35,1.13
eu_-900_5400,-9,54,Irlanda,14.25,13.14,1.11
eu_-900_5425,-9,54.25,Irlanda,13.95,12.92,1.03
eu_-875_3700,-8.75,37,Portogallo,20.71,19.67,1.04
eu_-875_3725,-8.75,37.25,Portogallo,21.22,20.11,1.11
eu_-875_3750,-8.75,37.5,Portogallo,21.5,20.24,1.26
eu_-875_3775,-8.75,37.75,Portogallo,21.45,20.14,1.32
eu_-875_3800,-8.75,38,Portogallo,21.54,20,1.55
eu_-875_3825,-8.75,38.25,Portogallo,21.64,19.86,1.78
eu_-875_3850,-8.75,38.5,Portogallo,22.78,20.76,2.02
eu_-875_3875,-8.75,38.75,Portogallo,22.98,21.2,1.78
eu_-875_3900,-8.75,39,Portogallo,22.76,21.15,1.61
eu_-875_3925,-8.75,39.25,Portogallo,22.1,20.6,1.5
eu_-875_3950,-8.75,39.5,Portogallo,20.76,19.16,1.6
eu_-875_3975,-8.75,39.75,Portogallo,19.99,18.63,1.37
eu_-875_4000,-8.75,40,Portogallo,19.86,18.71,1.15
eu_-875_4025,-8.75,40.25,Portogallo,19.95,18.87,1.08
eu_-875_4050,-8.75,40.5,Portogallo,20.39,19.21,1.18
eu_-875_4075,-8.75,40.75,Portogallo,20.85,19.6,1.25
eu_-875_4100,-8.75,41,Portogallo,20.53,19.03,1.51
eu_-875_4125,-8.75,41.25,Portogallo,20.41,19.03,1.38
eu_-875_4150,-8.75,41.5,Portogallo,20.06,18.56,1.49
eu_-875_4175,-8.75,41.75,Portogallo,19.4,17.75,1.65
eu_-875_4200,-8.75,42,Spagna,19.06,17.27,1.79
eu_-875_4225,-8.75,42.25,Spagna,19.4,17.49,1.91
eu_-875_4250,-8.75,42.5,Spagna,19.86,17.63,2.23
eu_-875_4275,-8.75,42.75,Spagna,19.79,17.04,2.76
eu_-875_4300,-8.75,43,Spagna,18.65,16.01,2.64
eu_-875_4325,-8.75,43.25,Spagna,18.22,15.95,2.26
eu_-875_5150,-8.75,51.5,Irlanda,14.8,13.86,0.94
eu_-875_5175,-8.75,51.75,Irlanda,14.88,13.7,1.18
eu_-875_5200,-8.75,52,Irlanda,14.92,13.41,1.52
eu_-875_5225,-8.75,52.25,Irlanda,15.1,13.52,1.58
eu_-875_5250,-8.75,52.5,Irlanda,15.22,13.74,1.47
eu_-875_5275,-8.75,52.75,Irlanda,15.27,13.89,1.39
eu_-875_5300,-8.75,53,Irlanda,14.95,13.63,1.32
eu_-875_5325,-8.75,53.25,Irlanda,15.09,13.82,1.28
eu_-875_5350,-8.75,53.5,Irlanda,14.79,13.54,1.26
eu_-875_5375,-8.75,53.75,Irlanda,14.5,13.3,1.2
eu_-875_5400,-8.75,54,Irlanda,14.25,13.09,1.16
eu_-875_5425,-8.75,54.25,Irlanda,13.89,12.81,1.09
eu_-875_5475,-8.75,54.75,Irlanda,13.4,12.57,0.83
eu_-850_3700,-8.5,37,Portogallo,22.12,20.73,1.39
eu_-850_3725,-8.5,37.25,Portogallo,22.73,21.2,1.53
eu_-850_3750,-8.5,37.5,Portogallo,22.68,20.94,1.74
eu_-850_3775,-8.5,37.75,Portogallo,22.94,21,1.94
eu_-850_3800,-8.5,38,Portogallo,23.17,21.06,2.11
eu_-850_3825,-8.5,38.25,Portogallo,23.18,20.97,2.21
eu_-850_3850,-8.5,38.5,Portogallo,23.56,21.28,2.28
eu_-850_3875,-8.5,38.75,Portogallo,23.57,21.52,2.05
eu_-850_3900,-8.5,39,Portogallo,23.28,21.4,1.88
eu_-850_3925,-8.5,39.25,Portogallo,22.89,21.06,1.83
eu_-850_3950,-8.5,39.5,Portogallo,22.26,20.45,1.81
eu_-850_3975,-8.5,39.75,Portogallo,21.16,19.36,1.8
eu_-850_4000,-8.5,40,Portogallo,20.67,18.93,1.74
eu_-850_4025,-8.5,40.25,Portogallo,21.04,19.4,1.64
eu_-850_4050,-8.5,40.5,Portogallo,21.12,19.41,1.71
eu_-850_4075,-8.5,40.75,Portogallo,20.64,19.1,1.54
eu_-850_4100,-8.5,41,Portogallo,20.36,18.79,1.57
eu_-850_4125,-8.5,41.25,Portogallo,20.41,18.61,1.8
eu_-850_4150,-8.5,41.5,Portogallo,20.55,18.52,2.03
eu_-850_4175,-8.5,41.75,Portogallo,20.13,17.91,2.22
eu_-850_4200,-8.5,42,Portogallo,19.75,17.47,2.28
eu_-850_4225,-8.5,42.25,Spagna,19.63,17.18,2.46
eu_-850_4250,-8.5,42.5,Spagna,19.22,16.53,2.7
eu_-850_4275,-8.5,42.75,Spagna,19.44,16.6,2.85
eu_-850_4300,-8.5,43,Spagna,18.59,15.93,2.66
eu_-850_4325,-8.5,43.25,Spagna,18.39,15.94,2.45
eu_-850_5175,-8.5,51.75,Irlanda,15.05,13.88,1.17
eu_-850_5200,-8.5,52,Irlanda,15.13,13.62,1.5
eu_-850_5225,-8.5,52.25,Irlanda,15.15,13.55,1.61
eu_-850_5250,-8.5,52.5,Irlanda,15.17,13.67,1.51
eu_-850_5275,-8.5,52.75,Irlanda,15.17,13.7,1.47
eu_-850_5300,-8.5,53,Irlanda,14.93,13.51,1.42
eu_-850_5325,-8.5,53.25,Irlanda,15.07,13.71,1.36
eu_-850_5350,-8.5,53.5,Irlanda,14.9,13.61,1.29
eu_-850_5375,-8.5,53.75,Irlanda,14.64,13.41,1.23
eu_-850_5400,-8.5,54,Irlanda,14.44,13.26,1.18
eu_-850_5425,-8.5,54.25,Irlanda,14.24,13.14,1.09
eu_-850_5450,-8.5,54.5,Irlanda,14.14,13.11,1.03
eu_-850_5475,-8.5,54.75,Irlanda,13.5,12.6,0.91
eu_-850_5500,-8.5,55,Irlanda,13.4,12.5,0.91
eu_-825_3700,-8.25,37,Portogallo,23.39,21.57,1.82
eu_-825_3725,-8.25,37.25,Portogallo,23.81,21.94,1.88
eu_-825_3750,-8.25,37.5,Portogallo,23.5,21.32,2.18
eu_-825_3775,-8.25,37.75,Portogallo,23.86,21.46,2.41
eu_-825_3800,-8.25,38,Portogallo,24.44,21.95,2.49
eu_-825_3825,-8.25,38.25,Portogallo,24.36,21.77,2.59
eu_-825_3850,-8.25,38.5,Portogallo,23.98,21.53,2.45
eu_-825_3875,-8.25,38.75,Portogallo,23.87,21.55,2.32
eu_-825_3900,-8.25,39,Portogallo,23.99,21.74,2.25
eu_-825_3925,-8.25,39.25,Portogallo,23.54,21.3,2.23
eu_-825_3950,-8.25,39.5,Portogallo,23.13,20.93,2.2
eu_-825_3975,-8.25,39.75,Portogallo,22.28,20.02,2.26
eu_-825_4000,-8.25,40,Portogallo,20.85,18.6,2.25
eu_-825_4025,-8.25,40.25,Portogallo,21.49,19.35,2.14
eu_-825_4050,-8.25,40.5,Portogallo,21.1,18.64,2.45
eu_-825_4075,-8.25,40.75,Portogallo,20.35,17.98,2.37
eu_-825_4100,-8.25,41,Portogallo,20.18,18.09,2.09
eu_-825_4125,-8.25,41.25,Portogallo,20.66,18.34,2.31
eu_-825_4150,-8.25,41.5,Portogallo,20.59,18.05,2.54
eu_-825_4175,-8.25,41.75,Portogallo,19.94,17.32,2.61
eu_-825_4200,-8.25,42,Portogallo,19.07,16.28,2.79
eu_-825_4225,-8.25,42.25,Spagna,19.64,16.71,2.93
eu_-825_4250,-8.25,42.5,Spagna,18.65,15.66,2.99
eu_-825_4275,-8.25,42.75,Spagna,18.87,16.01,2.86
eu_-825_4300,-8.25,43,Spagna,18.64,15.83,2.81
eu_-825_4325,-8.25,43.25,Spagna,19.01,16.32,2.69
eu_-825_4350,-8.25,43.5,Spagna,19.09,16.64,2.45
eu_-825_4375,-8.25,43.75,Spagna,18.83,16.22,2.61
eu_-825_5175,-8.25,51.75,Irlanda,15.24,14.09,1.15
eu_-825_5200,-8.25,52,Irlanda,15.22,13.77,1.46
eu_-825_5225,-8.25,52.25,Irlanda,15.04,13.42,1.62
eu_-825_5250,-8.25,52.5,Irlanda,14.96,13.39,1.57
eu_-825_5275,-8.25,52.75,Irlanda,14.83,13.26,1.57
eu_-825_5300,-8.25,53,Irlanda,15.34,13.89,1.45
eu_-825_5325,-8.25,53.25,Irlanda,15.28,13.88,1.4
eu_-825_5350,-8.25,53.5,Irlanda,15.08,13.76,1.32
eu_-825_5375,-8.25,53.75,Irlanda,14.78,13.51,1.27
eu_-825_5400,-8.25,54,Irlanda,14.46,13.26,1.2
eu_-825_5425,-8.25,54.25,Irlanda,14.08,12.93,1.14
eu_-825_5450,-8.25,54.5,Irlanda,14.07,12.97,1.1
eu_-825_5475,-8.25,54.75,Irlanda,13.54,12.55,0.99
eu_-825_5500,-8.25,55,Irlanda,13.17,12.26,0.9
eu_-825_5525,-8.25,55.25,Irlanda,13.11,12.17,0.94
eu_-800_3700,-8,37,Portogallo,23.16,21.41,1.74
eu_-800_3725,-8,37.25,Portogallo,23.85,21.72,2.13
eu_-800_3750,-8,37.5,Portogallo,24.09,21.68,2.41
eu_-800_3775,-8,37.75,Portogallo,24.68,22.1,2.58
eu_-800_3800,-8,38,Portogallo,24.96,22.23,2.73
eu_-800_3825,-8,38.25,Portogallo,24.97,22.09,2.87
eu_-800_3850,-8,38.5,Portogallo,24.61,21.83,2.78
eu_-800_3875,-8,38.75,Portogallo,24.14,21.52,2.62
eu_-800_3900,-8,39,Portogallo,24.43,21.86,2.57
eu_-800_3925,-8,39.25,Portogallo,24.33,21.7,2.64
eu_-800_3950,-8,39.5,Portogallo,24,21.39,2.61
eu_-800_3975,-8,39.75,Portogallo,22.73,20.03,2.69
eu_-800_4000,-8,40,Portogallo,21.23,18.57,2.65
eu_-800_4025,-8,40.25,Portogallo,21.29,18.71,2.58
eu_-800_4050,-8,40.5,Portogallo,21.73,18.94,2.8
eu_-800_4075,-8,40.75,Portogallo,20.99,18.36,2.64
eu_-800_4100,-8,41,Portogallo,19.67,17.19,2.47
eu_-800_4125,-8,41.25,Portogallo,20.36,17.74,2.63
eu_-800_4150,-8,41.5,Portogallo,20.17,17.4,2.77
eu_-800_4175,-8,41.75,Portogallo,18.61,15.81,2.81
eu_-800_4200,-8,42,Spagna,18.73,15.79,2.94
eu_-800_4225,-8,42.25,Spagna,20.19,17.09,3.1
eu_-800_4250,-8,42.5,Spagna,19.15,16.06,3.09
eu_-800_4275,-8,42.75,Spagna,18.62,15.59,3.03
eu_-800_4300,-8,43,Spagna,18.4,15.32,3.08
eu_-800_4325,-8,43.25,Spagna,18.51,15.43,3.07
eu_-800_4350,-8,43.5,Spagna,18.49,15.69,2.8
eu_-800_4375,-8,43.75,Spagna,18.92,16.33,2.59
eu_-800_5175,-8,51.75,Irlanda,15.22,13.88,1.34
eu_-800_5200,-8,52,Irlanda,15.18,13.83,1.35
eu_-800_5225,-8,52.25,Irlanda,15.04,13.41,1.63
eu_-800_5250,-8,52.5,Irlanda,15.14,13.53,1.61
eu_-800_5275,-8,52.75,Irlanda,14.87,13.28,1.58
eu_-800_5300,-8,53,Irlanda,15.32,13.79,1.53
eu_-800_5325,-8,53.25,Irlanda,15.46,13.99,1.48
eu_-800_5350,-8,53.5,Irlanda,15.23,13.87,1.37
eu_-800_5375,-8,53.75,Irlanda,14.96,13.66,1.3
eu_-800_5400,-8,54,Irlanda,14.56,13.32,1.24
eu_-800_5425,-8,54.25,Irlanda,13.9,12.7,1.2
eu_-800_5450,-8,54.5,Regno Unito,14.03,12.89,1.14
eu_-800_5475,-8,54.75,Irlanda,13.34,12.26,1.08
eu_-800_5500,-8,55,Irlanda,13.05,12.07,0.98
eu_-800_5525,-8,55.25,Irlanda,13.37,12.42,0.95
eu_-775_3700,-7.75,37,Portogallo,23.65,21.91,1.74
eu_-775_3725,-7.75,37.25,Portogallo,24.48,22.35,2.13
eu_-775_3750,-7.75,37.5,Portogallo,25.19,22.66,2.53
eu_-775_3775,-7.75,37.75,Portogallo,25.62,22.97,2.65
eu_-775_3800,-7.75,38,Portogallo,25.78,22.91,2.87
eu_-775_3825,-7.75,38.25,Portogallo,25.61,22.62,2.99
eu_-775_3850,-7.75,38.5,Portogallo,25.29,22.34,2.95
eu_-775_3875,-7.75,38.75,Portogallo,24.72,21.86,2.86
eu_-775_3900,-7.75,39,Portogallo,24.73,21.9,2.83
eu_-775_3925,-7.75,39.25,Portogallo,24.88,21.96,2.92
eu_-775_3950,-7.75,39.5,Portogallo,24.74,21.73,3.01
eu_-775_3975,-7.75,39.75,Portogallo,24.43,21.37,3.05
eu_-775_4000,-7.75,40,Portogallo,22.56,19.59,2.96
eu_-775_4025,-7.75,40.25,Portogallo,20.74,17.97,2.77
eu_-775_4050,-7.75,40.5,Portogallo,21.83,18.72,3.12
eu_-775_4075,-7.75,40.75,Portogallo,21.4,18.27,3.13
eu_-775_4100,-7.75,41,Portogallo,20.23,17.45,2.78
eu_-775_4125,-7.75,41.25,Portogallo,20.83,18,2.83
eu_-775_4150,-7.75,41.5,Portogallo,20.08,17.19,2.88
eu_-775_4175,-7.75,41.75,Portogallo,19.18,16.27,2.91
eu_-775_4200,-7.75,42,Spagna,19.11,16.01,3.1
eu_-775_4225,-7.75,42.25,Spagna,19.83,16.65,3.18
eu_-775_4250,-7.75,42.5,Spagna,19.46,16.3,3.15
eu_-775_4275,-7.75,42.75,Spagna,18.85,15.61,3.24
eu_-775_4300,-7.75,43,Spagna,18.58,15.25,3.33
eu_-775_4325,-7.75,43.25,Spagna,18.58,15.4,3.18
eu_-775_4350,-7.75,43.5,Spagna,18.14,15.17,2.98
eu_-775_4375,-7.75,43.75,Spagna,19.02,16.29,2.72
eu_-775_5200,-7.75,52,Irlanda,15.24,13.85,1.39
eu_-775_5225,-7.75,52.25,Irlanda,15.02,13.39,1.63
eu_-775_5250,-7.75,52.5,Irlanda,15.34,13.7,1.64
eu_-775_5275,-7.75,52.75,Irlanda,15.22,13.63,1.59
eu_-775_5300,-7.75,53,Irlanda,15.15,13.54,1.62
eu_-775_5325,-7.75,53.25,Irlanda,15.55,14.01,1.54
eu_-775_5350,-7.75,53.5,Irlanda,15.26,13.84,1.42
eu_-775_5375,-7.75,53.75,Irlanda,14.99,13.63,1.36
eu_-775_5400,-7.75,54,Irlanda,14.66,13.38,1.28
eu_-775_5425,-7.75,54.25,Regno Unito,14.15,12.9,1.25
eu_-775_5450,-7.75,54.5,Regno Unito,14.04,12.85,1.19
eu_-775_5475,-7.75,54.75,Irlanda,13.65,12.53,1.12
eu_-775_5500,-7.75,55,Irlanda,13.63,12.62,1.01
eu_-775_5525,-7.75,55.25,Irlanda,13.64,12.74,0.9
eu_-750_3700,-7.5,37,Portogallo,24.86,22.84,2.01
eu_-750_3725,-7.5,37.25,Portogallo,25.43,23.34,2.09
eu_-750_3750,-7.5,37.5,Portogallo,25.9,23.35,2.55
eu_-750_3775,-7.5,37.75,Portogallo,26.05,23.31,2.75
eu_-750_3800,-7.5,38,Portogallo,26.18,23.14,3.04
eu_-750_3825,-7.5,38.25,Portogallo,26.44,23.23,3.21
eu_-750_3850,-7.5,38.5,Portogallo,26.03,22.86,3.17
eu_-750_3875,-7.5,38.75,Portogallo,25.4,22.18,3.22
eu_-750_3900,-7.5,39,Portogallo,25.3,22.1,3.2
eu_-750_3925,-7.5,39.25,Portogallo,24.96,21.67,3.29
eu_-750_3950,-7.5,39.5,Portogallo,25.13,21.79,3.34
eu_-750_3975,-7.5,39.75,Portogallo,25.39,22.06,3.33
eu_-750_4000,-7.5,40,Portogallo,24.29,20.83,3.45
eu_-750_4025,-7.5,40.25,Portogallo,22.57,19.22,3.35
eu_-750_4050,-7.5,40.5,Portogallo,21.33,17.95,3.38
eu_-750_4075,-7.5,40.75,Portogallo,21.82,18.69,3.14
eu_-750_4100,-7.5,41,Portogallo,21.11,18.09,3.02
eu_-750_4125,-7.5,41.25,Portogallo,21.85,18.85,3.01
eu_-750_4150,-7.5,41.5,Portogallo,20.83,17.77,3.05
eu_-750_4175,-7.5,41.75,Portogallo,20.94,17.82,3.12
eu_-750_4200,-7.5,42,Spagna,20.16,16.86,3.3
eu_-750_4225,-7.5,42.25,Spagna,18.17,14.92,3.24
eu_-750_4250,-7.5,42.5,Spagna,19.7,16.56,3.14
eu_-750_4275,-7.5,42.75,Spagna,19.1,15.84,3.26
eu_-750_4300,-7.5,43,Spagna,18.99,15.6,3.39
eu_-750_4325,-7.5,43.25,Spagna,18.7,15.38,3.31
eu_-750_4350,-7.5,43.5,Spagna,18.17,15.16,3.01
eu_-750_4375,-7.5,43.75,Spagna,19.13,16.41,2.72
eu_-750_5200,-7.5,52,Irlanda,15.34,13.9,1.44
eu_-750_5225,-7.5,52.25,Irlanda,15.11,13.43,1.68
eu_-750_5250,-7.5,52.5,Irlanda,15.35,13.61,1.74
eu_-750_5275,-7.5,52.75,Irlanda,15.24,13.59,1.65
eu_-750_5300,-7.5,53,Irlanda,15.24,13.59,1.65
eu_-750_5325,-7.5,53.25,Irlanda,15.48,13.88,1.6
eu_-750_5350,-7.5,53.5,Irlanda,15.25,13.77,1.48
eu_-750_5375,-7.5,53.75,Irlanda,15.05,13.65,1.4
eu_-750_5400,-7.5,54,Irlanda,14.82,13.48,1.35
eu_-750_5425,-7.5,54.25,Regno Unito,14.49,13.2,1.28
eu_-750_5450,-7.5,54.5,Regno Unito,14.12,12.89,1.24
eu_-750_5475,-7.5,54.75,Regno Unito,13.94,12.78,1.16
eu_-750_5500,-7.5,55,Irlanda,13.94,12.85,1.09
eu_-750_5525,-7.5,55.25,Irlanda,13.4,12.34,1.06
eu_-750_5700,-7.5,57,Regno Unito,12.31,11.5,0.81
eu_-750_5725,-7.5,57.25,Regno Unito,12.35,11.52,0.83
eu_-750_5750,-7.5,57.5,Regno Unito,12.37,11.52,0.85
eu_-750_5775,-7.5,57.75,Regno Unito,12.37,11.53,0.84
eu_-725_3725,-7.25,37.25,Spagna,25.86,23.77,2.09
eu_-725_3750,-7.25,37.5,Spagna,26.18,23.55,2.63
eu_-725_3775,-7.25,37.75,Spagna,26.29,23.37,2.92
eu_-725_3800,-7.25,38,Portogallo,26.32,23.21,3.12
eu_-725_3825,-7.25,38.25,Portogallo,26.67,23.33,3.34
eu_-725_3850,-7.25,38.5,Spagna,26.63,23.35,3.27
eu_-725_3875,-7.25,38.75,Portogallo,26.7,23.16,3.55
eu_-725_3900,-7.25,39,Portogallo,26.16,22.6,3.57
eu_-725_3925,-7.25,39.25,Portogallo,25.48,21.95,3.54
eu_-725_3950,-7.25,39.5,Spagna,25.51,21.99,3.52
eu_-725_3975,-7.25,39.75,Portogallo,25.99,22.48,3.51
eu_-725_4000,-7.25,40,Portogallo,25.55,21.79,3.76
eu_-725_4025,-7.25,40.25,Portogallo,24.31,20.79,3.52
eu_-725_4050,-7.25,40.5,Portogallo,22.25,18.78,3.47
eu_-725_4075,-7.25,40.75,Portogallo,22.36,19.06,3.3
eu_-725_4100,-7.25,41,Portogallo,22.57,19.42,3.15
eu_-725_4125,-7.25,41.25,Portogallo,22.66,19.5,3.16
eu_-725_4150,-7.25,41.5,Portogallo,22.87,19.69,3.18
eu_-725_4175,-7.25,41.75,Portogallo,21.48,18.22,3.27
eu_-725_4200,-7.25,42,Spagna,20.08,16.59,3.5
eu_-725_4225,-7.25,42.25,Spagna,18.44,15.11,3.32
eu_-725_4250,-7.25,42.5,Spagna,19.56,16.18,3.38
eu_-725_4275,-7.25,42.75,Spagna,18.22,15.05,3.16
eu_-725_4300,-7.25,43,Spagna,18.54,15.11,3.44
eu_-725_4325,-7.25,43.25,Spagna,18.27,15.07,3.2
eu_-725_4350,-7.25,43.5,Spagna,18.66,15.8,2.86
eu_-725_4375,-7.25,43.75,Spagna,18.61,15.72,2.89
eu_-725_5225,-7.25,52.25,Irlanda,15.41,13.86,1.55
eu_-725_5250,-7.25,52.5,Irlanda,15.56,13.82,1.73
eu_-725_5275,-7.25,52.75,Irlanda,15.29,13.56,1.73
eu_-725_5300,-7.25,53,Irlanda,15.38,13.7,1.68
eu_-725_5325,-7.25,53.25,Irlanda,15.6,13.98,1.63
eu_-725_5350,-7.25,53.5,Irlanda,15.27,13.74,1.53
eu_-725_5375,-7.25,53.75,Irlanda,15.02,13.56,1.45
eu_-725_5400,-7.25,54,Irlanda,14.75,13.34,1.41
eu_-725_5425,-7.25,54.25,Regno Unito,14.44,13.09,1.35
eu_-725_5450,-7.25,54.5,Regno Unito,14.13,12.84,1.29
eu_-725_5475,-7.25,54.75,Regno Unito,13.68,12.46,1.22
eu_-725_5500,-7.25,55,Regno Unito,13.85,12.62,1.22
eu_-725_5525,-7.25,55.25,Irlanda,13.33,12.17,1.16
eu_-725_5700,-7.25,57,Regno Unito,12.31,11.5,0.81
eu_-725_5725,-7.25,57.25,Regno Unito,12.31,11.5,0.81
eu_-725_5750,-7.25,57.5,Regno Unito,12.38,11.54,0.84
eu_-725_5775,-7.25,57.75,Regno Unito,12.31,11.49,0.82
eu_-725_5800,-7.25,58,Regno Unito,12.3,11.46,0.84
eu_-700_3725,-7,37.25,Spagna,26.04,23.96,2.08
eu_-700_3750,-7,37.5,Spagna,26.64,24.05,2.59
eu_-700_3775,-7,37.75,Spagna,26.39,23.41,2.98
eu_-700_3800,-7,38,Spagna,25.98,22.78,3.2
eu_-700_3825,-7,38.25,Spagna,26.39,23.03,3.37
eu_-700_3850,-7,38.5,Spagna,26.47,22.93,3.54
eu_-700_3875,-7,38.75,Spagna,26.96,23.35,3.61
eu_-700_3900,-7,39,Portogallo,27.17,23.43,3.74
eu_-700_3925,-7,39.25,Spagna,26.64,22.85,3.79
eu_-700_3950,-7,39.5,Spagna,26.26,22.59,3.67
eu_-700_3975,-7,39.75,Portogallo,26.56,22.81,3.75
