id,lon,lat,paese,t_2026,media_1991_2020,anomalia
eu_-250_5600,-2.5,56,Regno Unito,13.78,11.89,1.89
eu_-250_5625,-2.5,56.25,Regno Unito,14.03,12.16,1.87
eu_-250_5650,-2.5,56.5,Regno Unito,13.78,12.04,1.75
eu_-250_5675,-2.5,56.75,Regno Unito,13.89,12.03,1.87
eu_-250_5700,-2.5,57,Regno Unito,13.35,11.47,1.88
eu_-250_5725,-2.5,57.25,Regno Unito,13.57,11.6,1.97
eu_-250_5750,-2.5,57.5,Regno Unito,13.66,11.68,1.98
eu_-250_5775,-2.5,57.75,Regno Unito,13.57,11.65,1.92
eu_-225_3675,-2.25,36.75,Spagna,25.1,22.64,2.46
eu_-225_3700,-2.25,37,Spagna,25.05,22.47,2.57
eu_-225_3725,-2.25,37.25,Spagna,23.52,21.26,2.26
eu_-225_3750,-2.25,37.5,Spagna,23.41,20.68,2.73
eu_-225_3775,-2.25,37.75,Spagna,22.57,19.37,3.2
eu_-225_3800,-2.25,38,Spagna,22.02,18.77,3.24
eu_-225_3825,-2.25,38.25,Spagna,23.28,19.82,3.45
eu_-225_3850,-2.25,38.5,Spagna,24.19,20.56,3.63
eu_-225_3875,-2.25,38.75,Spagna,23.97,20.32,3.65
eu_-225_3900,-2.25,39,Spagna,25.31,21.45,3.86
eu_-225_3925,-2.25,39.25,Spagna,25.85,22.15,3.7
eu_-225_3950,-2.25,39.5,Spagna,25.14,21.37,3.77
eu_-225_3975,-2.25,39.75,Spagna,24.52,20.63,3.89
eu_-225_4000,-2.25,40,Spagna,23.85,19.78,4.08
eu_-225_4025,-2.25,40.25,Spagna,23.23,19.01,4.22
eu_-225_4050,-2.25,40.5,Spagna,23.01,18.8,4.21
eu_-225_4075,-2.25,40.75,Spagna,22.17,18.1,4.07
eu_-225_4100,-2.25,41,Spagna,22.22,17.93,4.29
eu_-225_4125,-2.25,41.25,Spagna,23.53,19.04,4.49
eu_-225_4150,-2.25,41.5,Spagna,22.6,18,4.6
eu_-225_4175,-2.25,41.75,Spagna,21.62,17.16,4.46
eu_-225_4200,-2.25,42,Spagna,19.81,15.61,4.2
eu_-225_4225,-2.25,42.25,Spagna,20.92,16.5,4.41
eu_-225_4250,-2.25,42.5,Spagna,22.7,17.82,4.87
eu_-225_4275,-2.25,42.75,Spagna,20.14,15.74,4.4
eu_-225_4300,-2.25,43,Spagna,19.79,15.76,4.03
eu_-225_4325,-2.25,43.25,Spagna,19.97,16.39,3.58
eu_-225_4675,-2.25,46.75,Francia,20.92,17.61,3.3
eu_-225_4700,-2.25,47,Francia,20.8,17.45,3.35
eu_-225_4725,-2.25,47.25,Francia,20.65,17.34,3.32
eu_-225_4750,-2.25,47.5,Francia,20.65,17.14,3.51
eu_-225_4775,-2.25,47.75,Francia,20.56,16.78,3.78
eu_-225_4800,-2.25,48,Francia,20.12,16.3,3.81
eu_-225_4825,-2.25,48.25,Francia,19.74,16.04,3.7
eu_-225_4850,-2.25,48.5,Francia,18.93,15.77,3.17
eu_-225_4875,-2.25,48.75,Francia,18.81,15.76,3.06
eu_-225_5050,-2.25,50.5,Regno Unito,17.26,14.92,2.34
eu_-225_5075,-2.25,50.75,Regno Unito,17.27,14.93,2.33
eu_-225_5100,-2.25,51,Regno Unito,17.27,14.65,2.62
eu_-225_5125,-2.25,51.25,Regno Unito,17.32,14.59,2.73
eu_-225_5150,-2.25,51.5,Regno Unito,17.45,14.62,2.82
eu_-225_5175,-2.25,51.75,Regno Unito,17.54,14.62,2.92
eu_-225_5200,-2.25,52,Regno Unito,17.9,14.85,3.05
eu_-225_5225,-2.25,52.25,Regno Unito,17.77,14.64,3.13
eu_-225_5250,-2.25,52.5,Regno Unito,17.46,14.38,3.08
eu_-225_5275,-2.25,52.75,Regno Unito,17.25,14.18,3.07
eu_-225_5300,-2.25,53,Regno Unito,16.74,13.86,2.88
eu_-225_5325,-2.25,53.25,Regno Unito,16.45,13.82,2.64
eu_-225_5350,-2.25,53.5,Regno Unito,16.11,13.68,2.43
eu_-225_5375,-2.25,53.75,Regno Unito,14.78,12.58,2.2
eu_-225_5400,-2.25,54,Regno Unito,14.54,12.45,2.08
eu_-225_5425,-2.25,54.25,Regno Unito,13.37,11.4,1.97
eu_-225_5450,-2.25,54.5,Regno Unito,13.53,11.49,2.05
eu_-225_5475,-2.25,54.75,Regno Unito,12.91,10.84,2.07
eu_-225_5500,-2.25,55,Regno Unito,14.37,12.25,2.12
eu_-225_5525,-2.25,55.25,Regno Unito,14.03,11.97,2.06
eu_-225_5550,-2.25,55.5,Regno Unito,14.03,11.95,2.08
eu_-225_5575,-2.25,55.75,Regno Unito,14.59,12.52,2.07
eu_-225_5600,-2.25,56,Regno Unito,14.28,12.23,2.05
eu_-225_5675,-2.25,56.75,Regno Unito,13.55,11.73,1.82
eu_-225_5700,-2.25,57,Regno Unito,13.35,11.5,1.85
eu_-225_5725,-2.25,57.25,Regno Unito,13.44,11.57,1.87
eu_-225_5750,-2.25,57.5,Regno Unito,13.54,11.61,1.94
eu_-225_5775,-2.25,57.75,Regno Unito,13.53,11.56,1.96
eu_-200_3675,-2,36.75,Spagna,24.94,22.57,2.37
eu_-200_3700,-2,37,Spagna,25.13,22.74,2.39
eu_-200_3725,-2,37.25,Spagna,24.8,22.36,2.43
eu_-200_3750,-2,37.5,Spagna,24.35,21.73,2.62
eu_-200_3775,-2,37.75,Spagna,23.61,20.78,2.83
eu_-200_3800,-2,38,Spagna,23.26,20.19,3.07
eu_-200_3825,-2,38.25,Spagna,23.56,20.21,3.35
eu_-200_3850,-2,38.5,Spagna,24.62,21.35,3.27
eu_-200_3875,-2,38.75,Spagna,24.19,20.68,3.51
eu_-200_3900,-2,39,Spagna,25.54,21.96,3.58
eu_-200_3925,-2,39.25,Spagna,25.61,22.07,3.54
eu_-200_3950,-2,39.5,Spagna,24.79,21.22,3.58
eu_-200_3975,-2,39.75,Spagna,23.82,20.06,3.76
eu_-200_4000,-2,40,Spagna,22.58,18.71,3.87
eu_-200_4025,-2,40.25,Spagna,21.29,17.37,3.92
eu_-200_4050,-2,40.5,Spagna,21.04,16.98,4.07
eu_-200_4075,-2,40.75,Spagna,22.16,17.68,4.49
eu_-200_4100,-2,41,Spagna,21.96,17.71,4.25
eu_-200_4125,-2,41.25,Spagna,23.56,19.25,4.3
eu_-200_4150,-2,41.5,Spagna,22.89,18.4,4.48
eu_-200_4175,-2,41.75,Spagna,21.17,16.64,4.53
eu_-200_4200,-2,42,Spagna,22.15,17.62,4.53
eu_-200_4225,-2,42.25,Spagna,23.28,18.74,4.54
eu_-200_4250,-2,42.5,Spagna,23.28,18.71,4.57
eu_-200_4275,-2,42.75,Spagna,20.84,16.41,4.43
eu_-200_4300,-2,43,Spagna,19.63,15.59,4.04
eu_-200_4325,-2,43.25,Spagna,20.15,16.6,3.55
eu_-200_4650,-2,46.5,Francia,21.07,17.64,3.43
eu_-200_4675,-2,46.75,Francia,20.85,17.62,3.22
eu_-200_4700,-2,47,Francia,20.98,17.6,3.39
eu_-200_4725,-2,47.25,Francia,21.01,17.41,3.61
eu_-200_4750,-2,47.5,Francia,21.02,17.21,3.81
eu_-200_4775,-2,47.75,Francia,20.86,16.96,3.9
eu_-200_4800,-2,48,Francia,20.38,16.48,3.9
eu_-200_4825,-2,48.25,Francia,19.99,16.28,3.7
eu_-200_4850,-2,48.5,Francia,19.21,16.01,3.19
eu_-200_4875,-2,48.75,Francia,18.34,15.67,2.67
eu_-200_4950,-2,49.5,Francia,17.05,15.03,2.02
eu_-200_4975,-2,49.75,Francia,17.06,14.98,2.08
eu_-200_5050,-2,50.5,Regno Unito,17.36,15.05,2.31
eu_-200_5075,-2,50.75,Regno Unito,17.41,15.12,2.29
eu_-200_5100,-2,51,Regno Unito,17.31,14.69,2.61
eu_-200_5125,-2,51.25,Regno Unito,17.32,14.57,2.75
eu_-200_5150,-2,51.5,Regno Unito,17.49,14.65,2.84
eu_-200_5175,-2,51.75,Regno Unito,17.28,14.37,2.91
eu_-200_5200,-2,52,Regno Unito,17.59,14.57,3.02
eu_-200_5225,-2,52.25,Regno Unito,17.79,14.62,3.16
eu_-200_5250,-2,52.5,Regno Unito,17.38,14.27,3.11
eu_-200_5275,-2,52.75,Regno Unito,17.21,14.15,3.06
eu_-200_5300,-2,53,Regno Unito,16.5,13.57,2.93
eu_-200_5325,-2,53.25,Regno Unito,15.66,12.94,2.72
eu_-200_5350,-2,53.5,Regno Unito,15.4,12.88,2.52
eu_-200_5375,-2,53.75,Regno Unito,14.9,12.6,2.3
eu_-200_5400,-2,54,Regno Unito,14.74,12.49,2.26
eu_-200_5425,-2,54.25,Regno Unito,13.93,11.76,2.17
eu_-200_5450,-2,54.5,Regno Unito,14.17,11.97,2.2
eu_-200_5475,-2,54.75,Regno Unito,14.06,11.84,2.22
eu_-200_5500,-2,55,Regno Unito,14.88,12.64,2.24
eu_-200_5525,-2,55.25,Regno Unito,14.5,12.37,2.13
eu_-200_5550,-2,55.5,Regno Unito,14.3,12.18,2.12
eu_-200_5575,-2,55.75,Regno Unito,14.75,12.66,2.08
eu_-200_5600,-2,56,Regno Unito,14.54,12.47,2.07
eu_-200_5700,-2,57,Regno Unito,13.36,11.61,1.75
eu_-200_5725,-2,57.25,Regno Unito,13.36,11.58,1.78
eu_-200_5750,-2,57.5,Regno Unito,13.54,11.66,1.88
eu_-200_5775,-2,57.75,Regno Unito,13.44,11.51,1.93
eu_-200_6000,-2,60,Regno Unito,11.66,10.19,1.47
eu_-200_6025,-2,60.25,Regno Unito,11.66,10.19,1.47
eu_-175_3700,-1.75,37,Spagna,25.01,22.61,2.4
eu_-175_3725,-1.75,37.25,Spagna,25.17,22.78,2.39
eu_-175_3750,-1.75,37.5,Spagna,24.88,22.24,2.64
eu_-175_3775,-1.75,37.75,Spagna,24.86,22.2,2.66
eu_-175_3800,-1.75,38,Spagna,24.28,21.32,2.96
eu_-175_3825,-1.75,38.25,Spagna,25.76,22.89,2.87
eu_-175_3850,-1.75,38.5,Spagna,25.54,22.52,3.01
eu_-175_3875,-1.75,38.75,Spagna,24.58,21.39,3.18
eu_-175_3900,-1.75,39,Spagna,25.05,21.7,3.35
eu_-175_3925,-1.75,39.25,Spagna,25.39,22.02,3.37
eu_-175_3950,-1.75,39.5,Spagna,24.43,21.04,3.39
eu_-175_3975,-1.75,39.75,Spagna,23.58,20,3.58
eu_-175_4000,-1.75,40,Spagna,22.19,18.44,3.75
eu_-175_4025,-1.75,40.25,Spagna,20,16.09,3.91
eu_-175_4050,-1.75,40.5,Spagna,19.69,15.48,4.22
eu_-175_4075,-1.75,40.75,Spagna,21.43,16.96,4.47
eu_-175_4100,-1.75,41,Spagna,22.25,17.92,4.33
eu_-175_4125,-1.75,41.25,Spagna,23.73,19.54,4.18
eu_-175_4150,-1.75,41.5,Spagna,23.32,18.96,4.36
eu_-175_4175,-1.75,41.75,Spagna,21.17,16.95,4.22
eu_-175_4200,-1.75,42,Spagna,23.92,19.44,4.48
eu_-175_4225,-1.75,42.25,Spagna,24.72,20.17,4.56
eu_-175_4250,-1.75,42.5,Spagna,23.82,19.11,4.71
eu_-175_4275,-1.75,42.75,Spagna,21.71,17.16,4.56
eu_-175_4300,-1.75,43,Spagna,19.95,15.82,4.13
eu_-175_4325,-1.75,43.25,Spagna,20.35,16.62,3.73
eu_-175_4350,-1.75,43.5,Francia,21.06,17.37,3.69
eu_-175_4650,-1.75,46.5,Francia,21.1,17.64,3.46
eu_-175_4675,-1.75,46.75,Francia,21.26,17.66,3.6
eu_-175_4700,-1.75,47,Francia,21.38,17.64,3.73
eu_-175_4725,-1.75,47.25,Francia,21.23,17.4,3.82
eu_-175_4750,-1.75,47.5,Francia,21.2,17.21,3.99
eu_-175_4775,-1.75,47.75,Francia,21,17,4
eu_-175_4800,-1.75,48,Francia,20.74,16.78,3.96
eu_-175_4825,-1.75,48.25,Francia,20.17,16.42,3.74
eu_-175_4850,-1.75,48.5,Francia,19.39,16.13,3.26
eu_-175_4875,-1.75,48.75,Francia,18.92,15.87,3.06
eu_-175_4925,-1.75,49.25,Francia,17.7,15.33,2.37
eu_-175_4950,-1.75,49.5,Francia,17.3,15.11,2.19
eu_-175_4975,-1.75,49.75,Francia,16.82,14.8,2.02
eu_-175_5075,-1.75,50.75,Regno Unito,17.39,15.09,2.31
eu_-175_5100,-1.75,51,Regno Unito,17.5,14.91,2.59
eu_-175_5125,-1.75,51.25,Regno Unito,17.36,14.59,2.77
eu_-175_5150,-1.75,51.5,Regno Unito,17.41,14.5,2.91
eu_-175_5175,-1.75,51.75,Regno Unito,17.51,14.65,2.85
eu_-175_5200,-1.75,52,Regno Unito,17.38,14.38,3
eu_-175_5225,-1.75,52.25,Regno Unito,17.79,14.68,3.11
eu_-175_5250,-1.75,52.5,Regno Unito,17.51,14.4,3.11
eu_-175_5275,-1.75,52.75,Regno Unito,17.39,14.31,3.09
eu_-175_5300,-1.75,53,Regno Unito,16.64,13.67,2.97
eu_-175_5325,-1.75,53.25,Regno Unito,15.59,12.81,2.78
eu_-175_5350,-1.75,53.5,Regno Unito,15.28,12.63,2.65
eu_-175_5375,-1.75,53.75,Regno Unito,15.78,13.24,2.54
eu_-175_5400,-1.75,54,Regno Unito,15.14,12.73,2.41
eu_-175_5425,-1.75,54.25,Regno Unito,14.93,12.58,2.36
eu_-175_5450,-1.75,54.5,Regno Unito,15.13,12.76,2.37
eu_-175_5475,-1.75,54.75,Regno Unito,14.9,12.6,2.3
eu_-175_5500,-1.75,55,Regno Unito,15.32,12.96,2.36
eu_-175_5525,-1.75,55.25,Regno Unito,14.85,12.69,2.15
eu_-175_5550,-1.75,55.5,Regno Unito,14.67,12.58,2.09
eu_-175_5575,-1.75,55.75,Regno Unito,14.6,12.53,2.07
eu_-175_5750,-1.75,57.5,Regno Unito,13.44,11.58,1.86
eu_-175_5775,-1.75,57.75,Regno Unito,13.49,11.58,1.9
eu_-175_6025,-1.75,60.25,Regno Unito,11.66,10.19,1.47
eu_-150_3750,-1.5,37.5,Spagna,24.72,22.09,2.63
eu_-150_3775,-1.5,37.75,Spagna,24.99,22.31,2.68
eu_-150_3800,-1.5,38,Spagna,25.22,22.57,2.65
eu_-150_3825,-1.5,38.25,Spagna,26,23.34,2.66
eu_-150_3850,-1.5,38.5,Spagna,25.52,22.57,2.95
eu_-150_3875,-1.5,38.75,Spagna,24.32,21.36,2.96
eu_-150_3900,-1.5,39,Spagna,23.77,20.66,3.11
eu_-150_3925,-1.5,39.25,Spagna,24.92,21.88,3.04
eu_-150_3950,-1.5,39.5,Spagna,24.36,21.09,3.27
eu_-150_3975,-1.5,39.75,Spagna,23.32,19.85,3.47
eu_-150_4000,-1.5,40,Spagna,21.95,18.22,3.73
eu_-150_4025,-1.5,40.25,Spagna,20.58,16.51,4.07
eu_-150_4050,-1.5,40.5,Spagna,20.87,16.57,4.3
eu_-150_4075,-1.5,40.75,Spagna,22.02,17.52,4.5
eu_-150_4100,-1.5,41,Spagna,22.79,18.4,4.38
eu_-150_4125,-1.5,41.25,Spagna,23.31,19.14,4.17
eu_-150_4150,-1.5,41.5,Spagna,24.58,20.31,4.27
eu_-150_4175,-1.5,41.75,Spagna,24.22,19.96,4.25
eu_-150_4200,-1.5,42,Spagna,25.28,20.79,4.49
eu_-150_4225,-1.5,42.25,Spagna,24.98,20.4,4.58
eu_-150_4250,-1.5,42.5,Spagna,23.55,18.75,4.8
eu_-150_4275,-1.5,42.75,Spagna,21.59,16.86,4.73
eu_-150_4300,-1.5,43,Spagna,19.97,15.66,4.3
eu_-150_4325,-1.5,43.25,Spagna,20.6,16.72,3.88
eu_-150_4350,-1.5,43.5,Francia,21.83,18.14,3.69
eu_-150_4375,-1.5,43.75,Francia,22.36,18.75,3.61
eu_-150_4400,-1.5,44,Francia,22.53,18.92,3.61
eu_-150_4600,-1.5,46,Francia,22.63,18.6,4.03
eu_-150_4625,-1.5,46.25,Francia,21.79,17.97,3.81
eu_-150_4650,-1.5,46.5,Francia,21.57,17.78,3.79
eu_-150_4675,-1.5,46.75,Francia,21.73,17.63,4.09
eu_-150_4700,-1.5,47,Francia,21.76,17.64,4.11
eu_-150_4725,-1.5,47.25,Francia,21.66,17.54,4.12
eu_-150_4750,-1.5,47.5,Francia,21.43,17.34,4.09
eu_-150_4775,-1.5,47.75,Francia,21.06,17.02,4.04
eu_-150_4800,-1.5,48,Francia,20.84,16.83,4
eu_-150_4825,-1.5,48.25,Francia,20.39,16.58,3.81
eu_-150_4850,-1.5,48.5,Francia,19.66,16.23,3.43
eu_-150_4875,-1.5,48.75,Francia,18.63,15.62,3.01
eu_-150_4900,-1.5,49,Francia,18.32,15.54,2.78
eu_-150_4925,-1.5,49.25,Francia,18.33,15.8,2.54
eu_-150_4950,-1.5,49.5,Francia,17.49,15.18,2.31
eu_-150_4975,-1.5,49.75,Francia,16.66,14.67,1.99
eu_-150_5050,-1.5,50.5,Regno Unito,17.43,15.13,2.29
eu_-150_5075,-1.5,50.75,Regno Unito,17.51,15.19,2.31
eu_-150_5100,-1.5,51,Regno Unito,17.69,15.1,2.58
eu_-150_5125,-1.5,51.25,Regno Unito,17.51,14.74,2.77
eu_-150_5150,-1.5,51.5,Regno Unito,17.44,14.56,2.89
eu_-150_5175,-1.5,51.75,Regno Unito,17.63,14.8,2.82
eu_-150_5200,-1.5,52,Regno Unito,17.4,14.46,2.94
eu_-150_5225,-1.5,52.25,Regno Unito,17.7,14.65,3.06
eu_-150_5250,-1.5,52.5,Regno Unito,17.57,14.46,3.11
eu_-150_5275,-1.5,52.75,Regno Unito,17.41,14.31,3.1
eu_-150_5300,-1.5,53,Regno Unito,17.1,14.05,3.05
eu_-150_5325,-1.5,53.25,Regno Unito,16.52,13.61,2.91
eu_-150_5350,-1.5,53.5,Regno Unito,16.51,13.7,2.81
eu_-150_5375,-1.5,53.75,Regno Unito,16.58,13.84,2.73
eu_-150_5400,-1.5,54,Regno Unito,16.08,13.5,2.58
eu_-150_5425,-1.5,54.25,Regno Unito,16.01,13.47,2.54
eu_-150_5450,-1.5,54.5,Regno Unito,15.97,13.45,2.52
eu_-150_5475,-1.5,54.75,Regno Unito,15.56,13.15,2.41
eu_-150_5500,-1.5,55,Regno Unito,15.78,13.37,2.41
eu_-150_5525,-1.5,55.25,Regno Unito,15.01,12.86,2.14
eu_-150_5550,-1.5,55.5,Regno Unito,14.69,12.7,2
eu_-150_6025,-1.5,60.25,Regno Unito,11.54,10.09,1.45
eu_-150_6050,-1.5,60.5,Regno Unito,11.55,10.08,1.47
eu_-125_3750,-1.25,37.5,Spagna,24.58,22.23,2.35
eu_-125_3775,-1.25,37.75,Spagna,25.05,22.57,2.49
eu_-125_3800,-1.25,38,Spagna,26.08,23.65,2.43
eu_-125_3825,-1.25,38.25,Spagna,25.75,23.17,2.58
eu_-125_3850,-1.25,38.5,Spagna,25.16,22.23,2.93
eu_-125_3875,-1.25,38.75,Spagna,24.3,21.41,2.89
eu_-125_3900,-1.25,39,Spagna,23.25,20.55,2.7
eu_-125_3925,-1.25,39.25,Spagna,24.03,21.45,2.58
eu_-125_3950,-1.25,39.5,Spagna,24.06,20.96,3.1
eu_-125_3975,-1.25,39.75,Spagna,23.2,19.74,3.47
eu_-125_4000,-1.25,40,Spagna,22.56,18.9,3.66
eu_-125_4025,-1.25,40.25,Spagna,22.37,18.27,4.1
eu_-125_4050,-1.25,40.5,Spagna,21.95,17.74,4.21
eu_-125_4075,-1.25,40.75,Spagna,21.79,17.53,4.26
eu_-125_4100,-1.25,41,Spagna,22.72,18.32,4.39
eu_-125_4125,-1.25,41.25,Spagna,23.52,19.14,4.38
eu_-125_4150,-1.25,41.5,Spagna,25.26,21.14,4.11
eu_-125_4175,-1.25,41.75,Spagna,25.8,21.66,4.14
eu_-125_4200,-1.25,42,Spagna,25.62,21.36,4.26
eu_-125_4225,-1.25,42.25,Spagna,24.64,20.23,4.42
eu_-125_4250,-1.25,42.5,Spagna,23.42,18.61,4.81
eu_-125_4275,-1.25,42.75,Spagna,21.88,16.89,4.98
eu_-125_4300,-1.25,43,Spagna,19.59,15.16,4.42
eu_-125_4325,-1.25,43.25,Francia,21.09,17.08,4
eu_-125_4350,-1.25,43.5,Francia,22.4,18.44,3.96
eu_-125_4375,-1.25,43.75,Francia,22.73,18.88,3.85
eu_-125_4400,-1.25,44,Francia,23.11,19.14,3.98
eu_-125_4425,-1.25,44.25,Francia,23.18,19.21,3.98
eu_-125_4450,-1.25,44.5,Francia,23.39,19.29,4.09
eu_-125_4475,-1.25,44.75,Francia,23.41,19.27,4.13
eu_-125_4500,-1.25,45,Francia,23.15,19.14,4.01
eu_-125_4525,-1.25,45.25,Francia,23.56,19.27,4.29
eu_-125_4550,-1.25,45.5,Francia,23.31,19.04,4.27
eu_-125_4575,-1.25,45.75,Francia,22.96,18.79,4.17
eu_-125_4600,-1.25,46,Francia,22.75,18.61,4.14
eu_-125_4625,-1.25,46.25,Francia,22.31,18.41,3.9
eu_-125_4650,-1.25,46.5,Francia,22.16,18.06,4.1
eu_-125_4675,-1.25,46.75,Francia,22.12,17.65,4.47
eu_-125_4700,-1.25,47,Francia,22.02,17.54,4.47
eu_-125_4725,-1.25,47.25,Francia,21.86,17.45,4.41
eu_-125_4750,-1.25,47.5,Francia,21.66,17.4,4.25
eu_-125_4775,-1.25,47.75,Francia,21.16,17.02,4.14
eu_-125_4800,-1.25,48,Francia,20.9,16.83,4.07
eu_-125_4825,-1.25,48.25,Francia,20.46,16.56,3.91
eu_-125_4850,-1.25,48.5,Francia,19.76,16.17,3.59
eu_-125_4875,-1.25,48.75,Francia,18.94,15.69,3.25
eu_-125_4900,-1.25,49,Francia,18.66,15.62,3.03
eu_-125_4925,-1.25,49.25,Francia,18.63,15.92,2.71
eu_-125_4950,-1.25,49.5,Francia,18.24,15.72,2.52
eu_-125_4975,-1.25,49.75,Francia,17.68,15.34,2.35
eu_-125_5050,-1.25,50.5,Regno Unito,17.44,15.16,2.28
eu_-125_5075,-1.25,50.75,Regno Unito,17.38,15.12,2.25
eu_-125_5100,-1.25,51,Regno Unito,17.75,15.16,2.59
eu_-125_5125,-1.25,51.25,Regno Unito,17.61,14.84,2.77
eu_-125_5150,-1.25,51.5,Regno Unito,17.69,14.84,2.85
eu_-125_5175,-1.25,51.75,Regno Unito,17.8,14.95,2.85
eu_-125_5200,-1.25,52,Regno Unito,17.51,14.56,2.95
eu_-125_5225,-1.25,52.25,Regno Unito,17.48,14.46,3.01
eu_-125_5250,-1.25,52.5,Regno Unito,17.54,14.47,3.07
eu_-125_5275,-1.25,52.75,Regno Unito,17.55,14.4,3.15
eu_-125_5300,-1.25,53,Regno Unito,17.38,14.3,3.08
eu_-125_5325,-1.25,53.25,Regno Unito,16.96,13.99,2.97
eu_-125_5350,-1.25,53.5,Regno Unito,17.13,14.19,2.94
eu_-125_5375,-1.25,53.75,Regno Unito,16.96,14.08,2.88
eu_-125_5400,-1.25,54,Regno Unito,16.57,13.86,2.71
eu_-125_5425,-1.25,54.25,Regno Unito,15.83,13.26,2.57
eu_-125_5450,-1.25,54.5,Regno Unito,15.78,13.27,2.51
eu_-125_5475,-1.25,54.75,Regno Unito,15.94,13.48,2.46
eu_-125_5500,-1.25,55,Regno Unito,15.57,13.22,2.36
eu_-125_6000,-1.25,60,Regno Unito,11.67,10.24,1.43
eu_-125_6025,-1.25,60.25,Regno Unito,11.47,10.05,1.42
eu_-125_6050,-1.25,60.5,Regno Unito,11.44,10.02,1.42
eu_-125_6075,-1.25,60.75,Regno Unito,11.56,10.1,1.46
eu_-100_3750,-1,37.5,Spagna,24.37,22.32,2.05
eu_-100_3775,-1,37.75,Spagna,24.94,22.65,2.29
eu_-100_3800,-1,38,Spagna,25.95,23.59,2.36
eu_-100_3825,-1,38.25,Spagna,25.52,22.97,2.55
eu_-100_3850,-1,38.5,Spagna,24.82,22.03,2.79
eu_-100_3875,-1,38.75,Spagna,24.33,21.63,2.7
eu_-100_3900,-1,39,Spagna,23.12,20.71,2.41
eu_-100_3925,-1,39.25,Spagna,23.6,21.21,2.39
eu_-100_3950,-1,39.5,Spagna,23.49,20.43,3.06
eu_-100_3975,-1,39.75,Spagna,23.62,20.33,3.29
eu_-100_4000,-1,40,Spagna,20.99,17.3,3.68
eu_-100_4025,-1,40.25,Spagna,21.9,17.79,4.11
eu_-100_4050,-1,40.5,Spagna,21.49,17.31,4.18
eu_-100_4075,-1,40.75,Spagna,21.21,17.05,4.16
eu_-100_4100,-1,41,Spagna,22.63,18.2,4.43
eu_-100_4125,-1,41.25,Spagna,24.09,19.76,4.34
eu_-100_4150,-1,41.5,Spagna,25.38,21.22,4.16
eu_-100_4175,-1,41.75,Spagna,26.52,22.28,4.25
eu_-100_4200,-1,42,Spagna,25.51,21.09,4.41
eu_-100_4225,-1,42.25,Spagna,24.2,19.68,4.51
eu_-100_4250,-1,42.5,Spagna,22.16,17.39,4.78
eu_-100_4275,-1,42.75,Spagna,20.79,16.2,4.59
eu_-100_4300,-1,43,Francia,18.88,14.83,4.05
eu_-100_4325,-1,43.25,Francia,21.51,17.34,4.17
eu_-100_4350,-1,43.5,Francia,22.9,18.78,4.11
eu_-100_4375,-1,43.75,Francia,23.36,19.23,4.13
eu_-100_4400,-1,44,Francia,23.75,19.42,4.33
eu_-100_4425,-1,44.25,Francia,23.74,19.46,4.28
eu_-100_4450,-1,44.5,Francia,23.68,19.42,4.26
eu_-100_4475,-1,44.75,Francia,23.48,19.3,4.18
eu_-100_4500,-1,45,Francia,23.34,19.21,4.14
eu_-100_4525,-1,45.25,Francia,23.56,19.25,4.31
eu_-100_4550,-1,45.5,Francia,23.39,19.09,4.3
eu_-100_4575,-1,45.75,Francia,23.1,18.8,4.3
eu_-100_4600,-1,46,Francia,22.86,18.63,4.23
eu_-100_4625,-1,46.25,Francia,22.51,18.42,4.09
eu_-100_4650,-1,46.5,Francia,22.55,18.14,4.4
eu_-100_4675,-1,46.75,Francia,22.28,17.6,4.68
eu_-100_4700,-1,47,Francia,22.09,17.4,4.69
eu_-100_4725,-1,47.25,Francia,22.09,17.45,4.64
eu_-100_4750,-1,47.5,Francia,21.92,17.5,4.42
eu_-100_4775,-1,47.75,Francia,21.46,17.23,4.23
eu_-100_4800,-1,48,Francia,21.05,16.88,4.17
eu_-100_4825,-1,48.25,Francia,20.45,16.45,4
eu_-100_4850,-1,48.5,Francia,19.74,16.01,3.73
eu_-100_4875,-1,48.75,Francia,18.94,15.52,3.42
eu_-100_4900,-1,49,Francia,18.82,15.67,3.15
eu_-100_4925,-1,49.25,Francia,18.74,15.9,2.84
eu_-100_4950,-1,49.5,Francia,18.34,15.78,2.56
eu_-100_5075,-1,50.75,Regno Unito,17.55,15.04,2.51
eu_-100_5100,-1,51,Regno Unito,17.61,14.95,2.67
eu_-100_5125,-1,51.25,Regno Unito,17.85,15,2.85
eu_-100_5150,-1,51.5,Regno Unito,17.89,15.02,2.86
eu_-100_5175,-1,51.75,Regno Unito,17.76,14.87,2.89
eu_-100_5200,-1,52,Regno Unito,17.69,14.73,2.96
eu_-100_5225,-1,52.25,Regno Unito,17.57,14.56,3.01
eu_-100_5250,-1,52.5,Regno Unito,17.51,14.45,3.06
eu_-100_5275,-1,52.75,Regno Unito,17.56,14.42,3.14
eu_-100_5300,-1,53,Regno Unito,17.61,14.52,3.09
eu_-100_5325,-1,53.25,Regno Unito,17.39,14.35,3.04
eu_-100_5350,-1,53.5,Regno Unito,17.42,14.43,2.99
eu_-100_5375,-1,53.75,Regno Unito,17.24,14.31,2.93
eu_-100_5400,-1,54,Regno Unito,16.74,13.93,2.81
eu_-100_5425,-1,54.25,Regno Unito,15.89,13.28,2.61
