anno,attivita_economica_ateco_2007,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2020,Estrazione di minerali da cave e miniere,Oltre 6 e meno di 12 mesi,13562,665937,643970,3483358,387809555
2020,Estrazione di minerali da cave e miniere,Anno intero,24353,1266356,1257380,7575512,1433012788
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Fino a 3 mesi,8396,84030,68128,363457,26338915
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 3 e fino a 6 mesi,8703,221928,188438,1051416,77913728
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 6 e meno di 12 mesi,43468,2102613,1946909,11121551,966580568
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Anno intero,119779,6228505,6071602,37240966,3978679157
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Fino a 3 mesi,1544,14745,13192,69566,9061168
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 3 e fino a 6 mesi,1748,42884,38281,214950,26531883
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 6 e meno di 12 mesi,10454,507821,483451,2738536,346484225
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Anno intero,66291,3447132,3416003,20622058,3364563723
2020,Istruzione,Fino a 3 mesi,138486,1422981,1191934,6269955,362958608
2020,Istruzione,Oltre 3 e fino a 6 mesi,122648,3041190,2532883,14779959,870090050
2020,Istruzione,Oltre 6 e meno di 12 mesi,343479,15122228,13789314,80472330,5458588101
2020,Istruzione,Anno intero,87149,4531737,4196701,27004495,2288809185
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Fino a 3 mesi,379832,3592288,2432461,14270775,791601364
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 3 e fino a 6 mesi,244066,6444052,4667256,28478503,1629874137
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 6 e meno di 12 mesi,557224,26167474,20567089,134497496,8225749199
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Anno intero,536927,27920158,23969614,166589205,12303226261
2020,Sanita' e assistenza sociale,Fino a 3 mesi,92405,1011964,628832,3932040,222868223
2020,Sanita' e assistenza sociale,Oltre 3 e fino a 6 mesi,84310,2355007,1453157,10122091,538170233
2020,Sanita' e assistenza sociale,Oltre 6 e meno di 12 mesi,327895,15609115,11772066,80385229,4875552280
2020,Sanita' e assistenza sociale,Anno intero,338031,17577603,15782010,104978628,8026520029
2020,Servizi di informazione e comunicazione,Fino a 3 mesi,83249,507198,441220,1922044,188762706
2020,Servizi di informazione e comunicazione,Oltre 3 e fino a 6 mesi,37852,989977,848133,4523150,437777800
2020,Servizi di informazione e comunicazione,Oltre 6 e meno di 12 mesi,144335,7002092,6267070,37296136,3755220269
2020,Servizi di informazione e comunicazione,Anno intero,299945,15597136,15055716,93184138,12441356183
2020,Trasporto e magazzinaggio,Fino a 3 mesi,114408,1199428,946539,4762196,349409889
2020,Trasporto e magazzinaggio,Oltre 3 e fino a 6 mesi,110645,3133470,2546340,13359515,1059083830
2020,Trasporto e magazzinaggio,Oltre 6 e meno di 12 mesi,445665,21694586,20032788,111068844,9675578554
2020,Trasporto e magazzinaggio,Anno intero,461198,23982291,23224921,143059102,15041461651
2021,Altre attivita' di servizi,Fino a 3 mesi,68434,776918,488712,2514984,120596301
2021,Altre attivita' di servizi,Oltre 3 e fino a 6 mesi,51856,1530692,978123,6133078,299474212
2021,Altre attivita' di servizi,Oltre 6 e meno di 12 mesi,173382,8374695,6278710,42950531,2225678596
2021,Altre attivita' di servizi,Anno intero,174116,9054020,7991304,54078127,4661556259
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Fino a 3 mesi,83804,741420,505141,2859522,164034834
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 3 e fino a 6 mesi,48630,1188992,900097,5558170,401713061
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 6 e meno di 12 mesi,57099,2475181,2061061,12588370,1066968312
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Anno intero,35140,1827279,1680053,10914617,1300205571
2021,Attivita' dei servizi di alloggio e di ristorazione,Fino a 3 mesi,505963,5572290,3787948,18591367,876389067
2021,Attivita' dei servizi di alloggio e di ristorazione,Oltre 3 e fino a 6 mesi,422717,11199750,8110886,49109833,2727461040
2021,Attivita' dei servizi di alloggio e di ristorazione,Oltre 6 e meno di 12 mesi,562628,25110126,17834604,124195806,6873645925
2021,Attivita' dei servizi di alloggio e di ristorazione,Anno intero,129558,6737002,5230567,40088990,2526672332
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Fino a 3 mesi,5222,41566,28943,167601,9772890
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 3 e fino a 6 mesi,1981,55651,35889,233330,13027011
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 6 e meno di 12 mesi,4706,220782,170704,1182470,65678472
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Anno intero,27153,1411953,1234094,8452293,514525876
2021,Attivita' finanziarie e assicurative,Fino a 3 mesi,9427,97817,80026,422415,55930183
2021,Attivita' finanziarie e assicurative,Oltre 3 e fino a 6 mesi,12633,317887,276216,1569152,222109097
2021,Attivita' finanziarie e assicurative,Oltre 6 e meno di 12 mesi,61039,2911524,2648526,15961567,2223571651
2021,Attivita' finanziarie e assicurative,Anno intero,421084,21896368,21142291,131170622,22859755257
2021,Attivita' immobiliari,Fino a 3 mesi,6638,66664,43064,249722,16172888
2021,Attivita' immobiliari,Oltre 3 e fino a 6 mesi,5007,130301,89313,596403,38753757
2021,Attivita' immobiliari,Oltre 6 e meno di 12 mesi,11758,533252,393810,2801990,190118549
2021,Attivita' immobiliari,Anno intero,31398,1632691,1364489,9772983,991283586
2021,Attivita' manifatturiere,Fino a 3 mesi,229555,2473284,1975144,9130264,698288248
2021,Attivita' manifatturiere,Oltre 3 e fino a 6 mesi,202151,5627490,4629399,24265815,1813385093
2021,Attivita' manifatturiere,Oltre 6 e meno di 12 mesi,926416,44890911,41016777,233252997,19494110611
2021,Attivita' manifatturiere,Anno intero,2497294,129859265,125869144,775758420,89712634537
2021,"Attivita' professionali, scientifiche e tecniche",Fino a 3 mesi,55057,547603,400595,1944726,131756146
2021,"Attivita' professionali, scientifiche e tecniche",Oltre 3 e fino a 6 mesi,37178,1002569,771186,4412372,310898100
2021,"Attivita' professionali, scientifiche e tecniche",Oltre 6 e meno di 12 mesi,103614,4806020,3927922,25210125,1923841241
2021,"Attivita' professionali, scientifiche e tecniche",Anno intero,330492,17185554,15476183,102824352,10718826071
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Fino a 3 mesi,241996,2533631,1657033,9401407,557312998
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 3 e fino a 6 mesi,190130,5160325,3552630,22653295,1353726353
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 6 e meno di 12 mesi,664346,31670346,24657725,165010458,11255328708
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Anno intero,1300201,67610354,60105487,404031762,37374650429
2021,Costruzioni,Fino a 3 mesi,168405,1613312,1458339,6473313,491183429
2021,Costruzioni,Oltre 3 e fino a 6 mesi,123302,3315377,3038225,14593350,1096501087
2021,Costruzioni,Oltre 6 e meno di 12 mesi,394722,18880687,17984099,95819746,7894923785
2021,Costruzioni,Anno intero,410264,21333708,20455285,127226429,11658924527
2021,Estrazione di minerali da cave e miniere,Fino a 3 mesi,1266,13437,12047,51853,6431914
2021,Estrazione di minerali da cave e miniere,Oltre 3 e fino a 6 mesi,1264,34423,30744,155684,18354974
2021,Estrazione di minerali da cave e miniere,Oltre 6 e meno di 12 mesi,7659,369130,358224,1954902,242401879
2021,Estrazione di minerali da cave e miniere,Anno intero,30042,1562184,1543701,9346449,1614991388
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Fino a 3 mesi,8215,80794,66553,346972,26034871
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 3 e fino a 6 mesi,8490,214213,182367,1031271,77061589
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 6 e meno di 12 mesi,33635,1591491,1474966,8509830,746724401
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Anno intero,136723,7109595,6912447,42513236,4520756057
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Fino a 3 mesi,1576,15884,14480,74382,8332232
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 3 e fino a 6 mesi,1525,38062,34891,192624,22027573
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 6 e meno di 12 mesi,13077,637994,621656,3517414,539938573
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Anno intero,65480,3404960,3364990,20369902,3318903583
2021,Istruzione,Fino a 3 mesi,101347,959895,775155,3949405,228572987
2021,Istruzione,Oltre 3 e fino a 6 mesi,118335,2957399,2616580,14937631,945432799
2021,Istruzione,Oltre 6 e meno di 12 mesi,372839,16219644,15081396,88024060,5928235842
2021,Istruzione,Anno intero,165136,8587066,7951044,51164432,4143638229
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Fino a 3 mesi,359591,3275892,2243590,12381829,705574057
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 3 e fino a 6 mesi,236890,6175117,4606891,27803931,1636023214
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 6 e meno di 12 mesi,529483,24500571,19717096,126979537,7888844176
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Anno intero,682520,35490991,30453777,211934976,15633661647
2021,Sanita' e assistenza sociale,Fino a 3 mesi,82645,853357,544799,3285061,193633628
2021,Sanita' e assistenza sociale,Oltre 3 e fino a 6 mesi,71484,1925676,1268808,8571625,491297776
2021,Sanita' e assistenza sociale,Oltre 6 e meno di 12 mesi,245592,11576514,8755924,60461724,3673448849
2021,Sanita' e assistenza sociale,Anno intero,460672,23954918,20965109,143187438,10690434241
2021,Servizi di informazione e comunicazione,Fino a 3 mesi,89656,471559,412737,1641875,172277130
2021,Servizi di informazione e comunicazione,Oltre 3 e fino a 6 mesi,29907,773451,664600,3595940,366996605
2021,Servizi di informazione e comunicazione,Oltre 6 e meno di 12 mesi,108135,5121870,4651458,27426413,3015162530
2021,Servizi di informazione e comunicazione,Anno intero,365413,19001460,18203684,113656687,14939824844
2021,Trasporto e magazzinaggio,Fino a 3 mesi,102861,1032748,817803,3941111,296538800
2021,Trasporto e magazzinaggio,Oltre 3 e fino a 6 mesi,95180,2620476,2161351,11446961,947446725
2021,Trasporto e magazzinaggio,Oltre 6 e meno di 12 mesi,357703,17144801,15552438,88343186,7516083575
2021,Trasporto e magazzinaggio,Anno intero,603840,31399666,30310702,187550972,19396285306
2022,Altre attivita' di servizi,Fino a 3 mesi,61887,674910,443142,2297755,115633272
2022,Altre attivita' di servizi,Oltre 3 e fino a 6 mesi,46900,1337780,879703,5549502,281586900
2022,Altre attivita' di servizi,Oltre 6 e meno di 12 mesi,128487,6041396,4453657,31086791,1700515993
2022,Altre attivita' di servizi,Anno intero,244255,12701237,10957745,75864159,5838230351
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Fino a 3 mesi,87546,790389,550771,2934628,173201640
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 3 e fino a 6 mesi,46218,1144084,873769,5262259,389754961
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 6 e meno di 12 mesi,51682,2323145,1894316,12090966,988912483
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Anno intero,67335,3501417,3150626,20893143,2158334545
2022,Attivita' dei servizi di alloggio e di ristorazione,Fino a 3 mesi,463919,5228325,3677592,17074781,822918491
2022,Attivita' dei servizi di alloggio e di ristorazione,Oltre 3 e fino a 6 mesi,351902,9559339,6971026,40940870,2196218327
2022,Attivita' dei servizi di alloggio e di ristorazione,Oltre 6 e meno di 12 mesi,597903,26795674,19957119,137826954,7956385407
2022,Attivita' dei servizi di alloggio e di ristorazione,Anno intero,389073,20231753,16123497,120369417,7604582924
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Fino a 3 mesi,5051,40583,28323,165044,9531498
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 3 e fino a 6 mesi,2103,58460,37685,249027,13832572
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 6 e meno di 12 mesi,4766,222947,174351,1198961,67920958
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Anno intero,26419,1373788,1204519,8214231,502168742
2022,Attivita' finanziarie e assicurative,Fino a 3 mesi,10266,102440,88767,472922,71815545
2022,Attivita' finanziarie e assicurative,Oltre 3 e fino a 6 mesi,11405,283598,248761,1413682,204346587
2022,Attivita' finanziarie e assicurative,Oltre 6 e meno di 12 mesi,45071,2098251,1889980,11411264,1508977457
2022,Attivita' finanziarie e assicurative,Anno intero,423270,22010040,21230940,131831869,23597076206
2022,Attivita' immobiliari,Fino a 3 mesi,5239,57842,36669,220180,14339894
2022,Attivita' immobiliari,Oltre 3 e fino a 6 mesi,4548,117737,80427,545599,33933507
2022,Attivita' immobiliari,Oltre 6 e meno di 12 mesi,11862,532952,397116,2847871,191784067
2022,Attivita' immobiliari,Anno intero,36536,1899872,1592199,11364976,1148723227
2022,Attivita' manifatturiere,Fino a 3 mesi,200014,2068217,1699727,8211874,664737384
2022,Attivita' manifatturiere,Oltre 3 e fino a 6 mesi,178536,4786245,3995953,21428354,1668555360
2022,Attivita' manifatturiere,Oltre 6 e meno di 12 mesi,831216,40067747,36690815,210771256,17862390274
2022,Attivita' manifatturiere,Anno intero,2725187,141709671,137095001,846735977,98112770761
2022,"Attivita' professionali, scientifiche e tecniche",Fino a 3 mesi,51787,509375,389627,1848611,131439642
2022,"Attivita' professionali, scientifiche e tecniche",Oltre 3 e fino a 6 mesi,37996,1017922,793258,4530625,335170046
2022,"Attivita' professionali, scientifiche e tecniche",Oltre 6 e meno di 12 mesi,102318,4691288,3882141,24951402,1941237670
2022,"Attivita' professionali, scientifiche e tecniche",Anno intero,379008,19708372,17819823,117862384,12604905406
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Fino a 3 mesi,216053,2267009,1508686,8679834,535342031
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 3 e fino a 6 mesi,174934,4655785,3235520,20842446,1255732177
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 6 e meno di 12 mesi,533766,24955813,19266113,131217212,8886172130
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Anno intero,1549146,80555527,71319404,481369136,43877630060
2022,Costruzioni,Fino a 3 mesi,156848,1515026,1374797,6177695,475891854
2022,Costruzioni,Oltre 3 e fino a 6 mesi,122208,3235918,2975089,14466275,1107303721
2022,Costruzioni,Oltre 6 e meno di 12 mesi,439432,21161525,20277034,107947528,9132225781
2022,Costruzioni,Anno intero,491381,25551802,24523178,152335907,14013153505
2022,Estrazione di minerali da cave e miniere,Fino a 3 mesi,1098,11212,10094,45306,6641973
2022,Estrazione di minerali da cave e miniere,Oltre 3 e fino a 6 mesi,1057,27839,25209,128457,19393258
2022,Estrazione di minerali da cave e miniere,Oltre 6 e meno di 12 mesi,6754,327102,318319,1735765,217126719
2022,Estrazione di minerali da cave e miniere,Anno intero,29419,1529788,1511408,9151192,1636319016
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Fino a 3 mesi,7730,74250,61553,320318,25395073
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 3 e fino a 6 mesi,8100,204208,174636,984966,73553829
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 6 e meno di 12 mesi,34719,1646629,1532809,8821762,777454165
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Anno intero,143464,7460128,7256372,44619311,4793640193
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Fino a 3 mesi,1657,15711,14113,75036,8700724
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 3 e fino a 6 mesi,1706,42074,38506,215943,25861290
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 6 e meno di 12 mesi,8402,394065,378674,2170819,279183830
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Anno intero,71680,3727360,3686606,22307343,3714356912
2022,Istruzione,Fino a 3 mesi,92214,894408,704470,3414006,217923833
2022,Istruzione,Oltre 3 e fino a 6 mesi,132648,3351428,3024005,16720407,1094388034
2022,Istruzione,Oltre 6 e meno di 12 mesi,356055,15534502,14540128,84139632,5991631292
2022,Istruzione,Anno intero,188024,9777232,8965084,58320942,4638654365
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Fino a 3 mesi,343057,3087927,2121356,11597813,668898498
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 3 e fino a 6 mesi,224655,5861892,4369310,26511379,1557841353
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 6 e meno di 12 mesi,555097,25707677,21001674,134339088,8471645034
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Anno intero,753275,39170279,33895289,233795761,17650451711
2022,Sanita' e assistenza sociale,Fino a 3 mesi,80415,843166,536679,3233981,193585559
2022,Sanita' e assistenza sociale,Oltre 3 e fino a 6 mesi,73435,1982269,1300196,8833884,515611558
2022,Sanita' e assistenza sociale,Oltre 6 e meno di 12 mesi,240203,11269659,8523298,58846925,3614115854
2022,Sanita' e assistenza sociale,Anno intero,498614,25927896,22697389,154965901,11496190845
2022,Servizi di informazione e comunicazione,Fino a 3 mesi,84982,457890,406117,1626910,183212469
2022,Servizi di informazione e comunicazione,Oltre 3 e fino a 6 mesi,30754,788447,684994,3688932,400284096
2022,Servizi di informazione e comunicazione,Oltre 6 e meno di 12 mesi,111262,5256024,4801013,28317600,3175780912
2022,Servizi di informazione e comunicazione,Anno intero,395250,20552988,19680236,122897328,16244324626
2022,Trasporto e magazzinaggio,Fino a 3 mesi,90702,896336,729215,3545959,276975181
2022,Trasporto e magazzinaggio,Oltre 3 e fino a 6 mesi,86413,2295699,1948253,10428919,888459368
2022,Trasporto e magazzinaggio,Oltre 6 e meno di 12 mesi,336605,16011001,14590452,83973380,7186623125
2022,Trasporto e magazzinaggio,Anno intero,681243,35424620,34125245,211538922,21987558828
2023,Altre attivita' di servizi,Fino a 3 mesi,63613,707889,466602,2385804,121570346
2023,Altre attivita' di servizi,Oltre 3 e fino a 6 mesi,48184,1383379,904498,5717994,296416894
2023,Altre attivita' di servizi,Oltre 6 e meno di 12 mesi,131219,6183149,4586361,31760783,1785521560
2023,Altre attivita' di servizi,Anno intero,254760,13247492,11417579,79174155,6243605608
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Fino a 3 mesi,92509,841636,593237,3128362,188025300
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 3 e fino a 6 mesi,47946,1195958,920642,5474936,421469644
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 6 e meno di 12 mesi,51664,2312768,1872750,11989064,965722294
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Anno intero,75041,3902130,3516425,23317447,2469607284
2023,Attivita' dei servizi di alloggio e di ristorazione,Fino a 3 mesi,474571,5430892,3851417,17577917,855106996
2023,Attivita' dei servizi di alloggio e di ristorazione,Oltre 3 e fino a 6 mesi,362711,9925849,7294525,42380245,2298557737
2023,Attivita' dei servizi di alloggio e di ristorazione,Oltre 6 e meno di 12 mesi,611514,27108568,20225971,139743328,8144868288
2023,Attivita' dei servizi di alloggio e di ristorazione,Anno intero,471301,24507601,19729720,146192984,9476707829
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Fino a 3 mesi,4703,37673,26260,153089,8977024
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 3 e fino a 6 mesi,1948,54315,35055,230817,12971394
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 6 e meno di 12 mesi,4066,188740,148486,1011580,59217050
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Anno intero,26656,1386109,1212839,8295648,511828069
2023,Attivita' finanziarie e assicurative,Fino a 3 mesi,9434,92919,79917,432409,65961873
2023,Attivita' finanziarie e assicurative,Oltre 3 e fino a 6 mesi,10256,258235,223384,1271915,187912595
2023,Attivita' finanziarie e assicurative,Oltre 6 e meno di 12 mesi,43339,2036461,1831834,10996014,1531022108
2023,Attivita' finanziarie e assicurative,Anno intero,419156,21796110,21042154,130559988,24314557353
2023,Attivita' immobiliari,Fino a 3 mesi,5404,59426,38779,224928,14592552
2023,Attivita' immobiliari,Oltre 3 e fino a 6 mesi,4760,123184,85470,575798,37189378
2023,Attivita' immobiliari,Oltre 6 e meno di 12 mesi,11837,532468,398096,2841433,198485844
2023,Attivita' immobiliari,Anno intero,39572,2057735,1732672,12317823,1275408560
2023,Attivita' manifatturiere,Fino a 3 mesi,193049,2007027,1653541,8004584,662252586
2023,Attivita' manifatturiere,Oltre 3 e fino a 6 mesi,176600,4712074,3928881,21239671,1718038173
2023,Attivita' manifatturiere,Oltre 6 e meno di 12 mesi,846830,40929383,37608422,215605624,18935630761
2023,Attivita' manifatturiere,Anno intero,2774514,144274678,139624962,862053547,103199659546
2023,"Attivita' professionali, scientifiche e tecniche",Fino a 3 mesi,54644,539529,419242,1896523,139005519
2023,"Attivita' professionali, scientifiche e tecniche",Oltre 3 e fino a 6 mesi,37592,1009396,796324,4483410,342019793
2023,"Attivita' professionali, scientifiche e tecniche",Oltre 6 e meno di 12 mesi,99488,4566034,3799981,24207487,1946135080
2023,"Attivita' professionali, scientifiche e tecniche",Anno intero,409026,21269316,19312513,127284015,14099144827
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Fino a 3 mesi,216914,2310746,1543119,8810138,551650890
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 3 e fino a 6 mesi,179859,4797855,3353276,21494806,1341675924
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 6 e meno di 12 mesi,526200,24523211,18905384,128915690,8940782892
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Anno intero,1618225,84147646,74540250,503215576,47309959429
2023,Costruzioni,Fino a 3 mesi,169940,1624842,1483442,6714896,532701058
2023,Costruzioni,Oltre 3 e fino a 6 mesi,128349,3370282,3109217,15162257,1193885702
2023,Costruzioni,Oltre 6 e meno di 12 mesi,454884,21978383,21124654,112014723,9816207412
2023,Costruzioni,Anno intero,518226,26947733,25859190,160659494,15349614656
2023,Estrazione di minerali da cave e miniere,Fino a 3 mesi,1145,12305,10934,50652,6432975
2023,Estrazione di minerali da cave e miniere,Oltre 3 e fino a 6 mesi,1156,30707,27752,141455,17000623
2023,Estrazione di minerali da cave e miniere,Oltre 6 e meno di 12 mesi,6586,319330,309559,1691438,210832356
2023,Estrazione di minerali da cave e miniere,Anno intero,28671,1490892,1474300,8918971,1646100062
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Fino a 3 mesi,7880,78341,65353,338101,27301284
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 3 e fino a 6 mesi,8609,219641,190628,1053626,84673114
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 6 e meno di 12 mesi,36512,1735931,1617330,9316622,834132122
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Anno intero,146567,7621481,7420577,45583334,4968923798
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Fino a 3 mesi,1438,13983,12427,66115,8848194
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 3 e fino a 6 mesi,1576,38905,35363,197707,30715305
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 6 e meno di 12 mesi,9129,436870,420381,2405361,346744117
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Anno intero,73319,3812588,3772453,22813792,3834623352
2023,Istruzione,Fino a 3 mesi,85684,895166,670057,3314158,205540190
2023,Istruzione,Oltre 3 e fino a 6 mesi,108129,2692466,2345418,13420207,888553431
2023,Istruzione,Oltre 6 e meno di 12 mesi,349436,15228454,14196443,83653369,5973892163
2023,Istruzione,Anno intero,203091,10560711,9689251,63143645,5152000962
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Fino a 3 mesi,329372,3011121,2064576,11172868,653191884
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 3 e fino a 6 mesi,219104,5718005,4272133,25872736,1566278528
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 6 e meno di 12 mesi,528163,24392583,19867377,127339379,8262167279
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Anno intero,788014,40976665,35480731,244732566,19095235990
2023,Sanita' e assistenza sociale,Fino a 3 mesi,77978,832434,526721,3180322,192074408
2023,Sanita' e assistenza sociale,Oltre 3 e fino a 6 mesi,72308,1961444,1280461,8712591,503956780
2023,Sanita' e assistenza sociale,Oltre 6 e meno di 12 mesi,242476,11387056,8602796,59440109,3707733143
2023,Sanita' e assistenza sociale,Anno intero,523020,27197002,23774823,162624940,12173577005
2023,Servizi di informazione e comunicazione,Fino a 3 mesi,86993,452516,400921,1583154,183735654
2023,Servizi di informazione e comunicazione,Oltre 3 e fino a 6 mesi,28782,741652,643009,3449538,396310390
2023,Servizi di informazione e comunicazione,Oltre 6 e meno di 12 mesi,108447,5121818,4657541,27150407,3132645855
2023,Servizi di informazione e comunicazione,Anno intero,420242,21852571,20971130,130765605,17654343422
2023,Trasporto e magazzinaggio,Fino a 3 mesi,89668,908085,742874,3599129,288048712
