anno,attivita_economica_ateco_2007,tipologia_contrattuale,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,30,856,735,4493,302289
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,2038,72876,64182,401211,35857640
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,83394,4228614,4175707,25077271,4184771039
2023,Istruzione,Stagionale,4588,102203,61614,499894,25779201
2023,Istruzione,Tempo determinato,585917,21724303,20545681,119658741,9048778578
2023,Istruzione,Tempo indeterminato,155835,7550291,6293874,43372744,3145428967
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,45001,1051266,863218,5070234,330422351
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,797681,23139761,18821716,117135188,7494945061
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,1021971,49907347,41999882,286912127,21751506269
2023,Sanita' e assistenza sociale,Stagionale,5019,135018,74602,670951,28562441
2023,Sanita' e assistenza sociale,Tempo determinato,190381,6250322,4581210,33042839,1952691891
2023,Sanita' e assistenza sociale,Tempo indeterminato,720382,34992596,29528989,200244172,14596087004
2023,Servizi di informazione e comunicazione,Stagionale,22688,242342,231972,980050,178484422
2023,Servizi di informazione e comunicazione,Tempo determinato,86797,1512055,1329748,7363042,785942326
2023,Servizi di informazione e comunicazione,Tempo indeterminato,534979,26414160,25110882,154605612,20402608573
2023,Trasporto e magazzinaggio,Stagionale,17693,542796,439292,2783912,212759266
2023,Trasporto e magazzinaggio,Tempo determinato,233392,7562916,6669667,38948156,3168565793
2023,Trasporto e magazzinaggio,Tempo indeterminato,973030,48019016,45855360,277356367,28889569270
2024,Altre attivita' di servizi,Stagionale,14663,312786,246561,1549015,94710155
2024,Altre attivita' di servizi,Tempo determinato,102560,3028132,2151359,15114093,854546678
2024,Altre attivita' di servizi,Tempo indeterminato,389270,18586601,15261002,104832003,7927996020
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Stagionale,75027,1366167,1054657,6207168,423241487
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo determinato,83928,1824299,1498171,8813380,1087042134
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo indeterminato,110987,5118113,4410409,29194732,2708258754
2024,Attivita' dei servizi di alloggio e di ristorazione,Stagionale,416727,10871850,9301927,53205690,3877901944
2024,Attivita' dei servizi di alloggio e di ristorazione,Tempo determinato,697654,18693338,13600950,84136825,4318666703
2024,Attivita' dei servizi di alloggio e di ristorazione,Tempo indeterminato,905738,41628394,31609424,231332846,14494648448
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Stagionale,592,14162,12262,72703,5138388
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo determinato,5422,78988,63097,402685,23260421
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo indeterminato,30438,1529406,1311970,8973396,560275551
2024,Attivita' finanziarie e assicurative,Stagionale,88,2152,1810,11006,834088
2024,Attivita' finanziarie e assicurative,Tempo determinato,12043,431643,386769,2407138,277807837
2024,Attivita' finanziarie e assicurative,Tempo indeterminato,470726,23813575,22872056,141217194,26968294494
2024,Attivita' immobiliari,Stagionale,1914,49679,37338,240992,16038665
2024,Attivita' immobiliari,Tempo determinato,8513,259613,188046,1363773,81069468
2024,Attivita' immobiliari,Tempo indeterminato,53458,2578991,2129864,15042550,1547165075
2024,Attivita' manifatturiere,Stagionale,39419,969258,863289,4829576,396313626
2024,Attivita' manifatturiere,Tempo determinato,354608,11688021,10372414,61211131,4758347631
2024,Attivita' manifatturiere,Tempo indeterminato,3609369,180072300,172466686,1041727904,124903576370
2024,"Attivita' professionali, scientifiche e tecniche",Stagionale,5365,114952,87231,556490,33941722
2024,"Attivita' professionali, scientifiche e tecniche",Tempo determinato,90220,2618310,2184487,13333079,976859727
2024,"Attivita' professionali, scientifiche e tecniche",Tempo indeterminato,533421,26068948,23408601,152417269,17139017363
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Stagionale,29932,751193,608712,3818450,267255200
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo determinato,457643,13979026,10344226,72419556,4393425583
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo indeterminato,2120616,104114425,90115353,604534997,56833391911
2024,Costruzioni,Stagionale,1034,24697,22296,122659,8805883
2024,Costruzioni,Tempo determinato,332070,9519286,8984753,47439129,3892881541
2024,Costruzioni,Tempo indeterminato,976491,46095401,44257012,257327524,25048464371
2024,Estrazione di minerali da cave e miniere,Stagionale,121,4184,4064,22810,2754200
2024,Estrazione di minerali da cave e miniere,Tempo determinato,2195,79309,75624,419629,42534433
2024,Estrazione di minerali da cave e miniere,Tempo indeterminato,35899,1811257,1785061,10618619,1923925793
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Stagionale,1789,45946,39616,243868,16551190
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo determinato,20523,702581,629422,3804319,286130487
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo indeterminato,183379,9219531,8945579,54098113,5976056130
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,38,1148,990,6135,387608
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,2361,82824,72250,454772,42252259
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,85731,4334222,4277453,25636583,4365169225
2024,Istruzione,Stagionale,4655,103132,64742,512228,28304068
2024,Istruzione,Tempo determinato,575778,20430819,19277014,113973975,8785141224
2024,Istruzione,Tempo indeterminato,160145,7798313,6566379,44945594,3369886666
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,47674,1122460,926639,5455549,370452386
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,793602,22611836,18314145,114716590,7577519978
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,1054314,51655278,43613382,297175399,23300363194
2024,Sanita' e assistenza sociale,Stagionale,6231,170623,94076,848914,37307704
2024,Sanita' e assistenza sociale,Tempo determinato,194356,6387428,4657655,33780997,2043072663
2024,Sanita' e assistenza sociale,Tempo indeterminato,743713,36295087,30770976,208142609,15597182497
2024,Servizi di informazione e comunicazione,Stagionale,20617,204577,195734,822398,143819645
2024,Servizi di informazione e comunicazione,Tempo determinato,73161,1351481,1179730,6653558,686071353
2024,Servizi di informazione e comunicazione,Tempo indeterminato,543064,26977987,25770574,158390365,21604289623
2024,Trasporto e magazzinaggio,Stagionale,19424,598886,482597,3074252,242681731
2024,Trasporto e magazzinaggio,Tempo determinato,240385,7754391,6849718,40105566,3388636702
2024,Trasporto e magazzinaggio,Tempo indeterminato,991911,49042030,46911589,283463779,30414708045
